filename; file size V1; file size V2; LTS size V1; LTS size V2; Explored V1 ; Explored V2 ; matches V1; matches V2
LITS300.COB ; 4244 ; 2391 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS301.COB ; 15972 ; 9955 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS302.COB ; 9081 ; 4710 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS303.COB ; 9447 ; 4640 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS304.COB ; 2430 ; 1342 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS305.COB ; 4066 ; 1934 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS306.COB ; 2663 ; 1508 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS307.COB ; 3449 ; 2127 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS309.COB ; 7886 ; 4215 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS310.COB ; 8076 ; 4160 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS311.COB ; 6337 ; 3987 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS312.COB ; 2598 ; 1475 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS313.COB ; 2251 ; 1274 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS315.COB ; 13703 ; 7240 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS316.COB ; 3932 ; 2369 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS318.COB ; 3414 ; 1691 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS319.COB ; 3996 ; 1872 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS320.COB ; 6874 ; 3472 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS321.COB ; 9350 ; 4594 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS322.COB ; 9476 ; 4588 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS323.COB ; 9442 ; 4637 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS324.COB ; 8194 ; 3824 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS400.COB ; 11468 ; 6451 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS401.COB ; 11223 ; 5712 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS402.COB ; 10807 ; 5732 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS403.COB ; 4538 ; 1881 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS404.COB ; 4563 ; 1890 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS405.COB ; 3208 ; 1793 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS406.COB ; 3244 ; 1715 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS407.COB ; 4361 ; 2064 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS501.COB ; 6080 ; 4086 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS502.COB ; 3686 ; 2410 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS503.COB ; 2967 ; 2026 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS504.COB ; 3073 ; 2124 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS505.COB ; 3426 ; 2199 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS506.COB ; 3426 ; 2199 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS507.COB ; 2959 ; 1992 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS508.COB ; 4982 ; 2903 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS509.COB ; 3298 ; 2092 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS510.COB ; 7303 ; 4838 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS511.COB ; 5068 ; 3186 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS512.COB ; 6621 ; 3887 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS513.COB ; 3723 ; 2462 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS600.COB ; 5518 ; 3411 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS601.COB ; 2375 ; 1310 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS602.COB ; 3146 ; 1834 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS603.COB ; 4694 ; 2811 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS701.COB ; 8496 ; 4553 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS702.COB ; 8629 ; 5040 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS703.COB ; 6848 ; 3741 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS704.COB ; 7329 ; 4322 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS705.COB ; 4206 ; 2252 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS706.COB ; 8912 ; 5285 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS707.COB ; 8634 ; 5290 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS708.COB ; 11566 ; 7270 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS709.COB ; 2181 ; 1194 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS710.COB ; 2791 ; 1266 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS900.COB ; 2446 ; 1357 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS901.COB ; 8309 ; 3722 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS902.COB ; 7320 ; 2719 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS903.COB ; 2776 ; 1229 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITS904.COB ; 4391 ; 2424 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITU001.COB ; 2178 ; 1278 ; 483 ; 209; 26 ; 19 ; 22; 10
LITU002.COB ; 1308 ; 913 ; 403 ; 169; 27 ; 19 ; 23; 10
LITU003.COB ; 1237 ; 824 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITU004.COB ; 951 ; 625 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITU005.COB ; 1384 ; 986 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITU006.COB ; 7635 ; 3933 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITU008.COB ; 1189 ; 962 ; 365 ; 197; 141 ; 145 ; 139; 91
LITU009.COB ; 3665 ; 1537 ; 446 ; 237; 68 ; 69 ; 66; 47
LITU011.COB ; 5023 ; 1978 ; 770 ; 355; 100 ; 80 ; 92; 48
LITVA01.COB ; 690 ; 496 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA02.COB ; 1875 ; 1309 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA03.COB ; 862 ; 625 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA04.COB ; 758 ; 540 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA05.COB ; 848 ; 606 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA06.COB ; 868 ; 632 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA07.COB ; 758 ; 540 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA08.COB ; 706 ; 501 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA09.COB ; 633 ; 455 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA10.COB ; 1438 ; 1017 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA11.COB ; 614 ; 440 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA12.COB ; 854 ; 610 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA13.COB ; 627 ; 449 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA14.COB ; 930 ; 666 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA15.COB ; 912 ; 646 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA16.COB ; 736 ; 526 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA17.COB ; 595 ; 432 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA18.COB ; 666 ; 480 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA19.COB ; 732 ; 520 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA20.COB ; 732 ; 520 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA21.COB ; 1059 ; 766 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA22.COB ; 601 ; 435 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA23.COB ; 627 ; 454 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA24.COB ; 626 ; 452 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA25.COB ; 595 ; 432 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA26.COB ; 814 ; 583 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA27.COB ; 656 ; 471 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA28.COB ; 611 ; 443 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA30.COB ; 1231 ; 868 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA31.COB ; 723 ; 498 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA32.COB ; 740 ; 541 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA34.COB ; 753 ; 549 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA37.COB ; 726 ; 531 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA38.COB ; 1230 ; 874 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA39.COB ; 1040 ; 741 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA40.COB ; 636 ; 453 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA41.COB ; 977 ; 693 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA42.COB ; 1052 ; 751 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA43.COB ; 936 ; 668 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA44.COB ; 1483 ; 1060 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA45.COB ; 1142 ; 886 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA46.COB ; 848 ; 608 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA47.COB ; 716 ; 527 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA48.COB ; 718 ; 527 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA49.COB ; 1179 ; 808 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA80.COB ; 1144 ; 814 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA87.COB ; 779 ; 556 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA90.COB ; 832 ; 592 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVA91.COB ; 832 ; 589 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVC01.COB ; 786 ; 557 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVC02.COB ; 864 ; 606 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVC03.COB ; 828 ; 592 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVC04.COB ; 802 ; 580 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVC05.COB ; 741 ; 542 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVC06.COB ; 892 ; 625 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVC07.COB ; 830 ; 587 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVC08.COB ; 1423 ; 1008 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVC09.COB ; 606 ; 439 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVC11.COB ; 854 ; 610 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
LITVC12.COB ; 854 ; 610 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB004.COB ; 3450 ; 2131 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB005.COB ; 4347 ; 2765 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB015.COB ; 1469 ; 1348 ; 470 ; 269; 41 ; 48 ; 36; 30
NOAB016.COB ; 1469 ; 1345 ; 471 ; 269; 41 ; 47 ; 36; 29
NOAB017.COB ; 1275 ; 1146 ; 383 ; 215; 41 ; 48 ; 36; 30
NOAB018.COB ; 1198 ; 1043 ; 333 ; 180; 64 ; 73 ; 59; 46
NOAB019.COB ; 1614 ; 1448 ; 642 ; 366; 216 ; 257 ; 209; 144
NOAB020.COB ; 1196 ; 1060 ; 355 ; 199; 128 ; 163 ; 121; 91
NOAB021.COB ; 2234 ; 1527 ; 468 ; 269; 214 ; 243 ; 210; 135
NOAB022.COB ; 3179 ; 2173 ; 816 ; 493; 266 ; 326 ; 250; 170
NOAB023.COB ; 1331 ; 928 ; 294 ; 141; 117 ; 118 ; 109; 64
NOAB024.COB ; 1646 ; 1200 ; 470 ; 247; 126 ; 155 ; 122; 86
NOAB025.COB ; 3433 ; 2546 ; 1083 ; 637; 401 ; 469 ; 393; 264
NOAB030.COB ; 2312 ; 1370 ; 621 ; 258; 29 ; 27 ; 25; 18
NOAB045.COB ; 4149 ; 3298 ; 1345 ; 807; 27 ; 26 ; 21; 14
NOAB046.COB ; 3116 ; 2273 ; 930 ; 533; 156 ; 178 ; 155; 105
NOAB047.COB ; 3116 ; 2556 ; 1071 ; 647; 210 ; 247 ; 201; 144
NOAB048.COB ; 3559 ; 2508 ; 985 ; 574; 34 ; 31 ; 32; 17
NOAB053.COB ; 2581 ; 2012 ; 854 ; 496; 309 ; 344 ; 302; 196
NOAB059.COB ; 3516 ; 2484 ; 979 ; 576; 214 ; 238 ; 205; 144
NOAB071.COB ; 2590 ; 1933 ; 743 ; 413; 46 ; 42 ; 44; 26
NOAB119.COB ; 3336 ; 2137 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB122.COB ; 4399 ; 2828 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB124.COB ; 5941 ; 3541 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB125.COB ; 3354 ; 2129 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB127.COB ; 4222 ; 2709 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB129.COB ; 4162 ; 2309 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB131.COB ; 6762 ; 4399 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB167.COB ; 4109 ; 2625 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB185.COB ; 3897 ; 1957 ; 724 ; 403; 39 ; 41 ; 34; 25
NOAB188.COB ; 4900 ; 2881 ; 1143 ; 642; 169 ; 146 ; 167; 93
NOAB191.COB ; 2530 ; 1954 ; 651 ; 323; 87 ; 75 ; 84; 51
NOAB203.COB ; 1986 ; 1569 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB210.COB ; 3845 ; 2964 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB211.COB ; 5311 ; 4004 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB217.COB ; 2101 ; 1529 ; 609 ; 381; 27 ; 26 ; 21; 14
NOAB218.COB ; 4530 ; 3440 ; 1534 ; 979; 29 ; 29 ; 23; 16
NOAB227.COB ; 5754 ; 3601 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB235.COB ; 10924 ; 7894 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB236.COB ; 15268 ; 12807 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB237.COB ; 7581 ; 5405 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB239.COB ; 2699 ; 2134 ; 729 ; 380; 29 ; 32 ; 27; 18
NOAB246.COB ; 2820 ; 2029 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB251.COB ; 8651 ; 5763 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB252.COB ; 3248 ; 2406 ; 974 ; 478; 29 ; 37 ; 27; 23
NOAB263.COB ; 1971 ; 1553 ; 476 ; 226; 101 ; 60 ; 95; 42
NOAB264.COB ; 3043 ; 2630 ; 822 ; 438; 94 ; 95 ; 90; 57
NOAB267.COB ; 2408 ; 1618 ; 596 ; 318; 26 ; 26 ; 20; 14
NOAB401.COB ; 4293 ; 2380 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB404.COB ; 11205 ; 8160 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB405.COB ; 15670 ; 12919 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB406.COB ; 9545 ; 6727 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB407.COB ; 4533 ; 2952 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB408.COB ; 6547 ; 4127 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB409.COB ; 3798 ; 2247 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB410.COB ; 6218 ; 4018 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB411.COB ; 6582 ; 4029 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB412.COB ; 7034 ; 4556 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB415.COB ; 3252 ; 2489 ; 979 ; 489; 29 ; 37 ; 27; 23
NOAB424.COB ; 4075 ; 3051 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB425.COB ; 3389 ; 2144 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB426.COB ; 1444 ; 991 ; 361 ; 182; 123 ; 141 ; 117; 77
NOAB432.COB ; 2447 ; 1799 ; 557 ; 294; 77 ; 89 ; 69; 47
NOAB451.COB ; 2097 ; 1493 ; 569 ; 316; 30 ; 31 ; 24; 14
NOAB506.COB ; 1637 ; 1240 ; 397 ; 221; 41 ; 39 ; 39; 27
NOAB560.COB ; 6114 ; 5680 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB562.COB ; 4620 ; 4094 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB565.COB ; 13154 ; 11507 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB566.COB ; 14927 ; 13243 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB567.COB ; 19605 ; 17150 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB568.COB ; 14009 ; 12441 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB581.COB ; 2130 ; 1497 ; 581 ; 277; 348 ; 386 ; 334; 197
NOAB582.COB ; 2052 ; 1514 ; 585 ; 279; 348 ; 392 ; 336; 200
NOAB583.COB ; 1707 ; 1187 ; 443 ; 189; 213 ; 222 ; 205; 115
NOAB584.COB ; 1596 ; 1175 ; 443 ; 189; 213 ; 222 ; 205; 115
NOAB735.COB ; 2991 ; 2503 ; 803 ; 476; 59 ; 64 ; 53; 39
NOAB774.COB ; 1995 ; 1457 ; 499 ; 285; 50 ; 47 ; 44; 29
NOAB776.COB ; 1921 ; 1508 ; 598 ; 362; 54 ; 53 ; 48; 33
NOAB778.COB ; 1651 ; 1102 ; 424 ; 197; 27 ; 31 ; 25; 17
NOAB779.COB ; 1651 ; 1102 ; 424 ; 197; 27 ; 31 ; 25; 17
NOAB780.COB ; 1651 ; 1102 ; 424 ; 197; 27 ; 31 ; 25; 17
NOAB781.COB ; 1651 ; 1102 ; 424 ; 197; 27 ; 31 ; 25; 17
NOAB852.COB ; 1403 ; 1210 ; 460 ; 276; 232 ; 258 ; 226; 141
NOAB857.COB ; 2344 ; 1939 ; 847 ; 508; 94 ; 94 ; 92; 58
NOAB860.COB ; 2898 ; 2150 ; 859 ; 521; 60 ; 52 ; 58; 32
NOAB862.COB ; 2662 ; 1999 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAB863.COB ; 1442 ; 1224 ; 481 ; 279; 212 ; 221 ; 210; 122
NOAB865.COB ; 3154 ; 2448 ; 1232 ; 775; 214 ; 232 ; 212; 152
NOAB866.COB ; 2017 ; 1737 ; 540 ; 337; 79 ; 69 ; 71; 42
NOAB867.COB ; 3622 ; 2604 ; 1375 ; 791; 503 ; 529 ; 479; 284
NOAB868.COB ; 1803 ; 1446 ; 597 ; 369; 299 ; 335 ; 289; 180
NOAB869.COB ; 1618 ; 1412 ; 612 ; 377; 292 ; 303 ; 280; 170
NOAB886.COB ; 1942 ; 1423 ; 561 ; 346; 226 ; 255 ; 220; 140
NOAB891.COB ; 1758 ; 1423 ; 573 ; 346; 235 ; 280 ; 227; 145
NOAB896.COB ; 5401 ; 3887 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAC168.COB ; 3463 ; 2477 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAP001.COB ; 2639 ; 1797 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAP002.COB ; 2321 ; 1423 ; 546 ; 248; 27 ; 26 ; 21; 14
NOAP003.COB ; 4852 ; 4091 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAP007.COB ; 544 ; 440 ; 123 ; 28; 41 ; 24 ; 37; 13
NOAP008.COB ; 2316 ; 1763 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAP009.COB ; 1740 ; 1375 ; 693 ; 334; 58 ; 52 ; 57; 32
NOAP010.COB ; 1634 ; 1209 ; 647 ; 294; 58 ; 52 ; 57; 32
NOAP011.COB ; 516 ; 450 ; 163 ; 45; 43 ; 31 ; 41; 16
NOAP012.COB ; 763 ; 686 ; 264 ; 83; 32 ; 15 ; 26; 7
NOAP013.COB ; 686 ; 621 ; 223 ; 92; 70 ; 42 ; 64; 28
NOAP026.COB ; 1895 ; 919 ; 390 ; 190; 82 ; 73 ; 80; 44
NOAP027.COB ; 2922 ; 2078 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAP028.COB ; 3123 ; 2330 ; 884 ; 388; 27 ; 36 ; 25; 24
NOAP029.COB ; 1760 ; 1398 ; 378 ; 138; 39 ; 34 ; 37; 21
NOAP032.COB ; 646 ; 407 ; 115 ; 41; 99 ; 93 ; 95; 40
NOAP049.COB ; 1262 ; 939 ; 252 ; 121; 162 ; 178 ; 150; 94
NOAP050.COB ; 826 ; 538 ; 167 ; 45; 111 ; 80 ; 107; 41
NOAP051.COB ; 1402 ; 845 ; 282 ; 111; 42 ; 37 ; 40; 25
NOAP052.COB ; 1361 ; 973 ; 312 ; 147; 29 ; 32 ; 27; 18
NOAP054.COB ; 1182 ; 785 ; 383 ; 176; 21 ; 16 ; 17; 10
NOAP058.COB ; 1973 ; 1322 ; 559 ; 235; 323 ; 366 ; 301; 184
NOAP060.COB ; 1579 ; 659 ; 177 ; 62; 27 ; 31 ; 25; 18
NOAP072.COB ; 879 ; 526 ; 170 ; 55; 61 ; 51 ; 57; 32
NOAP073.COB ; 841 ; 574 ; 200 ; 74; 109 ; 115 ; 105; 60
NOAP074.COB ; 1372 ; 917 ; 446 ; 200; 84 ; 62 ; 76; 38
NOAP075.COB ; 2064 ; 1265 ; 450 ; 234; 172 ; 201 ; 164; 108
NOAP082.COB ; 1258 ; 861 ; 358 ; 155; 32 ; 29 ; 26; 16
NOAP118.COB ; 2402 ; 1449 ; 623 ; 273; 27 ; 26 ; 21; 14
NOAP120.COB ; 4772 ; 4077 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAP126.COB ; 4555 ; 3840 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAP128.COB ; 6418 ; 5878 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAP132.COB ; 5503 ; 3687 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAP134.COB ; 7662 ; 3997 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAP144.COB ; 1663 ; 1520 ; 316 ; 80; 54 ; 51 ; 52; 35
NOAP145.COB ; 1632 ; 1515 ; 298 ; 85; 63 ; 49 ; 59; 28
NOAP146.COB ; 609 ; 458 ; 131 ; 51; 115 ; 105 ; 115; 50
NOAP168.COB ; 1491 ; 839 ; 325 ; 114; 41 ; 39 ; 35; 23
NOAP169.COB ; 1760 ; 851 ; 272 ; 122; 46 ; 43 ; 40; 26
NOAP187.COB ; 949 ; 637 ; 172 ; 84; 88 ; 73 ; 84; 47
NOAP190.COB ; 874 ; 591 ; 174 ; 75; 37 ; 27 ; 35; 17
NOAP198.COB ; 2148 ; 1630 ; 788 ; 434; 26 ; 26 ; 20; 15
NOAP199.COB ; 1404 ; 952 ; 341 ; 149; 99 ; 93 ; 93; 47
NOAP200.COB ; 1949 ; 1157 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAP201.COB ; 10894 ; 7719 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAP202.COB ; 1250 ; 887 ; 274 ; 138; 24 ; 25 ; 20; 15
NOAP206.COB ; 1667 ; 1243 ; 563 ; 228; 70 ; 76 ; 64; 51
NOAP209.COB ; 1440 ; 960 ; 470 ; 191; 105 ; 80 ; 97; 48
NOAP212.COB ; 577 ; 403 ; 123 ; 39; 81 ; 78 ; 77; 39
NOAP215.COB ; 824 ; 508 ; 139 ; 64; 66 ; 54 ; 62; 34
NOAP216.COB ; 1066 ; 708 ; 149 ; 67; 66 ; 54 ; 62; 34
NOAP220.COB ; 1405 ; 944 ; 269 ; 97; 66 ; 54 ; 62; 34
NOAP230.COB ; 2153 ; 1360 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
NOAP238.COB ; 3499 ; 1891 ; 750 ; 390; 99 ; 81 ; 89; 48
NOAP240.COB ; 2103 ; 1445 ; 392 ; 208; 29 ; 32 ; 27; 18
NOAP244.COB ; 1849 ; 1163 ; 496 ; 254; 25 ; 24 ; 21; 14
NOAP245.COB ; 1987 ; 1204 ; 542 ; 271; 38 ; 35 ; 36; 20
NOAP255.COB ; 1349 ; 811 ; 204 ; 113; 137 ; 139 ; 129; 73
