filename; file size V1; file size V2; LTS size V1; LTS size V2; Equivalent; Explored V1 ; Explored V2 ; matches V1; matches V2; skipped V1; skipped V2
ALCP552.COB ; 743 ; 526 ; 188 ; 61; False;74 ; 35 ; 58; 31;  0; 2
ALCP558.COB ; 1435 ; 1035 ; 273 ; 110; True;115 ; 45 ; 113; 41;  2; 2
ALCP559.COB ; 1262 ; 846 ; 218 ; 104; False;100 ; 44 ; 86; 36;  0; 2
ALCP570.COB ; 2328 ; 1068 ; 267 ; 122; False;105 ; 43 ; 89; 29;  2; 4
ALCP571.COB ; 1796 ; 793 ; 226 ; 105; False;84 ; 34 ; 70; 30;  0; 2
ALCP575.COB ; 3913 ; 902 ; 282 ; 71; False;134 ; 44 ; 110; 36;  0; 2
ALCP577.COB ; 6937 ; 3351 ; 1371 ; 742; False;55 ; 24 ; 33; 14;  2; 2
ALCP579.COB ; 2180 ; 408 ; 112 ; 36; False;52 ; 21 ; 40; 10;  0; 5
ALCP610.COB ; 423 ; 314 ; 71 ; 25; True;40 ; 19 ; 40; 19;  0; 0
ALCP631.COB ; 2473 ; 1245 ; 432 ; 196; False;100 ; 54 ; 76; 39;  0; 4
ALCP637.COB ; 1848 ; 791 ; 234 ; 94; False;84 ; 40 ; 66; 26;  0; 4
ALCP639.COB ; 3272 ; 1019 ; 297 ; 150; False;114 ; 39 ; 86; 28;  0; 2
ALCP644.COB ; 1279 ; 475 ; 143 ; 31; True;68 ; 25 ; 68; 25;  0; 0
ALCP666.COB ; 6147 ; 3804 ; 1562 ; 946; False;86 ; 36 ; 76; 24;  0; 2
ALCP667.COB ; 1098 ; 693 ; 197 ; 82; False;45 ; 33 ; 39; 23;  0; 2
ALCP676.COB ; 1958 ; 887 ; 326 ; 123; False;57 ; 35 ; 45; 25;  0; 2
ALCP679.COB ; 1586 ; 870 ; 256 ; 118; False;141 ; 50 ; 113; 40;  4; 4
ALCP680.COB ; 575 ; 433 ; 114 ; 48; True;88 ; 42 ; 88; 42;  0; 0
ALCP686.COB ; 3501 ; 1400 ; 606 ; 357; False;63 ; 30 ; 51; 26;  0; 2
ALCP687.COB ; 2884 ; 882 ; 304 ; 137; False;143 ; 66 ; 126; 55;  2; 4
ALCP688.COB ; 3488 ; 1207 ; 418 ; 227; False;140 ; 66 ; 122; 51;  0; 3
ALCP689.COB ; 992 ; 746 ; 217 ; 107; False;79 ; 40 ; 67; 23;  2; 0
ALCP690.COB ; 1176 ; 868 ; 297 ; 131; False;111 ; 57 ; 97; 40;  4; 2
ALCP691.COB ; 972 ; 727 ; 213 ; 103; False;110 ; 64 ; 96; 42;  4; 2
ALCP692.COB ; 2534 ; 1813 ; 883 ; 476; False;90 ; 67 ; 76; 54;  0; 2
ALCP693.COB ; 2773 ; 2260 ; 1238 ; 678; False;74 ; 57 ; 64; 44;  0; 2
ALCP694.COB ; 2645 ; 1980 ; 1042 ; 551; False;208 ; 144 ; 188; 117;  8; 5
ALCP695.COB ; 2388 ; 1674 ; 766 ; 400; False;75 ; 58 ; 63; 45;  0; 2
ALCP696.COB ; 2497 ; 1776 ; 851 ; 451; False;73 ; 58 ; 61; 45;  0; 2
ALCP697.COB ; 2611 ; 1922 ; 985 ; 517; False;73 ; 58 ; 65; 45;  0; 2
ALCP698.COB ; 302 ; 182 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCP700.COB ; 2187 ; 1483 ; 382 ; 171; False;161 ; 65 ; 143; 49;  4; 6
ALCP701.COB ; 482 ; 468 ; 161 ; 67; False;128 ; 43 ; 116; 32;  0; 5
ALCP702.COB ; 4117 ; 2014 ; 695 ; 315; False;219 ; 102 ; 199; 76;  6; 6
ALCP703.COB ; 1950 ; 1223 ; 443 ; 188; False;130 ; 56 ; 122; 52;  0; 2
ALCP704.COB ; 2316 ; 1666 ; 626 ; 253; False;133 ; 61 ; 127; 51;  4; 2
ALCP705.COB ; 2988 ; 1810 ; 582 ; 257; False;146 ; 67 ; 140; 57;  4; 2
ALCP706.COB ; 3630 ; 1833 ; 796 ; 432; False;137 ; 59 ; 115; 35;  4; 2
ALCP707.COB ; 1426 ; 1074 ; 394 ; 165; True;292 ; 122 ; 290; 122;  2; 0
ALCP754.COB ; 1831 ; 882 ; 294 ; 81; False;57 ; 32 ; 45; 22;  0; 2
ALCP755.COB ; 1752 ; 779 ; 265 ; 59; True;132 ; 35 ; 132; 35;  0; 0
ALCP787.COB ; 1244 ; 862 ; 325 ; 128; False;66 ; 24 ; 54; 20;  0; 2
ALCP901.COB ; 19907 ; 3653 ; 1082 ; 467; False;188 ; 74 ; 180; 48;  4; 2
ALCP936.COB ; 1346 ; 991 ; 367 ; 168; False;40 ; 26 ; 30; 13;  0; 6
ALCP998.COB ; 1601 ; 888 ; 271 ; 116; True;115 ; 50 ; 107; 45;  2; 2
ALCS024.COB ; 4550 ; 2720 ; 1339 ; 586; False;60 ; 38 ; 38; 24;  4; 0
ALCS025.COB ; 2498 ; 1626 ; 918 ; 454; False;39 ; 17 ; 17; 11;  2; 0
ALCS026.COB ; 4377 ; 2529 ; 1451 ; 682; False;60 ; 38 ; 38; 24;  4; 0
ALCS027.COB ; 3947 ; 2288 ; 1305 ; 601; False;60 ; 43 ; 38; 24;  4; 0
ALCS028.COB ; 3214 ; 2019 ; 1152 ; 553; False;39 ; 17 ; 17; 11;  2; 0
ALCS029.COB ; 3131 ; 1937 ; 1108 ; 538; False;39 ; 17 ; 17; 11;  2; 0
ALCS030.COB ; 2452 ; 1508 ; 907 ; 368; False;60 ; 40 ; 38; 24;  4; 0
ALCS031.COB ; 2486 ; 1589 ; 894 ; 427; False;39 ; 17 ; 17; 11;  2; 0
ALCS032.COB ; 2925 ; 1664 ; 1033 ; 441; False;60 ; 42 ; 38; 24;  4; 0
ALCS048.COB ; 2712 ; 1517 ; 882 ; 389; False;39 ; 17 ; 17; 11;  2; 0
ALCS049.COB ; 3321 ; 1967 ; 1093 ; 489; False;39 ; 17 ; 17; 11;  2; 0
ALCS065.COB ; 2422 ; 1512 ; 895 ; 406; False;28 ; 16 ; 12; 8;  0; 2
ALCS066.COB ; 4426 ; 2716 ; 1246 ; 620; False;28 ; 16 ; 12; 8;  0; 2
ALCS067.COB ; 2012 ; 1272 ; 742 ; 350; False;39 ; 17 ; 17; 11;  2; 0
ALCS068.COB ; 2176 ; 1353 ; 822 ; 376; False;39 ; 17 ; 17; 11;  2; 0
ALCS070.COB ; 2527 ; 1373 ; 885 ; 322; False;39 ; 16 ; 16; 10;  1; 0
ALCS140.COB ; 2678 ; 1191 ; 684 ; 281; False;51 ; 24 ; 31; 16;  4; 2
ALCS141.COB ; 6722 ; 3445 ; 1802 ; 875; False;88 ; 53 ; 68; 31;  2; 3
ALCS142.COB ; 5808 ; 2954 ; 1708 ; 888; False;87 ; 51 ; 70; 33;  0; 3
ALCS143.COB ; 6256 ; 2940 ; 1560 ; 791; False;80 ; 46 ; 65; 33;  2; 4
ALCS144.COB ; 5430 ; 2497 ; 1349 ; 677; False;87 ; 49 ; 68; 31;  2; 3
ALCS145.COB ; 2768 ; 1347 ; 778 ; 358; False;34 ; 20 ; 16; 10;  0; 2
ALCS146.COB ; 5675 ; 3188 ; 1291 ; 720; False;61 ; 29 ; 43; 21;  0; 2
ALCS147.COB ; 8252 ; 4910 ; 1980 ; 1146; False;53 ; 23 ; 41; 20;  0; 2
ALCS150.COB ; 2294 ; 1230 ; 722 ; 315; False;44 ; 24 ; 30; 16;  0; 2
ALCS151.COB ; 2603 ; 1555 ; 803 ; 376; False;45 ; 24 ; 31; 16;  0; 2
ALCS152.COB ; 2191 ; 1120 ; 694 ; 272; False;44 ; 22 ; 28; 14;  2; 2
ALCS241.COB ; 5366 ; 2818 ; 1445 ; 791; False;50 ; 31 ; 39; 23;  0; 2
ALCS242.COB ; 5205 ; 2885 ; 1465 ; 795; False;52 ; 31 ; 39; 23;  0; 2
ALCS244.COB ; 4968 ; 2699 ; 1359 ; 749; False;52 ; 31 ; 39; 23;  0; 2
ALCS246.COB ; 7243 ; 4174 ; 1990 ; 1155; False;51 ; 31 ; 40; 23;  0; 2
ALCS247.COB ; 6953 ; 3981 ; 1773 ; 1043; False;62 ; 35 ; 49; 27;  0; 2
ALCS248.COB ; 7136 ; 3844 ; 1803 ; 1021; False;53 ; 31 ; 40; 23;  0; 2
ALCS250.COB ; 2500 ; 1363 ; 795 ; 349; False;51 ; 31 ; 39; 23;  0; 2
ALCS251.COB ; 2496 ; 1366 ; 795 ; 349; False;51 ; 31 ; 39; 23;  0; 2
ALCU009.COB ; 6114 ; 5744 ; 3763 ; 1375; False;347 ; 146 ; 303; 90;  14; 5
ALCU014.COB ; 781 ; 672 ; 246 ; 100; True;143 ; 63 ; 137; 59;  0; 2
ALCU020.COB ; 2658 ; 1698 ; 525 ; 265; False;125 ; 47 ; 109; 38;  0; 2
ALCU021.COB ; 14828 ; 14376 ; 6698 ; 4165; False;58 ; 22 ; 40; 18;  0; 2
ALCU022.COB ; 2371 ; 1701 ; 654 ; 303; False;111 ; 56 ; 99; 52;  0; 2
ALCU023.COB ; 1309 ; 958 ; 396 ; 160; False;26 ; 24 ; 20; 12;  0; 2
ALCU024.COB ; 2811 ; 2096 ; 877 ; 488; False;49 ; 27 ; 37; 23;  0; 2
ALCU026.COB ; 5431 ; 3803 ; 1484 ; 821; False;47 ; 26 ; 35; 22;  0; 2
ALCU027.COB ; 1359 ; 798 ; 238 ; 108; False;85 ; 37 ; 65; 25;  0; 2
ALCU028.COB ; 2100 ; 1213 ; 555 ; 284; False;46 ; 28 ; 32; 16;  0; 2
ALCU029.COB ; 6177 ; 3982 ; 905 ; 536; False;49 ; 29 ; 35; 17;  0; 2
ALCU030.COB ; 16361 ; 16090 ; 7477 ; 4773; False;116 ; 77 ; 94; 65;  2; 4
ALCU031.COB ; 1918 ; 1353 ; 278 ; 160; False;116 ; 74 ; 94; 53;  4; 2
ALCU034.COB ; 1104 ; 898 ; 382 ; 146; False;83 ; 36 ; 71; 27;  2; 3
ALCU036.COB ; 1413 ; 996 ; 468 ; 148; False;139 ; 51 ; 113; 39;  4; 4
ALCU039.COB ; 435 ; 407 ; 192 ; 91; False;89 ; 25 ; 83; 18;  0; 2
ALCU042.COB ; 431 ; 407 ; 190 ; 91; False;89 ; 25 ; 83; 18;  0; 2
ALCU045.COB ; 2888 ; 2158 ; 875 ; 427; False;80 ; 50 ; 70; 35;  0; 2
ALCU047.COB ; 1783 ; 993 ; 538 ; 224; False;89 ; 40 ; 73; 36;  0; 2
ALCU050.COB ; 4361 ; 3660 ; 1658 ; 1182; False;56 ; 25 ; 40; 14;  2; 2
ALCU051.COB ; 1211 ; 765 ; 283 ; 163; False;64 ; 38 ; 54; 30;  2; 2
ALCU052.COB ; 1812 ; 1136 ; 465 ; 156; True;121 ; 48 ; 107; 46;  2; 0
ALCU053.COB ; 1396 ; 1063 ; 469 ; 204; False;65 ; 42 ; 51; 34;  0; 2
ALCU061.COB ; 3309 ; 1983 ; 965 ; 452; False;49 ; 27 ; 37; 23;  0; 2
ALCU062.COB ; 1912 ; 1125 ; 531 ; 254; False;53 ; 29 ; 41; 25;  0; 2
ALCU063.COB ; 1916 ; 1420 ; 468 ; 285; False;84 ; 56 ; 56; 41;  4; 5
ALCU064.COB ; 3210 ; 1344 ; 365 ; 184; False;84 ; 50 ; 70; 37;  0; 2
