filename; category; exact % value
AMPP423.COB ; Cat0; -0.0901
RTRU0K4.COB ; Cat0; -0.0431
SDFU001.COB ; Cat0; -0.0048
ALCU030.COB ; Cat0; 0.0166
DABP120.COB ; Cat0; 0.0221
ALCP701.COB ; Cat0; 0.029
RTCP621.COB ; Cat0; 0.029
ALCU021.COB ; Cat0; 0.0305
OFCU029.COB ; Cat0; 0.0318
OFCU037.COB ; Cat0; 0.0358
HSPU010.COB ; Cat0; 0.0411
RTRU008.COB ; Cat0; 0.0444
ALCP333.COB ; Cat0; 0.0458
PRCU016.COB ; Cat0; 0.0521
ALCU042.COB ; Cat0; 0.0557
HSPU011.COB ; Cat0; 0.0573
ALCU009.COB ; Cat0; 0.0605
OFCB818.COB ; Cat0; 0.0621
PRCU002.COB ; Cat0; 0.0623
ALCU039.COB ; Cat0; 0.0644
RTRB021.COB ; Cat0; 0.0683
LEDB150.COB ; Cat0; 0.0694
NOAU478.COB ; Cat0; 0.0697
ALCU254.COB ; Cat0; 0.0703
NOAB560.COB ; Cat0; 0.071
NOAP145.COB ; Cat0; 0.0717
RTRB017.COB ; Cat0; 0.0735
DABU999.COB ; Cat0; 0.0739
RTRB011.COB ; Cat0; 0.0786
OFCU047.COB ; Cat0; 0.0816
OFCU046.COB ; Cat0; 0.0818
RTRU007.COB ; Cat0; 0.0818
NOAB015.COB ; Cat0; 0.0824
RTRB010.COB ; Cat0; 0.0829
RTRB016.COB ; Cat0; 0.084
NOAP128.COB ; Cat0; 0.0841
NOAB016.COB ; Cat0; 0.0844
NOAP144.COB ; Cat0; 0.086
RTRB001.COB ; Cat0; 0.0863
LADB150.COB ; Cat0; 0.0864
ALCP264.COB ; Cat0; 0.0895
LEDUT31.COB ; Cat0; 0.0904
AMPP426.COB ; Cat0; 0.0911
OFCU048.COB ; Cat0; 0.0917
RTRB024.COB ; Cat0; 0.0934
NOAP013.COB ; Cat0; 0.0948
RTRP113.COB ; Cat0; 0.0948
ALCP336.COB ; Cat0; 0.0956
PRCB909.COB ; Cat0; 0.0961
PRCP841.COB ; Cat0; 0.0967
RTCP385.COB ; Cat0; 0.097
OFCP334.COB ; Cat0; 0.0972
AMPP428.COB ; Cat0; 0.0973
ALCU071.COB ; Cat0; 0.0976
OFCU050.COB ; Cat0; 0.0977
OFCU044.COB ; Cat0; 0.0992
NOAP402.COB ; Cat0; 0.1002
RTCU065.COB ; Cat0; 0.1004
NOAP012.COB ; Cat0; 0.1009
RTRP112.COB ; Cat0; 0.1009
RTCU012.COB ; Cat0; 0.101
NOAB017.COB ; Cat0; 0.1012
RTRB027.COB ; Cat0; 0.1013
L62U300.COB ; Cat0; 0.1016
NOAB019.COB ; Cat0; 0.1029
DABU998.COB ; Cat0; 0.104
PRCU019.COB ; Cat0; 0.1043
OFCU039.COB ; Cat0; 0.1071
RTRB031.COB ; Cat0; 0.109
CAPP027.COB ; Cat0; 0.1093
RTRU006.COB ; Cat0; 0.1096
SEFP075.COB ; Cat0; 0.1096
PRCB840.COB ; Cat0; 0.1107
RTCC113.COB ; Cat0; 0.1109
RTRB002.COB ; Cat0; 0.1112
ALCP254.COB ; Cat0; 0.1118
NOAB568.COB ; Cat0; 0.1119
NOAB566.COB ; Cat0; 0.1128
NOAB020.COB ; Cat0; 0.1137
NOAB562.COB ; Cat0; 0.1139
ALCP256.COB ; Cat0; 0.1145
RTRB014.COB ; Cat0; 0.1148
OFCU035.COB ; Cat0; 0.1149
RTCC111.COB ; Cat0; 0.1151
SEFU004.COB ; Cat0; 0.1154
PRCP254.COB ; Cat0; 0.1158
ALCP252.COB ; Cat0; 0.1163
NOAU701.COB ; Cat0; 0.1163
RTRU003.COB ; Cat0; 0.1165
OFCB460.COB ; Cat0; 0.1179
RTCC108.COB ; Cat0; 0.1189
OFCU041.COB ; Cat0; 0.1202
ALCP246.COB ; Cat0; 0.1206
RTCC102.COB ; Cat0; 0.1206
DABP480.COB ; Cat0; 0.1208
RTCC104.COB ; Cat0; 0.1208
OFCB452.COB ; Cat0; 0.1214
RTRB015.COB ; Cat0; 0.1215
NOAU518.COB ; Cat0; 0.1221
OFCU034.COB ; Cat0; 0.1223
RTCC110.COB ; Cat0; 0.1245
NOAB565.COB ; Cat0; 0.1252
NOAB567.COB ; Cat0; 0.1252
PRCP461.COB ; Cat0; 0.1256
LITB925.COB ; Cat0; 0.1269
NOAB869.COB ; Cat0; 0.1273
NOAP011.COB ; Cat0; 0.1279
OFCP312.COB ; Cat0; 0.128
NOAU403.COB ; Cat0; 0.1284
SAEB025.COB ; Cat0; 0.1285
NOAP851.COB ; Cat0; 0.1286
LEDUT32.COB ; Cat0; 0.129
RTRB119.COB ; Cat0; 0.1291
NOAP400.COB ; Cat0; 0.1292
NOAB018.COB ; Cat0; 0.1294
RTRP111.COB ; Cat0; 0.1296
DABB105.COB ; Cat0; 0.1298
LITC507.COB ; Cat0; 0.1308
LADB140.COB ; Cat0; 0.1309
RTCU711.COB ; Cat0; 0.1311
SOPP401.COB ; Cat0; 0.1314
RTRU0W4.COB ; Cat0; 0.1316
OFCP266.COB ; Cat0; 0.1317
PRCB512.COB ; Cat0; 0.1325
PRCU018.COB ; Cat0; 0.1333
OFCP754.COB ; Cat0; 0.1341
RTRB117.COB ; Cat0; 0.1341
LITB229.COB ; Cat0; 0.1348
SEFB010.COB ; Cat0; 0.1351
RTCC114.COB ; Cat0; 0.1354
NOAP895.COB ; Cat0; 0.1355
OFCU053.COB ; Cat0; 0.1355
NOAB264.COB ; Cat0; 0.1357
OFCU036.COB ; Cat0; 0.1358
NOAU418.COB ; Cat0; 0.1369
RTCB388.COB ; Cat0; 0.1375
SOPB300.COB ; Cat0; 0.1375
NOAB852.COB ; Cat0; 0.1376
NOAB866.COB ; Cat0; 0.1388
PRCP251.COB ; Cat0; 0.139
SEFU003.COB ; Cat0; 0.1392
ALCB327.COB ; Cat0; 0.1396
ALCU014.COB ; Cat0; 0.1396
RTCU009.COB ; Cat0; 0.1402
NOAU025.COB ; Cat0; 0.1403
PRCU500.COB ; Cat0; 0.141
RTRU017.COB ; Cat0; 0.1416
ALCP337.COB ; Cat0; 0.142
OFCP752.COB ; Cat0; 0.1423
NOAU022.COB ; Cat0; 0.1428
DABU006.COB ; Cat0; 0.1432
OFCB021.COB ; Cat0; 0.1437
LEDUT33.COB ; Cat0; 0.1441
NOAP888.COB ; Cat0; 0.1444
SFRB750.COB ; Cat0; 0.145
NOAP120.COB ; Cat0; 0.1456
SDFB011.COB ; Cat0; 0.1461
SDFB037.COB ; Cat0; 0.1476
OFCB022.COB ; Cat0; 0.1478
SDFB005.COB ; Cat0; 0.1482
NOAU158.COB ; Cat0; 0.1483
PRCB875.COB ; Cat0; 0.1484
NOAP859.COB ; Cat0; 0.1485
SDFB008.COB ; Cat0; 0.1487
RTRP012.COB ; Cat0; 0.1489
SDFB002.COB ; Cat0; 0.1491
OFCB985.COB ; Cat0; 0.1492
NOAU033.COB ; Cat0; 0.1493
PRCC030.COB ; Cat0; 0.1493
OFCB292.COB ; Cat0; 0.1494
OFCU003.COB ; Cat0; 0.1505
RTRB120.COB ; Cat0; 0.1506
LITC513.COB ; Cat0; 0.1512
NOAB863.COB ; Cat0; 0.1512
OFCU026.COB ; Cat0; 0.1512
PRCP867.COB ; Cat0; 0.1524
RTCC115.COB ; Cat0; 0.1526
NOAU516.COB ; Cat0; 0.1527
DABU001.COB ; Cat0; 0.153
NOAU511.COB ; Cat0; 0.153
RTCC112.COB ; Cat0; 0.1536
RTCU029.COB ; Cat0; 0.1537
PRCC029.COB ; Cat0; 0.1538
SEFP510.COB ; Cat0; 0.1545
PRCC028.COB ; Cat0; 0.1558
ALCC024.COB ; Cat0; 0.156
PRCU014.COB ; Cat0; 0.156
LITC511.COB ; Cat0; 0.1561
OFCB385.COB ; Cat0; 0.1563
RTCC109.COB ; Cat0; 0.1567
NOAP003.COB ; Cat0; 0.1568
NOAP126.COB ; Cat0; 0.157
NOAP849.COB ; Cat0; 0.1575
ALCC065.COB ; Cat0; 0.1578
LITC504.COB ; Cat0; 0.1578
PRCB941.COB ; Cat0; 0.1578
OFCU027.COB ; Cat0; 0.1579
LITC505.COB ; Cat0; 0.1581
LITC506.COB ; Cat0; 0.1582
NOAU019.COB ; Cat0; 0.1586
RTCC103.COB ; Cat0; 0.1586
PRCB514.COB ; Cat0; 0.1589
ALCB668.COB ; Cat0; 0.1591
NOAU017.COB ; Cat0; 0.1595
SDFC010.COB ; Cat0; 0.1596
LITC502.COB ; Cat0; 0.1599
LITC503.COB ; Cat0; 0.1599
OFCB383.COB ; Cat0; 0.1599
RTCC101.COB ; Cat0; 0.16
CAPU005.COB ; Cat0; 0.1606
ALCU050.COB ; Cat0; 0.1607
RTCU909.COB ; Cat0; 0.1609
DABU008.COB ; Cat0; 0.1611
NOAB236.COB ; Cat0; 0.1612
OFCU054.COB ; Cat0; 0.1615
SETB200.COB ; Cat0; 0.1615
SETB205.COB ; Cat0; 0.1615
NOAP304.COB ; Cat0; 0.1616
PRCB019.COB ; Cat0; 0.1616
PRCC010.COB ; Cat0; 0.1617
OFCB225.COB ; Cat0; 0.1618
LITC501.COB ; Cat0; 0.162
PRCB521.COB ; Cat0; 0.1623
NOAP749.COB ; Cat0; 0.1626
RTCB717.COB ; Cat0; 0.1627
DABB604.COB ; Cat0; 0.1629
NOAB735.COB ; Cat0; 0.1632
DABU023.COB ; Cat0; 0.1635
SAEB013.COB ; Cat0; 0.1635
RTCU036.COB ; Cat0; 0.1636
OFCB380.COB ; Cat0; 0.1639
SFRB100.COB ; Cat0; 0.164
OFCB240.COB ; Cat0; 0.1641
ALCB229.COB ; Cat0; 0.1642
RTCC105.COB ; Cat0; 0.1644
LITC509.COB ; Cat0; 0.1647
RTCP739.COB ; Cat0; 0.1649
SAEB011.COB ; Cat0; 0.1651
NOAP418.COB ; Cat0; 0.1653
SAEB012.COB ; Cat0; 0.1656
OFCB387.COB ; Cat0; 0.1661
RTCU004.COB ; Cat0; 0.1662
OFCB226.COB ; Cat0; 0.1668
PRCC006.COB ; Cat0; 0.1669
OFCB381.COB ; Cat0; 0.1674
OFCB231.COB ; Cat0; 0.1675
OFCB228.COB ; Cat0; 0.1679
PRCB330.COB ; Cat0; 0.168
RTCC011.COB ; Cat0; 0.1682
PRCP557.COB ; Cat0; 0.1684
RTRB118.COB ; Cat0; 0.169
HSPB032.COB ; Cat0; 0.1693
OFCB229.COB ; Cat0; 0.1693
NOAU026.COB ; Cat0; 0.1699
PRCB825.COB ; Cat0; 0.1699
LITC510.COB ; Cat0; 0.1701
PRCB360.COB ; Cat0; 0.1702
ALCB073.COB ; Cat0; 0.1712
OFCB475.COB ; Cat0; 0.1712
PRCB940.COB ; Cat0; 0.1712
DABU009.COB ; Cat0; 0.1717
RTRP023.COB ; Cat0; 0.1721
AMPB910.COB ; Cat0; 0.1722
NOAB857.COB ; Cat0; 0.1728
SAEP023.COB ; Cat0; 0.1735
NOAP771.COB ; Cat0; 0.174
PRCC036.COB ; Cat0; 0.1742
DABU015.COB ; Cat0; 0.1744
OFCB362.COB ; Cat0; 0.1745
PRCB503.COB ; Cat0; 0.1746
OFCB382.COB ; Cat0; 0.1748
RTRU110.COB ; Cat0; 0.1748
SETC001.COB ; Cat0; 0.1753
OFCB279.COB ; Cat0; 0.1755
NOAB405.COB ; Cat0; 0.1756
SETB043.COB ; Cat0; 0.1766
PRCC034.COB ; Cat0; 0.1772
NOAVN47.COB ; Cat0; 0.178
NOAU472.COB ; Cat0; 0.1783
RTCB730.COB ; Cat0; 0.1784
SFRB510.COB ; Cat0; 0.1786
RTCU703.COB ; Cat0; 0.1787
NOAU130.COB ; Cat0; 0.179
SETU900.COB ; Cat0; 0.1792
OFCU004.COB ; Cat0; 0.1795
NOAP745.COB ; Cat0; 0.1796
NOAB047.COB ; Cat0; 0.1797
OFCU030.COB ; Cat0; 0.1799
OFCB478.COB ; Cat0; 0.1807
SETC009.COB ; Cat0; 0.1811
SDFB027.COB ; Cat0; 0.1812
PRCB132.COB ; Cat0; 0.1813
NOAU007.COB ; Cat0; 0.1818
NOAU013.COB ; Cat0; 0.1818
RTRP026.COB ; Cat0; 0.1818
SDFC013.COB ; Cat0; 0.1818
SOPP301.COB ; Cat0; 0.1822
SETB042.COB ; Cat0; 0.1825
SETB045.COB ; Cat0; 0.1825
SETB071.COB ; Cat0; 0.1825
SDFB015.COB ; Cat0; 0.1827
SDFC015.COB ; Cat0; 0.1828
RTRB115.COB ; Cat0; 0.183
CAPP070.COB ; Cat0; 0.1834
RTCU016.COB ; Cat0; 0.1837
RTRP025.COB ; Cat0; 0.1837
OFCP034.COB ; Cat0; 0.1844
NOAP750.COB ; Cat0; 0.1846
PRCC013.COB ; Cat0; 0.1848
ALCP693.COB ; Cat0; 0.185
SETC014.COB ; Cat0; 0.185
PRCC053.COB ; Cat0; 0.1852
SDFB018.COB ; Cat0; 0.1853
SAEB020.COB ; Cat0; 0.1854
ALCB216.COB ; Cat0; 0.1856
NOAP742.COB ; Cat0; 0.1856
OFCP044.COB ; Cat0; 0.1856
OFCB386.COB ; Cat0; 0.1859
SDFB021.COB ; Cat0; 0.1859
SDFB024.COB ; Cat0; 0.1864
PRCB200.COB ; Cat0; 0.1865
ALCU034.COB ; Cat0; 0.1866
PRCC022.COB ; Cat0; 0.1866
NOAP854.COB ; Cat0; 0.1867
NOAU002.COB ; Cat0; 0.1869
NOAU514.COB ; Cat0; 0.1869
PRCC009.COB ; Cat0; 0.1869
OFCU031.COB ; Cat0; 0.1871
LEDUW10.COB ; Cat0; 0.1872
OFCP461.COB ; Cat0; 0.1875
RTRB116.COB ; Cat0; 0.1876
ALCU080.COB ; Cat0; 0.1885
RTCP391.COB ; Cat0; 0.1889
LITC508.COB ; Cat0; 0.1894
NOAU020.COB ; Cat0; 0.1895
ALCC026.COB ; Cat0; 0.1896
NOAB891.COB ; Cat0; 0.1906
OFCU032.COB ; Cat0; 0.1908
LITU008.COB ; Cat0; 0.1909
RTCP044.COB ; Cat0; 0.1909
NOAU028.COB ; Cat0; 0.1911
NOAP007.COB ; Cat0; 0.1912
RTRP107.COB ; Cat0; 0.1912
RTCU022.COB ; Cat0; 0.1913
CAPP016.COB ; Cat0; 0.1914
CAPP017.COB ; Cat0; 0.1914
NOAU016.COB ; Cat0; 0.1916
ALCC027.COB ; Cat0; 0.1919
RTCU702.COB ; Cat0; 0.1919
SDFB034.COB ; Cat0; 0.1919
NOAU502.COB ; Cat0; 0.1923
RTCU008.COB ; Cat0; 0.1926
SEFB500.COB ; Cat0; 0.1927
NOAU510.COB ; Cat0; 0.193
RTRP003.COB ; Cat0; 0.194
PRCC014.COB ; Cat0; 0.1942
SETB023.COB ; Cat0; 0.1944
PRCC005.COB ; Cat0; 0.1946
SFRU001.COB ; Cat0; 0.1946
OFCP429.COB ; Cat0; 0.1947
PRCC002.COB ; Cat0; 0.195
NOAP894.COB ; Cat0; 0.1952
LEDUW02.COB ; Cat0; 0.1953
NOAP748.COB ; Cat0; 0.1953
NOAU062.COB ; Cat0; 0.1954
SAEVB02.COB ; Cat0; 0.1954
SDFC003.COB ; Cat0; 0.1955
ALCP221.COB ; Cat0; 0.1957
NOAP435.COB ; Cat0; 0.1958
PRCC052.COB ; Cat0; 0.1958
OFCP945.COB ; Cat0; 0.1959
PRCC008.COB ; Cat0; 0.196
HSPU005.COB ; Cat0; 0.1965
NOAU424.COB ; Cat0; 0.1967
OFCB285.COB ; Cat0; 0.1969
OFCVD04.COB ; Cat0; 0.1971
SETC016.COB ; Cat0; 0.1971
PRCC016.COB ; Cat0; 0.1973
PRCP987.COB ; Cat0; 0.1974
SETB044.COB ; Cat0; 0.1974
OFCU056.COB ; Cat0; 0.1976
NOAU419.COB ; Cat0; 0.1979
OFCP046.COB ; Cat0; 0.1979
NOAB868.COB ; Cat0; 0.198
PRCC004.COB ; Cat0; 0.1981
AMPP440.COB ; Cat0; 0.1983
OFCP338.COB ; Cat0; 0.1983
PRCB023.COB ; Cat0; 0.1987
RTRP601.COB ; Cat0; 0.199
NOAU515.COB ; Cat0; 0.1996
OFCU038.COB ; Cat0; 0.1996
RTCB705.COB ; Cat0; 0.1998
SDFC014.COB ; Cat0; 0.1999
NOAVN39.COB ; Cat0; 0.2
OFCVC12.COB ; Cat0; 0.2007
DABP888.COB ; Cat0; 0.201
AMPB424.COB ; Cat0; 0.2011
SETC008.COB ; Cat0; 0.2011
ALCC030.COB ; Cat0; 0.2014
OFCB390.COB ; Cat0; 0.2014
SFRB411.COB ; Cat0; 0.202
SFRB765.COB ; Cat0; 0.2022
NOAU035.COB ; Cat0; 0.2024
HSPP097.COB ; Cat0; 0.2028
NOAU157.COB ; Cat0; 0.2028
AMPP429.COB ; Cat0; 0.2029
DABP416.COB ; Cat0; 0.2031
ALCB369.COB ; Cat0; 0.2033
NOAU549.COB ; Cat0; 0.2033
ALCVF01.COB ; Cat0; 0.2035
PRCB505.COB ; Cat0; 0.2035
OFCB221.COB ; Cat0; 0.2036
SAEU003.COB ; Cat0; 0.2039
SDFC004.COB ; Cat0; 0.2046
SFRP770.COB ; Cat0; 0.2047
NOAU449.COB ; Cat0; 0.2048
PRCC011.COB ; Cat0; 0.2048
NOAU029.COB ; Cat0; 0.2049
SETP300.COB ; Cat0; 0.2049
NOAB045.COB ; Cat0; 0.2051
NOAU008.COB ; Cat0; 0.2053
PRCB133.COB ; Cat0; 0.2054
RTCU706.COB ; Cat0; 0.2054
OFCB224.COB ; Cat0; 0.2056
NOAP029.COB ; Cat0; 0.2057
PRCC037.COB ; Cat0; 0.2059
SAEVB03.COB ; Cat0; 0.2059
OFCB024.COB ; Cat0; 0.206
PRCC035.COB ; Cat0; 0.2062
RTRU001.COB ; Cat0; 0.2065
RTCP075.COB ; Cat0; 0.2067
RTCU704.COB ; Cat0; 0.2067
PRCP446.COB ; Cat0; 0.2074
PRCC023.COB ; Cat0; 0.2075
DABB400.COB ; Cat0; 0.2076
HSPP064.COB ; Cat0; 0.2077
RTCU714.COB ; Cat0; 0.2077
LEDUW01.COB ; Cat0; 0.2078
NOAU110.COB ; Cat0; 0.2083
SAEVB04.COB ; Cat0; 0.2087
OFCP365.COB ; Cat0; 0.2088
SETB052.COB ; Cat0; 0.2092
NOAB239.COB ; Cat0; 0.2093
SFRC001.COB ; Cat0; 0.2096
SETC015.COB ; Cat0; 0.2097
CAPVA03.COB ; Cat0; 0.2098
NOAP009.COB ; Cat0; 0.2098
RTRP109.COB ; Cat0; 0.2098
CAPP071.COB ; Cat0; 0.2099
NOAB203.COB ; Cat0; 0.21
NOAP747.COB ; Cat0; 0.2101
NOAU034.COB ; Cat0; 0.2102
PRCP520.COB ; Cat0; 0.2105
SETU910.COB ; Cat0; 0.2105
OFCVC06.COB ; Cat0; 0.2108
SAEVB06.COB ; Cat0; 0.2108
LITC512.COB ; Cat0; 0.211
RTRP130.COB ; Cat0; 0.2115
DABB223.COB ; Cat0; 0.2119
L62B480.COB ; Cat0; 0.212
NOAB263.COB ; Cat0; 0.2121
SAEVB05.COB ; Cat0; 0.2124
NOAU410.COB ; Cat0; 0.214
NOAP302.COB ; Cat0; 0.2141
NOAP303.COB ; Cat0; 0.2141
NOAVH04.COB ; Cat0; 0.2143
NOAVN14.COB ; Cat0; 0.2144
NOAP871.COB ; Cat0; 0.2145
RTCU713.COB ; Cat0; 0.2145
OFCVB02.COB ; Cat0; 0.2148
NOAB776.COB ; Cat0; 0.215
SETB160.COB ; Cat0; 0.2152
SDFB036.COB ; Cat0; 0.2154
NOAVN45.COB ; Cat0; 0.2155
OFCVD01.COB ; Cat0; 0.2163
SEFB403.COB ; Cat0; 0.2163
LADP700.COB ; Cat0; 0.2166
SDFB010.COB ; Cat0; 0.2168
CAPVA04.COB ; Cat0; 0.2169
HSAU002.COB ; Cat0; 0.2169
SETB015.COB ; Cat0; 0.217
SETB040.COB ; Cat0; 0.2171
NOAU508.COB ; Cat0; 0.2177
OFCB051.COB ; Cat0; 0.2177
NOAU015.COB ; Cat0; 0.2178
LITB212.COB ; Cat0; 0.2179
SDFC011.COB ; Cat0; 0.2179
SFRB420.COB ; Cat0; 0.2179
OFCVC28.COB ; Cat0; 0.2181
PRCC020.COB ; Cat0; 0.2181
NOAS409.COB ; Cat0; 0.2188
RTCP272.COB ; Cat0; 0.2191
L62B481.COB ; Cat0; 0.2192
SAEVB01.COB ; Cat0; 0.2194
SDFB001.COB ; Cat0; 0.2197
SDFB004.COB ; Cat0; 0.2197
CAPVA07.COB ; Cat0; 0.2199
NOAB053.COB ; Cat0; 0.2205
NOAU908.COB ; Cat0; 0.2206
PRCB615.COB ; Cat0; 0.2207
SETB021.COB ; Cat0; 0.2207
RTRU002.COB ; Cat0; 0.2208
SETB022.COB ; Cat0; 0.2208
SETB003.COB ; Cat0; 0.221
NOAVN71.COB ; Cat0; 0.2212
OFCVC22.COB ; Cat0; 0.2213
DABP410.COB ; Cat0; 0.2214
RTCU014.COB ; Cat0; 0.2215
NOAVN74.COB ; Cat0; 0.2219
SDFB007.COB ; Cat0; 0.2219
RTRU018.COB ; Cat0; 0.2222
SOPP307.COB ; Cat0; 0.2224
RTCP393.COB ; Cat0; 0.2225
NOAU408.COB ; Cat0; 0.2226
SDFC005.COB ; Cat0; 0.2227
ALCP023.COB ; Cat0; 0.223
SETB060.COB ; Cat0; 0.223
OFCVC13.COB ; Cat0; 0.2234
SFRB091.COB ; Cat0; 0.2234
SOPP306.COB ; Cat0; 0.2234
DABP411.COB ; Cat0; 0.2236
NOAU909.COB ; Cat0; 0.2236
NOAVN22.COB ; Cat0; 0.2237
NOAB865.COB ; Cat0; 0.2238
OPOU001.COB ; Cat0; 0.2239
CAPB006.COB ; Cat0; 0.2242
LITVA45.COB ; Cat0; 0.2242
PRCP751.COB ; Cat0; 0.2242
DABVA70.COB ; Cat0; 0.2246
ALCB587.COB ; Cat0; 0.2248
CVDC006.COB ; Cat0; 0.2248
OFCVB07.COB ; Cat0; 0.2248
ALCC032.COB ; Cat0; 0.2251
NOAVN18.COB ; Cat0; 0.2251
SETB047.COB ; Cat0; 0.2251
NOAVH36.COB ; Cat0; 0.2254
PRCB130.COB ; Cat0; 0.2254
RTCC015.COB ; Cat0; 0.2256
OFCU028.COB ; Cat0; 0.2257
PRCC015.COB ; Cat0; 0.2257
PRCB131.COB ; Cat0; 0.2258
SETB013.COB ; Cat0; 0.2264
HSPP019.COB ; Cat0; 0.227
OFCVD02.COB ; Cat0; 0.227
NOAVE02.COB ; Cat0; 0.2271
SETB046.COB ; Cat0; 0.2271
SFRB525.COB ; Cat0; 0.2275
NOAB191.COB ; Cat0; 0.2277
OFCB366.COB ; Cat0; 0.2277
RTCB158.COB ; Cat0; 0.2277
OFCVC34.COB ; Cat0; 0.2278
PRCP556.COB ; Cat0; 0.2279
RTCU701.COB ; Cat0; 0.2279
CAPVA01.COB ; Cat0; 0.2281
HSPP090.COB ; Cat0; 0.2282
OFCVB05.COB ; Cat0; 0.2282
LITP100.COB ; Cat0; 0.2283
NOAP301.COB ; Cat0; 0.2283
OFCVC04.COB ; Cat0; 0.2283
CAPP023.COB ; Cat0; 0.2285
NOAVN16.COB ; Cat0; 0.2286
OFCP394.COB ; Cat0; 0.2286
SDFC001.COB ; Cat0; 0.2287
OFCVC33.COB ; Cat0; 0.2288
SAEP024.COB ; Cat0; 0.2288
NOAB210.COB ; Cat0; 0.2291
RTCP421.COB ; Cat0; 0.2291
OFCVC20.COB ; Cat0; 0.2292
SFRP681.COB ; Cat0; 0.2293
NOAVH01.COB ; Cat0; 0.2294
OFCP047.COB ; Cat0; 0.2294
OFCU033.COB ; Cat0; 0.2296
OFCVC05.COB ; Cat0; 0.2296
RTRB099.COB ; Cat0; 0.2296
NOAVK08.COB ; Cat0; 0.2297
SEFB600.COB ; Cat0; 0.2297
OFCVC14.COB ; Cat0; 0.2299
RTCB160.COB ; Cat0; 0.2299
ALCVF05.COB ; Cat0; 0.23
NOAU043.COB ; Cat0; 0.23
OFCP041.COB ; Cat0; 0.23
SFRP684.COB ; Cat0; 0.23
NOAVN01.COB ; Cat0; 0.2301
NOAVN43.COB ; Cat0; 0.2301
PRCP509.COB ; Cat0; 0.2302
DABB703.COB ; Cat0; 0.2303
NOAVN28.COB ; Cat0; 0.2303
RTCB386.COB ; Cat0; 0.2303
ALCVD70.COB ; Cat0; 0.2305
DABVA90.COB ; Cat0; 0.2305
NOAVH34.COB ; Cat0; 0.2306
DABP412.COB ; Cat0; 0.2308
RTCB528.COB ; Cat0; 0.2308
NOAVN26.COB ; Cat0; 0.2309
SAEVB08.COB ; Cat0; 0.2309
RTCC013.COB ; Cat0; 0.231
NOAP746.COB ; Cat0; 0.2311
AMPU025.COB ; Cat0; 0.2312
HSPB929.COB ; Cat0; 0.2312
RTRB098.COB ; Cat0; 0.2312
SETB041.COB ; Cat0; 0.2314
PRCP889.COB ; Cat0; 0.2315
SFRP687.COB ; Cat0; 0.2316
DABB401.COB ; Cat0; 0.2317
LITB160.COB ; Cat1; 0.2317
PRCB152.COB ; Cat1; 0.2319
ALCVF21.COB ; Cat1; 0.2321
PRCS034.COB ; Cat1; 0.2321
NOAVH05.COB ; Cat1; 0.2323
NOAVN13.COB ; Cat1; 0.2323
NOAVN55.COB ; Cat1; 0.2323
OFCB392.COB ; Cat1; 0.2324
NOAVH15.COB ; Cat1; 0.2326
OFCP033.COB ; Cat1; 0.2327
NOAVN41.COB ; Cat1; 0.2328
NOAVN24.COB ; Cat1; 0.2329
CAPB005.COB ; Cat1; 0.2331
NOAVN21.COB ; Cat1; 0.2331
OFCVB12.COB ; Cat1; 0.2331
NOAP712.COB ; Cat1; 0.2334
NOAU063.COB ; Cat1; 0.2335
NOAU404.COB ; Cat1; 0.2335
ALCU260.COB ; Cat1; 0.2337
SDFC016.COB ; Cat1; 0.2337
DABP426.COB ; Cat1; 0.2339
OFCU008.COB ; Cat1; 0.2339
OFCU018.COB ; Cat1; 0.2339
OFCU049.COB ; Cat1; 0.234
NOAU414.COB ; Cat1; 0.2342
DABVA85.COB ; Cat1; 0.2346
NOAB415.COB ; Cat1; 0.2346
SEFU027.COB ; Cat1; 0.2348
OFCVC01.COB ; Cat1; 0.2349
NOAP719.COB ; Cat1; 0.235
NOAU001.COB ; Cat1; 0.235
OFCVC24.COB ; Cat1; 0.235
SOPP700.COB ; Cat1; 0.235
SOPP720.COB ; Cat1; 0.235
NOAVH30.COB ; Cat1; 0.2352
RTCB702.COB ; Cat1; 0.2352
RTCC014.COB ; Cat1; 0.2352
NOAP744.COB ; Cat1; 0.2354
ALCB231.COB ; Cat1; 0.2357
DABVA10.COB ; Cat1; 0.2359
RTRP602.COB ; Cat1; 0.236
NOAP751.COB ; Cat1; 0.2361
NOAU406.COB ; Cat1; 0.2361
AMPU027.COB ; Cat1; 0.2363
ALCVD69.COB ; Cat1; 0.2365
PRCS036.COB ; Cat1; 0.2365
RTRP032.COB ; Cat1; 0.2366
OFCVC17.COB ; Cat1; 0.2367
PRCC007.COB ; Cat1; 0.2368
SOPP715.COB ; Cat1; 0.237
ALCVD47.COB ; Cat1; 0.2371
CVDC004.COB ; Cat1; 0.2374
SFRB710.COB ; Cat1; 0.2377
SETB165.COB ; Cat1; 0.2379
OFCB052.COB ; Cat1; 0.238
NOAVN09.COB ; Cat1; 0.2383
RTRP603.COB ; Cat1; 0.2384
ALCU053.COB ; Cat1; 0.2385
RTRP600.COB ; Cat1; 0.2385
NOAP714.COB ; Cat1; 0.2386
NOAP743.COB ; Cat1; 0.2386
NOAP715.COB ; Cat1; 0.2387
NOAP008.COB ; Cat1; 0.2388
NOAU073.COB ; Cat1; 0.2388
RTRP108.COB ; Cat1; 0.2388
