filename; category; exact % value
NOAVK10.COB ; Cat4; 0.5409
RTCS043.COB ; Cat4; 0.541
LITS020.COB ; Cat4; 0.5411
ALCP570.COB ; Cat4; 0.5412
PRCB894.COB ; Cat4; 0.5416
DABP106.COB ; Cat4; 0.5419
RTCU030.COB ; Cat4; 0.5432
CVDU001.COB ; Cat4; 0.5435
SFRP079.COB ; Cat4; 0.5436
NOAS913.COB ; Cat4; 0.5445
NOAVH24.COB ; Cat4; 0.545
ALCP306.COB ; Cat4; 0.5456
PRCP700.COB ; Cat4; 0.546
LITS710.COB ; Cat4; 0.5464
LITP257.COB ; Cat4; 0.5467
ALCP676.COB ; Cat4; 0.547
NOAVH23.COB ; Cat4; 0.5475
ALCB096.COB ; Cat4; 0.5491
PRCU804.COB ; Cat4; 0.5491
ALCP097.COB ; Cat4; 0.5499
NOAS041.COB ; Cat4; 0.5515
LITS901.COB ; Cat4; 0.5521
LITS012.COB ; Cat4; 0.5525
ALCP218.COB ; Cat4; 0.5535
SFRB097.COB ; Cat4; 0.5538
AMPU029.COB ; Cat4; 0.5545
ALCS140.COB ; Cat4; 0.5553
ALCP755.COB ; Cat4; 0.5554
RTCP254.COB ; Cat4; 0.5571
LITS903.COB ; Cat4; 0.5573
PRCU006.COB ; Cat4; 0.5578
PRCP862.COB ; Cat4; 0.5582
ALCP571.COB ; Cat4; 0.5585
DABB937.COB ; Cat4; 0.5585
RTCU011.COB ; Cat4; 0.5587
AMPB434.COB ; Cat4; 0.5589
PRCP010.COB ; Cat4; 0.5597
SFRB084.COB ; Cat4; 0.5599
RTCS042.COB ; Cat4; 0.5603
SFRP082.COB ; Cat4; 0.5604
OFCP613.COB ; Cat4; 0.5605
PRCP058.COB ; Cat4; 0.5607
AMPB433.COB ; Cat4; 0.5608
HSPU302.COB ; Cat4; 0.5619
LITP217.COB ; Cat4; 0.5619
OFCP808.COB ; Cat4; 0.5619
OFCP410.COB ; Cat4; 0.5625
RTCU010.COB ; Cat4; 0.5629
RTCS041.COB ; Cat4; 0.5649
ALCU103.COB ; Cat4; 0.5671
PRCP223.COB ; Cat4; 0.5682
ALCB528.COB ; Cat4; 0.5684
NOAS910.COB ; Cat4; 0.5689
SFRS002.COB ; Cat4; 0.5709
OFCB527.COB ; Cat4; 0.5712
ALCP637.COB ; Cat4; 0.572
DABB744.COB ; Cat4; 0.573
LITP200.COB ; Cat4; 0.573
RTCP037.COB ; Cat4; 0.5735
DABB742.COB ; Cat4; 0.5739
OFCP295.COB ; Cat4; 0.574
ALCB653.COB ; Cat4; 0.5741
HSPP085.COB ; Cat4; 0.5741
SETU007.COB ; Cat4; 0.575
RTCU027.COB ; Cat4; 0.5757
RTCS044.COB ; Cat4; 0.5762
OFCP406.COB ; Cat4; 0.5779
PRCP053.COB ; Cat4; 0.5784
RTCP383.COB ; Cat4; 0.5796
OFCP401.COB ; Cat4; 0.5797
LITU009.COB ; Cat4; 0.5806
NOAS141.COB ; Cat4; 0.5809
OFCP238.COB ; Cat4; 0.5809
ALCU064.COB ; Cat4; 0.5813
NOAP060.COB ; Cat4; 0.5826
OFCP479.COB ; Cat4; 0.583
ALCU101.COB ; Cat4; 0.5853
LITS403.COB ; Cat4; 0.5855
LITS404.COB ; Cat4; 0.5858
NOAP503.COB ; Cat4; 0.5865
HSAS301.COB ; Cat4; 0.5866
OFCP413.COB ; Cat4; 0.5869
OFCP296.COB ; Cat4; 0.5871
HSPU500.COB ; Cat4; 0.5885
OFCP457.COB ; Cat4; 0.5896
OFCP411.COB ; Cat4; 0.5905
SFRP700.COB ; Cat4; 0.591
ALCP091.COB ; Cat4; 0.5918
ALCP080.COB ; Cat4; 0.5937
OFCP258.COB ; Cat4; 0.5951
SFRP053.COB ; Cat4; 0.5952
SFRP052.COB ; Cat4; 0.596
ALCB044.COB ; Cat4; 0.5964
LITB210.COB ; Cat4; 0.597
DABB224.COB ; Cat4; 0.5992
ALCP686.COB ; Cat4; 0.6001
OFCB507.COB ; Cat4; 0.6006
OFCB526.COB ; Cat4; 0.6009
LITB135.COB ; Cat4; 0.6011
OFCP550.COB ; Cat4; 0.6014
LITP225.COB ; Cat4; 0.6021
OFCP414.COB ; Cat4; 0.6058
LITU011.COB ; Cat4; 0.6062
ALCU102.COB ; Cat4; 0.608
OFCP436.COB ; Cat4; 0.6104
ALCP425.COB ; Cat4; 0.6162
NOAU232.COB ; Cat4; 0.6188
PRCP311.COB ; Cat4; 0.6204
PRCP312.COB ; Cat4; 0.6204
ALCB576.COB ; Cat4; 0.6212
DABP736.COB ; Cat4; 0.6231
ALCP089.COB ; Cat4; 0.6232
PRCP140.COB ; Cat4; 0.6235
LITP650.COB ; Cat4; 0.6239
ALCP070.COB ; Cat4; 0.6246
OFCP408.COB ; Cat4; 0.6279
ALCP644.COB ; Cat4; 0.6286
LITP218.COB ; Cat4; 0.6286
LITS902.COB ; Cat4; 0.6286
RTCB252.COB ; Cat4; 0.6286
LADP130.COB ; Cat4; 0.6315
SFRP085.COB ; Cat4; 0.6317
OFCP495.COB ; Cat4; 0.6321
OFCP524.COB ; Cat4; 0.6337
ALCP082.COB ; Cat4; 0.6339
ALCP325.COB ; Cat4; 0.6355
LITB175.COB ; Cat4; 0.6361
ALCB541.COB ; Cat4; 0.6374
OFCP407.COB ; Cat4; 0.6386
ALCB530.COB ; Cat4; 0.6405
LITP221.COB ; Cat4; 0.6416
ALCP077.COB ; Cat4; 0.6417
RTCP072.COB ; Cat4; 0.6425
LITP219.COB ; Cat4; 0.6445
ALCP331.COB ; Cat4; 0.6448
ALCP543.COB ; Cat4; 0.6469
ALCP022.COB ; Cat4; 0.6483
ALCP420.COB ; Cat4; 0.6485
OFCP456.COB ; Cat4; 0.6489
LITP115.COB ; Cat4; 0.6497
OFCP369.COB ; Cat4; 0.651
OFCP298.COB ; Cat4; 0.6538
ALCP688.COB ; Cat4; 0.654
SFRP680.COB ; Cat4; 0.6549
L62U019.COB ; Cat4; 0.6578
ALCB625.COB ; Cat4; 0.6591
ALCP084.COB ; Cat4; 0.6593
ALCP550.COB ; Cat4; 0.6595
ALCP345.COB ; Cat4; 0.6626
OFCP422.COB ; Cat4; 0.6635
RTCU020.COB ; Cat4; 0.665
OFCP869.COB ; Cat4; 0.6652
ALCB506.COB ; Cat4; 0.6654
ALCP520.COB ; Cat4; 0.6659
OFCP870.COB ; Cat4; 0.6661
DABP738.COB ; Cat4; 0.6678
OFCP615.COB ; Cat4; 0.6697
PRCP003.COB ; Cat4; 0.6736
OFCP424.COB ; Cat4; 0.6756
HSPB020.COB ; Cat4; 0.6779
RTCP280.COB ; Cat4; 0.6783
OFCP409.COB ; Cat4; 0.687
ALCP639.COB ; Cat4; 0.6886
SFRP690.COB ; Cat4; 0.6908
ALCP687.COB ; Cat4; 0.6942
PRCS054.COB ; Cat4; 0.6942
ALCP072.COB ; Cat4; 0.6982
HSPB002.COB ; Cat4; 0.7088
NOAU156.COB ; Cat4; 0.711
SFRP630.COB ; Cat4; 0.7153
RTCU031.COB ; Cat4; 0.7165
PRCP905.COB ; Cat4; 0.7177
ALCB655.COB ; Cat4; 0.7178
DABP430.COB ; Cat4; 0.7193
HSPP018.COB ; Cat4; 0.7249
ALCB343.COB ; Cat4; 0.7266
ALCB654.COB ; Cat4; 0.7292
PRCU007.COB ; Cat4; 0.73
LITB130.COB ; Cat4; 0.7302
PRCP080.COB ; Cat4; 0.7305
OFCP425.COB ; Cat4; 0.7308
ALCP423.COB ; Cat4; 0.7317
PRCP040.COB ; Cat4; 0.7324
PRCP005.COB ; Cat4; 0.7364
PRCP160.COB ; Cat4; 0.7384
PRCP190.COB ; Cat4; 0.7384
ALCB661.COB ; Cat4; 0.7422
PRCP052.COB ; Cat4; 0.7425
RTCP109.COB ; Cat4; 0.7441
PRCP812.COB ; Cat4; 0.7445
RTCU043.COB ; Cat4; 0.7492
RTCP282.COB ; Cat4; 0.752
ALCB087.COB ; Cat4; 0.7523
SFRP081.COB ; Cat4; 0.7532
RTCP382.COB ; Cat4; 0.7656
ALCP575.COB ; Cat4; 0.7695
ALCP042.COB ; Cat4; 0.7718
ALCP040.COB ; Cat4; 0.772
RTCP381.COB ; Cat4; 0.7798
ALCP542.COB ; Cat4; 0.784
LITP214.COB ; Cat4; 0.7843
HSPP070.COB ; Cat4; 0.8019
RTCU013.COB ; Cat4; 0.806
ALCP579.COB ; Cat4; 0.8128
RTCP420.COB ; Cat4; 0.8145
ALCP901.COB ; Cat4; 0.8165
PRCP172.COB ; Cat4; 0.8241
RTCP111.COB ; Cat4; 0.8279
PRCP171.COB ; Cat4; 0.8288
HSPU300.COB ; Cat4; 0.8521
HSPU400.COB ; Cat4; 0.8555
