filename; category; exact % value
RTCP393.COB ; Cat1; 0.37
RTCS112.COB ; Cat1; 0.37
RTCU008.COB ; Cat1; 0.37
RTCU029.COB ; Cat1; 0.37
RTCU715.COB ; Cat1; 0.37
RTRB098.COB ; Cat1; 0.37
RTRB099.COB ; Cat1; 0.37
RTRP108.COB ; Cat1; 0.37
SAES002.COB ; Cat1; 0.37
SAES003.COB ; Cat1; 0.37
SAES006.COB ; Cat1; 0.37
SAEU004.COB ; Cat1; 0.37
SDFC100.COB ; Cat1; 0.37
SETB012.COB ; Cat1; 0.37
SETB018.COB ; Cat1; 0.37
SETC000.COB ; Cat1; 0.37
SFRB091.COB ; Cat1; 0.37
ALCB025.COB ; Cat1; 0.38
ALCB585.COB ; Cat1; 0.38
ALCS068.COB ; Cat1; 0.38
ALCU250.COB ; Cat1; 0.38
AMPB431.COB ; Cat1; 0.38
AMPB910.COB ; Cat1; 0.38
AMPC150.COB ; Cat1; 0.38
AMPP440.COB ; Cat1; 0.38
CAPP071.COB ; Cat1; 0.38
CAPS001.COB ; Cat1; 0.38
DABB104.COB ; Cat1; 0.38
DABP412.COB ; Cat1; 0.38
DABS080.COB ; Cat1; 0.38
DABS090.COB ; Cat1; 0.38
HSPS303.COB ; Cat1; 0.38
HSPU011.COB ; Cat1; 0.38
LADP700.COB ; Cat1; 0.38
LITS502.COB ; Cat1; 0.38
LITS513.COB ; Cat1; 0.38
LITVA11.COB ; Cat1; 0.38
LITVA40.COB ; Cat1; 0.38
NOAB025.COB ; Cat1; 0.38
NOAB217.COB ; Cat1; 0.38
NOAB867.COB ; Cat1; 0.38
NOAB886.COB ; Cat1; 0.38
NOAP028.COB ; Cat1; 0.38
NOAP201.COB ; Cat1; 0.38
NOAP305.COB ; Cat1; 0.38
NOAP724.COB ; Cat1; 0.38
NOAP775.COB ; Cat1; 0.38
NOAP855.COB ; Cat1; 0.38
NOAP894.COB ; Cat1; 0.38
NOAS406.COB ; Cat1; 0.38
NOAU011.COB ; Cat1; 0.38
NOAU015.COB ; Cat1; 0.38
NOAU043.COB ; Cat1; 0.38
NOAU160.COB ; Cat1; 0.38
NOAU402.COB ; Cat1; 0.38
NOAU407.COB ; Cat1; 0.38
NOAU413.COB ; Cat1; 0.38
NOAU422.COB ; Cat1; 0.38
NOAU426.COB ; Cat1; 0.38
NOAU446.COB ; Cat1; 0.38
NOAU456.COB ; Cat1; 0.38
NOAVH31.COB ; Cat1; 0.38
OFCB029.COB ; Cat1; 0.38
OFCB262.COB ; Cat1; 0.38
OFCB397.COB ; Cat1; 0.38
OFCB982.COB ; Cat1; 0.38
OFCP044.COB ; Cat1; 0.38
OFCP444.COB ; Cat1; 0.38
OFCP807.COB ; Cat1; 0.38
OFCS208.COB ; Cat1; 0.38
OFCS312.COB ; Cat1; 0.38
OFCS402.COB ; Cat1; 0.38
OFCU038.COB ; Cat1; 0.38
OFCU049.COB ; Cat1; 0.38
PRCB015.COB ; Cat1; 0.38
PRCB340.COB ; Cat1; 0.38
PRCB350.COB ; Cat1; 0.38
PRCB527.COB ; Cat1; 0.38
PRCS006.COB ; Cat1; 0.38
PRCS010.COB ; Cat1; 0.38
PRCU015.COB ; Cat1; 0.38
PRCU802.COB ; Cat1; 0.38
RTCB009.COB ; Cat1; 0.38
RTCB528.COB ; Cat1; 0.38
RTCB724.COB ; Cat1; 0.38
RTCB725.COB ; Cat1; 0.38
RTCB727.COB ; Cat1; 0.38
RTCB728.COB ; Cat1; 0.38
RTCB729.COB ; Cat1; 0.38
RTCU716.COB ; Cat1; 0.38
RTCU718.COB ; Cat1; 0.38
RTRP025.COB ; Cat1; 0.38
RTRP602.COB ; Cat1; 0.38
SDFS003.COB ; Cat1; 0.38
SEFB300.COB ; Cat1; 0.38
SEFB400.COB ; Cat1; 0.38
SEFB401.COB ; Cat1; 0.38
SETB004.COB ; Cat1; 0.38
SETB165.COB ; Cat1; 0.38
SETB175.COB ; Cat1; 0.38
SETS012.COB ; Cat1; 0.38
SETS015.COB ; Cat1; 0.38
SFRC002.COB ; Cat1; 0.38
ALCB207.COB ; Cat1; 0.39
ALCB212.COB ; Cat1; 0.39
ALCB584.COB ; Cat1; 0.39
ALCP263.COB ; Cat1; 0.39
ALCS031.COB ; Cat1; 0.39
ALCS067.COB ; Cat1; 0.39
ALCU053.COB ; Cat1; 0.39
ALCU100.COB ; Cat1; 0.39
ALCU260.COB ; Cat1; 0.39
AMPC100.COB ; Cat1; 0.39
AMPC110.COB ; Cat1; 0.39
AMPC120.COB ; Cat1; 0.39
AMPC140.COB ; Cat1; 0.39
AMPC160.COB ; Cat1; 0.39
AMPU025.COB ; Cat1; 0.39
AMPU027.COB ; Cat1; 0.39
CAPP003.COB ; Cat1; 0.39
CAPP026.COB ; Cat1; 0.39
CAPP049.COB ; Cat1; 0.39
CAPP070.COB ; Cat1; 0.39
CAPS002.COB ; Cat1; 0.39
CVDC005.COB ; Cat1; 0.39
DABP431.COB ; Cat1; 0.39
HSPB029.COB ; Cat1; 0.39
HSPB035.COB ; Cat1; 0.39
HSPP098.COB ; Cat1; 0.39
LITS505.COB ; Cat1; 0.39
LITS506.COB ; Cat1; 0.39
LITVA31.COB ; Cat1; 0.39
NOAB024.COB ; Cat1; 0.39
NOAB406.COB ; Cat1; 0.39
NOAB582.COB ; Cat1; 0.39
NOAB774.COB ; Cat1; 0.39
NOAB896.COB ; Cat1; 0.39
NOAP007.COB ; Cat1; 0.39
NOAS410.COB ; Cat1; 0.39
NOAS429.COB ; Cat1; 0.39
NOAS904.COB ; Cat1; 0.39
NOAU005.COB ; Cat1; 0.39
NOAU012.COB ; Cat1; 0.39
NOAU152.COB ; Cat1; 0.39
NOAU406.COB ; Cat1; 0.39
NOAU444.COB ; Cat1; 0.39
NOAU459.COB ; Cat1; 0.39
NOAU461.COB ; Cat1; 0.39
NOAU463.COB ; Cat1; 0.39
NOAU512.COB ; Cat1; 0.39
NOAVH28.COB ; Cat1; 0.39
OFCB227.COB ; Cat1; 0.39
OFCB377.COB ; Cat1; 0.39
OFCB790.COB ; Cat1; 0.39
OFCP266.COB ; Cat1; 0.39
OFCP332.COB ; Cat1; 0.39
OFCP393.COB ; Cat1; 0.39
OFCP791.COB ; Cat1; 0.39
OFCS206.COB ; Cat1; 0.39
OFCS209.COB ; Cat1; 0.39
OFCVA05.COB ; Cat1; 0.39
OFCVB10.COB ; Cat1; 0.39
PRCB445.COB ; Cat1; 0.39
PRCB846.COB ; Cat1; 0.39
PRCC050.COB ; Cat1; 0.39
PRCP878.COB ; Cat1; 0.39
PRCS012.COB ; Cat1; 0.39
PRCS014.COB ; Cat1; 0.39
RTCB395.COB ; Cat1; 0.39
RTCB703.COB ; Cat1; 0.39
RTCB726.COB ; Cat1; 0.39
RTCP268.COB ; Cat1; 0.39
RTCP272.COB ; Cat1; 0.39
RTCP392.COB ; Cat1; 0.39
RTRP107.COB ; Cat1; 0.39
RTRP603.COB ; Cat1; 0.39
SDFS004.COB ; Cat1; 0.39
SEFU027.COB ; Cat1; 0.39
SFRB540.COB ; Cat1; 0.39
SFRP681.COB ; Cat1; 0.39
SFRP684.COB ; Cat1; 0.39
SFRP687.COB ; Cat1; 0.39
SOPP306.COB ; Cat1; 0.39
ALCP243.COB ; Cat1; 0.4
ALCP694.COB ; Cat1; 0.4
ALCS028.COB ; Cat1; 0.4
ALCU045.COB ; Cat1; 0.4
ALCU070.COB ; Cat1; 0.4
AMPC130.COB ; Cat1; 0.4
CAPP002.COB ; Cat1; 0.4
CVDP006.COB ; Cat1; 0.4
CVDP008.COB ; Cat1; 0.4
DABB598.COB ; Cat1; 0.4
DABP426.COB ; Cat1; 0.4
DABS020.COB ; Cat1; 0.4
DABS050.COB ; Cat1; 0.4
HSPB033.COB ; Cat1; 0.4
HSPP090.COB ; Cat1; 0.4
LADB400.COB ; Cat1; 0.4
LITB241.COB ; Cat1; 0.4
LITB402.COB ; Cat1; 0.4
NOAB048.COB ; Cat1; 0.4
NOAB059.COB ; Cat1; 0.4
NOAB237.COB ; Cat1; 0.4
NOAB451.COB ; Cat1; 0.4
NOAB584.COB ; Cat1; 0.4
NOAP010.COB ; Cat1; 0.4
NOAP585.COB ; Cat1; 0.4
NOAP702.COB ; Cat2; 0.4
NOAP728.COB ; Cat2; 0.4
NOAP772.COB ; Cat2; 0.4
NOAS122.COB ; Cat2; 0.4
NOAS168.COB ; Cat2; 0.4
NOAS402.COB ; Cat2; 0.4
NOAS413.COB ; Cat2; 0.4
NOAS431.COB ; Cat2; 0.4
NOAS902.COB ; Cat2; 0.4
NOAS905.COB ; Cat2; 0.4
NOAS906.COB ; Cat2; 0.4
NOAU001.COB ; Cat2; 0.4
NOAU044.COB ; Cat2; 0.4
NOAU061.COB ; Cat2; 0.4
NOAU151.COB ; Cat2; 0.4
NOAU153.COB ; Cat2; 0.4
NOAU404.COB ; Cat2; 0.4
NOAU457.COB ; Cat2; 0.4
NOAU559.COB ; Cat2; 0.4
NOAU906.COB ; Cat2; 0.4
NOAVH11.COB ; Cat2; 0.4
NOAVH26.COB ; Cat2; 0.4
OFCB265.COB ; Cat2; 0.4
OFCB391.COB ; Cat2; 0.4
OFCB404.COB ; Cat2; 0.4
OFCP036.COB ; Cat2; 0.4
OFCP277.COB ; Cat2; 0.4
OFCP333.COB ; Cat2; 0.4
OFCP625.COB ; Cat2; 0.4
OFCS314.COB ; Cat2; 0.4
OFCS407.COB ; Cat2; 0.4
OFCVD06.COB ; Cat2; 0.4
PRCB460.COB ; Cat2; 0.4
PRCB883.COB ; Cat2; 0.4
PRCB887.COB ; Cat2; 0.4
PRCC040.COB ; Cat2; 0.4
PRCC051.COB ; Cat2; 0.4
PRCC063.COB ; Cat2; 0.4
PRCP525.COB ; Cat2; 0.4
PRCS027.COB ; Cat2; 0.4
PRCS033.COB ; Cat2; 0.4
PRCU017.COB ; Cat2; 0.4
RTCB011.COB ; Cat2; 0.4
RTCB017.COB ; Cat2; 0.4
RTCP269.COB ; Cat2; 0.4
RTCP270.COB ; Cat2; 0.4
RTCP273.COB ; Cat2; 0.4
RTCU006.COB ; Cat2; 0.4
RTCU018.COB ; Cat2; 0.4
RTCU033.COB ; Cat2; 0.4
RTRP003.COB ; Cat2; 0.4
RTRP110.COB ; Cat2; 0.4
RTRU008.COB ; Cat2; 0.4
SAEP022.COB ; Cat2; 0.4
SEFB050.COB ; Cat2; 0.4
SETC011.COB ; Cat2; 0.4
SETC013.COB ; Cat2; 0.4
SETP300.COB ; Cat2; 0.4
SETS009.COB ; Cat2; 0.4
SFRP515.COB ; Cat2; 0.4
SFRP715.COB ; Cat2; 0.4
SOPP307.COB ; Cat2; 0.4
ALCB213.COB ; Cat2; 0.41
ALCP689.COB ; Cat2; 0.41
ALCP690.COB ; Cat2; 0.41
ALCP936.COB ; Cat2; 0.41
ALCS029.COB ; Cat2; 0.41
ALCS065.COB ; Cat2; 0.41
ALCS066.COB ; Cat2; 0.41
ALCU029.COB ; Cat2; 0.41
AMPB402.COB ; Cat2; 0.41
CAPB087.COB ; Cat2; 0.41
CAPP033.COB ; Cat2; 0.41
CVDB101.COB ; Cat2; 0.41
CVDC010.COB ; Cat2; 0.41
CVDS006.COB ; Cat2; 0.41
DABB101.COB ; Cat2; 0.41
DABB875.COB ; Cat2; 0.41
DABS060.COB ; Cat2; 0.41
DABS070.COB ; Cat2; 0.41
HSAP040.COB ; Cat2; 0.41
HSPP106.COB ; Cat2; 0.41
LITB227.COB ; Cat2; 0.41
LITB305.COB ; Cat2; 0.41
LITS013.COB ; Cat2; 0.41
LITS509.COB ; Cat2; 0.41
LITS511.COB ; Cat2; 0.41
NOAP704.COB ; Cat2; 0.41
NOAP713.COB ; Cat2; 0.41
NOAP877.COB ; Cat2; 0.41
NOAP884.COB ; Cat2; 0.41
NOAU008.COB ; Cat2; 0.41
NOAU036.COB ; Cat2; 0.41
NOAU056.COB ; Cat2; 0.41
NOAU100.COB ; Cat2; 0.41
NOAU432.COB ; Cat2; 0.41
NOAU458.COB ; Cat2; 0.41
NOAU464.COB ; Cat2; 0.41
NOAU560.COB ; Cat2; 0.41
OFCB371.COB ; Cat2; 0.41
OFCS103.COB ; Cat2; 0.41
OFCS210.COB ; Cat2; 0.41
OFCS308.COB ; Cat2; 0.41
OFCU045.COB ; Cat2; 0.41
PRCB320.COB ; Cat2; 0.41
PRCB620.COB ; Cat2; 0.41
PRCB861.COB ; Cat2; 0.41
PRCB863.COB ; Cat2; 0.41
PRCP431.COB ; Cat2; 0.41
PRCP556.COB ; Cat2; 0.41
PRCP911.COB ; Cat2; 0.41
PRCS009.COB ; Cat2; 0.41
PRCS015.COB ; Cat2; 0.41
PRCS050.COB ; Cat2; 0.41
PRCS063.COB ; Cat2; 0.41
PRCU003.COB ; Cat2; 0.41
RTCP271.COB ; Cat2; 0.41
RTCP716.COB ; Cat2; 0.41
RTCP745.COB ; Cat2; 0.41
RTRP130.COB ; Cat2; 0.41
RTRP600.COB ; Cat2; 0.41
SAES001.COB ; Cat2; 0.41
SETP025.COB ; Cat2; 0.41
SFRP102.COB ; Cat2; 0.41
SOPB305.COB ; Cat2; 0.41
SOPP910.COB ; Cat2; 0.41
SOPP915.COB ; Cat2; 0.41
ALCP023.COB ; Cat2; 0.42
ALCP201.COB ; Cat2; 0.42
ALCP680.COB ; Cat2; 0.42
ALCP697.COB ; Cat2; 0.42
ALCU020.COB ; Cat2; 0.42
ALCU022.COB ; Cat2; 0.42
ALCU026.COB ; Cat2; 0.42
AMPP505.COB ; Cat2; 0.42
CAPP001.COB ; Cat2; 0.42
CAPP015.COB ; Cat2; 0.42
CVDB105.COB ; Cat2; 0.42
DABB043.COB ; Cat2; 0.42
DABB072.COB ; Cat2; 0.42
DABB701.COB ; Cat2; 0.42
DABB705.COB ; Cat2; 0.42
DABP115.COB ; Cat2; 0.42
DABP599.COB ; Cat2; 0.42
HSPB025.COB ; Cat2; 0.42
HSPB036.COB ; Cat2; 0.42
LADB200.COB ; Cat2; 0.42
LITB260.COB ; Cat2; 0.42
LITS708.COB ; Cat2; 0.42
NOAB581.COB ; Cat2; 0.42
NOAP132.COB ; Cat2; 0.42
NOAP403.COB ; Cat2; 0.42
NOAP430.COB ; Cat2; 0.42
NOAP587.COB ; Cat2; 0.42
NOAP703.COB ; Cat2; 0.42
NOAP723.COB ; Cat2; 0.42
NOAP725.COB ; Cat2; 0.42
NOAP736.COB ; Cat2; 0.42
NOAP773.COB ; Cat2; 0.42
NOAS124.COB ; Cat2; 0.42
NOAS415.COB ; Cat2; 0.42
NOAS903.COB ; Cat2; 0.42
NOAS917.COB ; Cat2; 0.42
NOAU058.COB ; Cat2; 0.42
NOAU417.COB ; Cat2; 0.42
NOAU430.COB ; Cat2; 0.42
NOAU447.COB ; Cat2; 0.42
NOAU504.COB ; Cat2; 0.42
NOAU547.COB ; Cat2; 0.42
NOAU903.COB ; Cat2; 0.42
NOAU910.COB ; Cat2; 0.42
OFCB370.COB ; Cat2; 0.42
OFCB378.COB ; Cat2; 0.42
OFCB453.COB ; Cat2; 0.42
OFCP041.COB ; Cat2; 0.42
OFCP326.COB ; Cat2; 0.42
OFCP438.COB ; Cat2; 0.42
OFCS313.COB ; Cat2; 0.42
OFCU052.COB ; Cat2; 0.42
PRCB441.COB ; Cat2; 0.42
PRCB462.COB ; Cat2; 0.42
PRCB822.COB ; Cat2; 0.42
PRCB866.COB ; Cat2; 0.42
PRCB900.COB ; Cat2; 0.42
PRCP532.COB ; Cat2; 0.42
PRCP751.COB ; Cat2; 0.42
PRCP816.COB ; Cat2; 0.42
PRCS020.COB ; Cat2; 0.42
PRCS040.COB ; Cat2; 0.42
PRCS056.COB ; Cat2; 0.42
RTCB251.COB ; Cat2; 0.42
RTCB503.COB ; Cat2; 0.42
RTCP055.COB ; Cat2; 0.42
RTCP297.COB ; Cat2; 0.42
RTCP711.COB ; Cat2; 0.42
RTCP718.COB ; Cat2; 0.42
RTCU705.COB ; Cat2; 0.42
RTRB096.COB ; Cat2; 0.42
RTRP032.COB ; Cat2; 0.42
SDFS010.COB ; Cat2; 0.42
SEFB020.COB ; Cat2; 0.42
SETB170.COB ; Cat2; 0.42
SFRP720.COB ; Cat2; 0.42
SOPP700.COB ; Cat2; 0.42
SOPP715.COB ; Cat2; 0.42
SOPP720.COB ; Cat2; 0.42
ALCB581.COB ; Cat2; 0.43
ALCB997.COB ; Cat2; 0.43
ALCP041.COB ; Cat2; 0.43
ALCP071.COB ; Cat2; 0.43
ALCP094.COB ; Cat2; 0.43
ALCP247.COB ; Cat2; 0.43
ALCP552.COB ; Cat2; 0.43
ALCP691.COB ; Cat2; 0.43
ALCP692.COB ; Cat2; 0.43
ALCP707.COB ; Cat2; 0.43
ALCS030.COB ; Cat2; 0.43
ALCU023.COB ; Cat2; 0.43
ALCU065.COB ; Cat2; 0.43
ALCU261.COB ; Cat2; 0.43
CVDB003.COB ; Cat2; 0.43
CVDS007.COB ; Cat2; 0.43
DABP110.COB ; Cat2; 0.43
DABP113.COB ; Cat2; 0.43
DABP114.COB ; Cat2; 0.43
DABP419.COB ; Cat2; 0.43
DABP597.COB ; Cat2; 0.43
DABU014.COB ; Cat2; 0.43
LADP320.COB ; Cat2; 0.43
LITB306.COB ; Cat2; 0.43
LITB401.COB ; Cat2; 0.43
LITS301.COB ; Cat2; 0.43
LITS307.COB ; Cat2; 0.43
LITS311.COB ; Cat2; 0.43
NOAB251.COB ; Cat2; 0.43
NOAB426.COB ; Cat2; 0.43
NOAB778.COB ; Cat2; 0.43
NOAB779.COB ; Cat2; 0.43
NOAB780.COB ; Cat2; 0.43
NOAB781.COB ; Cat2; 0.43
NOAP052.COB ; Cat2; 0.43
NOAP058.COB ; Cat2; 0.43
NOAP146.COB ; Cat2; 0.43
NOAP206.COB ; Cat2; 0.43
NOAP340.COB ; Cat2; 0.43
NOAP705.COB ; Cat2; 0.43
NOAP711.COB ; Cat2; 0.43
NOAP718.COB ; Cat2; 0.43
NOAP729.COB ; Cat2; 0.43
NOAP753.COB ; Cat2; 0.43
NOAS007.COB ; Cat2; 0.43
NOAS010.COB ; Cat2; 0.43
NOAS401.COB ; Cat2; 0.43
NOAS405.COB ; Cat2; 0.43
NOAS428.COB ; Cat2; 0.43
NOAS923.COB ; Cat2; 0.43
NOAU032.COB ; Cat2; 0.43
NOAU041.COB ; Cat2; 0.43
NOAU042.COB ; Cat2; 0.43
NOAU059.COB ; Cat2; 0.43
NOAU104.COB ; Cat2; 0.43
NOAU435.COB ; Cat2; 0.43
NOAU441.COB ; Cat2; 0.43
NOAU448.COB ; Cat2; 0.43
NOAU452.COB ; Cat2; 0.43
NOAU474.COB ; Cat2; 0.43
NOAU477.COB ; Cat2; 0.43
OFCB065.COB ; Cat2; 0.43
OFCP305.COB ; Cat2; 0.43
OFCP306.COB ; Cat2; 0.43
OFCP612.COB ; Cat2; 0.43
OFCP760.COB ; Cat2; 0.43
OFCP795.COB ; Cat2; 0.43
OFCP862.COB ; Cat2; 0.43
OFCS322.COB ; Cat2; 0.43
OFCU009.COB ; Cat2; 0.43
OFCU010.COB ; Cat2; 0.43
PRCB012.COB ; Cat2; 0.43
PRCB610.COB ; Cat2; 0.43
PRCB869.COB ; Cat2; 0.43
PRCB871.COB ; Cat2; 0.43
PRCB988.COB ; Cat2; 0.43
PRCP310.COB ; Cat2; 0.43
PRCP450.COB ; Cat2; 0.43
PRCP509.COB ; Cat2; 0.43
PRCP531.COB ; Cat2; 0.43
PRCP889.COB ; Cat2; 0.43
PRCP944.COB ; Cat2; 0.43
PRCS017.COB ; Cat2; 0.43
PRCS030.COB ; Cat2; 0.43
PRCS064.COB ; Cat2; 0.43
PRCU103.COB ; Cat2; 0.43
RTCP249.COB ; Cat2; 0.43
RTCP394.COB ; Cat2; 0.43
RTCP421.COB ; Cat2; 0.43
RTCU055.COB ; Cat2; 0.43
SAES008.COB ; Cat2; 0.43
SDFP315.COB ; Cat2; 0.43
SDFS001.COB ; Cat2; 0.43
SDFS016.COB ; Cat2; 0.43
SEFP520.COB ; Cat2; 0.43
SETB017.COB ; Cat2; 0.43
SETP215.COB ; Cat2; 0.43
SETP310.COB ; Cat2; 0.43
SETP325.COB ; Cat2; 0.43
SETS001.COB ; Cat2; 0.43
SETS011.COB ; Cat2; 0.43
SFRP099.COB ; Cat2; 0.43
SFRP500.COB ; Cat2; 0.43
SFRP705.COB ; Cat2; 0.43
SFRU003.COB ; Cat2; 0.43
SOPP301.COB ; Cat2; 0.43
SOPP705.COB ; Cat2; 0.43
SOPP710.COB ; Cat2; 0.43
ALCB611.COB ; Cat2; 0.44
ALCP551.COB ; Cat2; 0.44
ALCP558.COB ; Cat2; 0.44
ALCP696.COB ; Cat2; 0.44
ALCP700.COB ; Cat2; 0.44
ALCS024.COB ; Cat2; 0.44
ALCS151.COB ; Cat2; 0.44
CAPB081.COB ; Cat2; 0.44
CAPB082.COB ; Cat2; 0.44
CAPP011.COB ; Cat2; 0.44
CAPP043.COB ; Cat2; 0.44
CAPP064.COB ; Cat2; 0.44
CAPP073.COB ; Cat2; 0.44
CAPS007.COB ; Cat2; 0.44
CVDB002.COB ; Cat2; 0.44
CVDS002.COB ; Cat2; 0.44
DABB603.COB ; Cat2; 0.44
DABB612.COB ; Cat2; 0.44
DABB887.COB ; Cat2; 0.44
DABP108.COB ; Cat2; 0.44
DABP801.COB ; Cat2; 0.44
DABP820.COB ; Cat2; 0.44
HSAU301.COB ; Cat2; 0.44
HSPP097.COB ; Cat2; 0.44
HSPP107.COB ; Cat2; 0.44
L62U200.COB ; Cat2; 0.44
LADP340.COB ; Cat2; 0.44
LEDUW20.COB ; Cat2; 0.44
LITB226.COB ; Cat2; 0.44
LITS600.COB ; Cat2; 0.44
LITS707.COB ; Cat2; 0.44
NOAB023.COB ; Cat2; 0.44
NOAB267.COB ; Cat2; 0.44
NOAB583.COB ; Cat2; 0.44
NOAP027.COB ; Cat2; 0.44
NOAP561.COB ; Cat2; 0.44
NOAP710.COB ; Cat2; 0.44
NOAP721.COB ; Cat2; 0.44
NOAP858.COB ; Cat2; 0.44
NOAP885.COB ; Cat2; 0.44
NOAS403.COB ; Cat2; 0.44
NOAS434.COB ; Cat2; 0.44
NOAS909.COB ; Cat2; 0.44
NOAU006.COB ; Cat2; 0.44
NOAU024.COB ; Cat2; 0.44
NOAU030.COB ; Cat2; 0.44
NOAU047.COB ; Cat2; 0.44
NOAU060.COB ; Cat2; 0.44
NOAU080.COB ; Cat2; 0.44
NOAU219.COB ; Cat2; 0.44
NOAU405.COB ; Cat2; 0.44
NOAU905.COB ; Cat2; 0.44
OFCB293.COB ; Cat2; 0.44
OFCB372.COB ; Cat2; 0.44
OFCB763.COB ; Cat2; 0.44
OFCP042.COB ; Cat2; 0.44
OFCP045.COB ; Cat2; 0.44
OFCP066.COB ; Cat2; 0.44
OFCP310.COB ; Cat2; 0.44
OFCP497.COB ; Cat2; 0.44
OFCS207.COB ; Cat2; 0.44
OFCS307.COB ; Cat2; 0.44
OFCS332.COB ; Cat2; 0.44
OFCU020.COB ; Cat2; 0.44
PRCB090.COB ; Cat2; 0.44
PRCB150.COB ; Cat2; 0.44
PRCB857.COB ; Cat2; 0.44
PRCC102.COB ; Cat2; 0.44
PRCP530.COB ; Cat2; 0.44
PRCS016.COB ; Cat2; 0.44
PRCS052.COB ; Cat2; 0.44
PRCS057.COB ; Cat2; 0.44
PRCS061.COB ; Cat2; 0.44
PRCS062.COB ; Cat2; 0.44
RTCB103.COB ; Cat2; 0.44
RTCB106.COB ; Cat2; 0.44
RTCP150.COB ; Cat2; 0.44
RTCS011.COB ; Cat2; 0.44
RTCS013.COB ; Cat2; 0.44
RTCS015.COB ; Cat2; 0.44
RTCS045.COB ; Cat2; 0.44
RTCU024.COB ; Cat2; 0.44
RTRB097.COB ; Cat2; 0.44
RTRU905.COB ; Cat2; 0.44
SAES005.COB ; Cat2; 0.44
SDFB013.COB ; Cat2; 0.44
SDFP003.COB ; Cat2; 0.44
SDFP006.COB ; Cat2; 0.44
SDFP033.COB ; Cat2; 0.44
SDFS002.COB ; Cat2; 0.44
SDFS005.COB ; Cat2; 0.44
SDFS015.COB ; Cat2; 0.44
SETP024.COB ; Cat2; 0.44
SFRB215.COB ; Cat2; 0.44
SOPP500.COB ; Cat2; 0.44
ALCB756.COB ; Cat2; 0.45
ALCP470.COB ; Cat2; 0.45
ALCP695.COB ; Cat2; 0.45
DABB611.COB ; Cat2; 0.45
DABB825.COB ; Cat2; 0.45
DABP100.COB ; Cat2; 0.45
DABP413.COB ; Cat2; 0.45
DABP423.COB ; Cat2; 0.45
HSPB063.COB ; Cat2; 0.45
HSPP019.COB ; Cat2; 0.45
LADP330.COB ; Cat2; 0.45
LITS603.COB ; Cat2; 0.45
LITU002.COB ; Cat2; 0.45
NOAP202.COB ; Cat2; 0.45
NOAP708.COB ; Cat2; 0.45
NOAP717.COB ; Cat2; 0.45
NOAP722.COB ; Cat2; 0.45
NOAP887.COB ; Cat2; 0.45
NOAS003.COB ; Cat2; 0.45
NOAS016.COB ; Cat2; 0.45
NOAS017.COB ; Cat2; 0.45
NOAS018.COB ; Cat2; 0.45
NOAS266.COB ; Cat2; 0.45
NOAS418.COB ; Cat2; 0.45
NOAS421.COB ; Cat2; 0.45
NOAU014.COB ; Cat2; 0.45
NOAU070.COB ; Cat2; 0.45
NOAU071.COB ; Cat2; 0.45
NOAU234.COB ; Cat2; 0.45
NOAU421.COB ; Cat2; 0.45
NOAU429.COB ; Cat2; 0.45
NOAU438.COB ; Cat2; 0.45
NOAU453.COB ; Cat2; 0.45
NOAU506.COB ; Cat2; 0.45
NOAU901.COB ; Cat2; 0.45
OFCB267.COB ; Cat2; 0.45
OFCB280.COB ; Cat2; 0.45
OFCB494.COB ; Cat2; 0.45
OFCP037.COB ; Cat2; 0.45
OFCP320.COB ; Cat2; 0.45
OFCP530.COB ; Cat2; 0.45
OFCP751.COB ; Cat2; 0.45
OFCP753.COB ; Cat2; 0.45
OFCP863.COB ; Cat2; 0.45
OFCS101.COB ; Cat2; 0.45
OFCS202.COB ; Cat2; 0.45
OFCS205.COB ; Cat2; 0.45
OFCS304.COB ; Cat2; 0.45
OFCS305.COB ; Cat2; 0.45
OFCS330.COB ; Cat2; 0.45
PRCB187.COB ; Cat2; 0.45
PRCB558.COB ; Cat2; 0.45
PRCB880.COB ; Cat2; 0.45
PRCB943.COB ; Cat2; 0.45
PRCP433.COB ; Cat2; 0.45
PRCP730.COB ; Cat2; 0.45
PRCP731.COB ; Cat2; 0.45
PRCS005.COB ; Cat2; 0.45
PRCS060.COB ; Cat2; 0.45
PRCU050.COB ; Cat2; 0.45
RTCB042.COB ; Cat2; 0.45
RTCB048.COB ; Cat2; 0.45
RTCB049.COB ; Cat2; 0.45
RTCB056.COB ; Cat2; 0.45
RTCB250.COB ; Cat2; 0.45
RTCB704.COB ; Cat2; 0.45
RTCP620.COB ; Cat2; 0.45
RTCS012.COB ; Cat2; 0.45
RTCU065.COB ; Cat2; 0.45
RTRU901.COB ; Cat2; 0.45
SAEU002.COB ; Cat2; 0.45
SDFP009.COB ; Cat2; 0.45
SDFP012.COB ; Cat2; 0.45
SEFU800.COB ; Cat2; 0.45
SETS016.COB ; Cat2; 0.45
SETU002.COB ; Cat2; 0.45
SFRP605.COB ; Cat2; 0.45
SFRP760.COB ; Cat2; 0.45
SOPP303.COB ; Cat2; 0.45
ALCB018.COB ; Cat2; 0.46
ALCB233.COB ; Cat2; 0.46
ALCP078.COB ; Cat2; 0.46
ALCP335.COB ; Cat2; 0.46
ALCP666.COB ; Cat2; 0.46
ALCP787.COB ; Cat2; 0.46
ALCS026.COB ; Cat2; 0.46
