filename; file size V1; file size V2; LTS size V1; LTS size V2; Equivalent; Explored V1 ; Explored V2 ; matches V1; matches V2; skipped V1; skipped V2
ALCC065.COB ; 2757 ; 2322 ; 1307 ; 665; False;146 ; 92 ; 132; 76;  0; 0
ALCC066.COB ; 3860 ; 2695 ; 1580 ; 747; False;35 ; 16 ; 33; 10;  0; 0
ALCC067.COB ; 2078 ; 1526 ; 792 ; 364; False;9 ; 10 ; 7; 8;  0; 0
ALCC068.COB ; 2198 ; 1564 ; 802 ; 345; False;31 ; 12 ; 29; 8;  0; 0
ALCC070.COB ; 2260 ; 1705 ; 932 ; 450; False;42 ; 19 ; 39; 11;  0; 0
ALCC200.COB ; 1726 ; 1170 ; 692 ; 293; False;56 ; 28 ; 52; 24;  0; 0
ALCP021.COB ; 4767 ; 2325 ; 763 ; 225; False;269 ; 146 ; 261; 143;  0; 0
ALCP022.COB ; 2269 ; 798 ; 344 ; 113; False;33 ; 21 ; 31; 16;  0; 0
ALCP023.COB ; 547 ; 425 ; 149 ; 49; True;132 ; 49 ; 132; 49;  0; 0
ALCP040.COB ; 3860 ; 880 ; 347 ; 152; False;80 ; 39 ; 78; 37;  0; 0
ALCP041.COB ; 879 ; 608 ; 122 ; 40; False;68 ; 36 ; 66; 36;  0; 0
ALCP042.COB ; 4071 ; 929 ; 309 ; 154; False;68 ; 35 ; 66; 33;  0; 0
ALCP052.COB ; 2199 ; 1168 ; 417 ; 186; False;47 ; 22 ; 44; 19;  0; 0
ALCP070.COB ; 2933 ; 1101 ; 370 ; 172; False;43 ; 28 ; 39; 24;  0; 0
ALCP071.COB ; 996 ; 712 ; 225 ; 73; False;138 ; 59 ; 134; 57;  0; 0
ALCP072.COB ; 3668 ; 1107 ; 424 ; 182; False;101 ; 67 ; 99; 60;  0; 0
ALCP076.COB ; 3196 ; 1820 ; 612 ; 392; False;193 ; 137 ; 184; 122;  0; 0
ALCP077.COB ; 5308 ; 1902 ; 617 ; 354; False;63 ; 29 ; 59; 25;  0; 0
ALCP078.COB ; 1016 ; 723 ; 209 ; 110; False;85 ; 39 ; 83; 37;  0; 0
ALCP079.COB ; 1889 ; 1241 ; 387 ; 196; False;58 ; 34 ; 52; 28;  0; 0
ALCP080.COB ; 1361 ; 553 ; 125 ; 42; False;59 ; 36 ; 53; 30;  0; 0
ALCP081.COB ; 2955 ; 1471 ; 432 ; 219; False;92 ; 52 ; 90; 47;  0; 0
ALCP082.COB ; 2554 ; 935 ; 255 ; 139; False;35 ; 19 ; 33; 16;  0; 0
ALCP083.COB ; 5607 ; 3020 ; 1384 ; 855; False;47 ; 25 ; 45; 21;  0; 0
ALCP084.COB ; 3690 ; 1257 ; 406 ; 204; False;35 ; 22 ; 33; 16;  0; 0
ALCP089.COB ; 1778 ; 670 ; 241 ; 75; False;159 ; 73 ; 151; 66;  0; 0
ALCP090.COB ; 7835 ; 4541 ; 1694 ; 906; False;275 ; 170 ; 261; 160;  0; 0
ALCP091.COB ; 3476 ; 1419 ; 464 ; 219; False;163 ; 106 ; 151; 97;  0; 0
ALCP094.COB ; 2022 ; 1539 ; 551 ; 145; False;437 ; 122 ; 435; 122;  0; 0
ALCP095.COB ; 1159 ; 756 ; 213 ; 119; False;138 ; 96 ; 136; 96;  0; 0
ALCP097.COB ; 2708 ; 1219 ; 407 ; 187; False;67 ; 34 ; 65; 32;  0; 0
ALCP120.COB ; 1791 ; 1050 ; 491 ; 167; False;79 ; 26 ; 75; 20;  0; 0
ALCP201.COB ; 8665 ; 5929 ; 3184 ; 1507; False;270 ; 152 ; 254; 136;  0; 0
ALCP202.COB ; 1512 ; 912 ; 371 ; 108; False;95 ; 41 ; 91; 37;  0; 0
ALCP206.COB ; 1638 ; 1095 ; 412 ; 173; False;204 ; 106 ; 197; 101;  0; 0
ALCP208.COB ; 2097 ; 1076 ; 378 ; 147; False;160 ; 70 ; 156; 64;  0; 0
ALCP209.COB ; 3053 ; 1646 ; 458 ; 264; False;79 ; 39 ; 76; 36;  0; 0
ALCP215.COB ; 1075 ; 685 ; 206 ; 113; True;36 ; 20 ; 36; 20;  0; 0
ALCP218.COB ; 1579 ; 705 ; 206 ; 82; False;79 ; 33 ; 77; 31;  0; 0
ALCP221.COB ; 828 ; 666 ; 239 ; 117; False;139 ; 71 ; 133; 63;  0; 0
ALCP242.COB ; 4170 ; 2717 ; 1215 ; 553; False;82 ; 47 ; 74; 40;  0; 0
ALCP243.COB ; 4163 ; 2826 ; 1064 ; 626; False;68 ; 44 ; 64; 40;  0; 0
ALCP244.COB ; 7357 ; 4113 ; 1510 ; 717; False;82 ; 46 ; 78; 42;  0; 0
ALCP246.COB ; 1509 ; 1327 ; 735 ; 361; False;429 ; 211 ; 419; 197;  0; 0
ALCP247.COB ; 643 ; 467 ; 120 ; 45; False;54 ; 31 ; 52; 29;  0; 0
ALCP250.COB ; 1339 ; 889 ; 328 ; 138; False;37 ; 26 ; 33; 21;  0; 0
ALCP252.COB ; 1496 ; 1322 ; 710 ; 353; False;408 ; 196 ; 400; 182;  0; 0
ALCP254.COB ; 1896 ; 1684 ; 944 ; 478; False;239 ; 110 ; 233; 100;  0; 0
ALCP256.COB ; 1589 ; 1407 ; 783 ; 393; False;312 ; 149 ; 304; 139;  0; 0
ALCP259.COB ; 604 ; 407 ; 108 ; 33; False;44 ; 21 ; 42; 19;  0; 0
ALCP262.COB ; 1329 ; 773 ; 308 ; 123; False;161 ; 77 ; 157; 77;  0; 0
ALCP263.COB ; 1880 ; 1373 ; 451 ; 219; False;108 ; 54 ; 99; 49;  0; 0
ALCP264.COB ; 458 ; 417 ; 137 ; 49; False;111 ; 43 ; 109; 41;  0; 0
ALCP298.COB ; 837 ; 493 ; 134 ; 48; False;56 ; 33 ; 52; 27;  0; 0
ALCP306.COB ; 5764 ; 2619 ; 1131 ; 596; False;36 ; 19 ; 34; 16;  0; 0
ALCP325.COB ; 2074 ; 756 ; 289 ; 122; False;206 ; 106 ; 201; 104;  0; 0
ALCP326.COB ; 1796 ; 925 ; 393 ; 174; False;22 ; 8 ; 20; 6;  0; 0
ALCP331.COB ; 1678 ; 596 ; 195 ; 63; False;33 ; 20 ; 31; 18;  0; 0
ALCP333.COB ; 502 ; 479 ; 155 ; 64; False;50 ; 23 ; 48; 21;  0; 0
ALCP335.COB ; 2174 ; 1497 ; 531 ; 297; False;48 ; 23 ; 46; 21;  0; 0
ALCP336.COB ; 408 ; 369 ; 98 ; 29; True;85 ; 29 ; 85; 29;  0; 0
ALCP337.COB ; 1218 ; 1045 ; 440 ; 259; False;156 ; 92 ; 148; 84;  0; 0
ALCP342.COB ; 7746 ; 4049 ; 1817 ; 892; False;272 ; 170 ; 259; 160;  0; 0
ALCP345.COB ; 3213 ; 1084 ; 363 ; 163; False;146 ; 74 ; 138; 68;  0; 0
ALCP420.COB ; 3673 ; 1291 ; 437 ; 203; False;130 ; 70 ; 124; 65;  0; 0
ALCP421.COB ; 951 ; 554 ; 242 ; 68; False;59 ; 30 ; 57; 28;  0; 0
ALCP422.COB ; 1528 ; 953 ; 411 ; 150; False;65 ; 30 ; 63; 28;  0; 0
ALCP423.COB ; 2538 ; 681 ; 280 ; 76; False;63 ; 30 ; 61; 28;  0; 0
ALCP424.COB ; 846 ; 588 ; 144 ; 62; False;35 ; 18 ; 33; 16;  0; 0
ALCP425.COB ; 1136 ; 436 ; 113 ; 53; False;65 ; 32 ; 63; 30;  0; 0
ALCP470.COB ; 2494 ; 1615 ; 513 ; 287; False;46 ; 24 ; 44; 22;  0; 0
ALCP500.COB ; 5124 ; 3373 ; 1535 ; 608; False;168 ; 64 ; 160; 60;  0; 0
ALCP502.COB ; 6183 ; 3301 ; 1342 ; 521; False;114 ; 31 ; 107; 27;  0; 0
ALCP504.COB ; 6370 ; 3090 ; 1102 ; 484; False;60 ; 18 ; 58; 16;  0; 0
ALCP505.COB ; 601 ; 413 ; 128 ; 34; False;75 ; 31 ; 71; 29;  0; 0
ALCP519.COB ; 6619 ; 3743 ; 1678 ; 911; False;60 ; 31 ; 58; 27;  0; 0
ALCP520.COB ; 5343 ; 1785 ; 758 ; 379; False;23 ; 9 ; 21; 7;  0; 0
ALCP540.COB ; 8943 ; 4983 ; 2306 ; 1221; False;351 ; 187 ; 335; 174;  0; 0
ALCP542.COB ; 6527 ; 1410 ; 621 ; 312; True;55 ; 26 ; 55; 26;  0; 0
ALCP543.COB ; 1232 ; 435 ; 77 ; 21; False;46 ; 17 ; 44; 15;  0; 0
ALCP544.COB ; 1349 ; 812 ; 226 ; 67; False;25 ; 9 ; 23; 7;  0; 0
ALCP545.COB ; 564 ; 407 ; 123 ; 36; False;24 ; 8 ; 22; 6;  0; 0
ALCP550.COB ; 2291 ; 780 ; 308 ; 139; False;99 ; 50 ; 95; 45;  0; 0
ALCP551.COB ; 874 ; 616 ; 219 ; 75; False;43 ; 21 ; 41; 19;  0; 0
ALCP552.COB ; 743 ; 526 ; 189 ; 64; False;47 ; 26 ; 44; 23;  0; 0
ALCP558.COB ; 1435 ; 1035 ; 274 ; 121; True;40 ; 18 ; 40; 18;  0; 0
ALCP559.COB ; 1262 ; 846 ; 219 ; 108; False;35 ; 18 ; 33; 16;  0; 0
ALCP570.COB ; 2328 ; 1068 ; 268 ; 129; False;44 ; 21 ; 42; 19;  0; 0
ALCP571.COB ; 1796 ; 793 ; 227 ; 110; False;53 ; 25 ; 49; 21;  0; 0
ALCP575.COB ; 3913 ; 902 ; 283 ; 71; False;107 ; 33 ; 105; 33;  0; 0
ALCP577.COB ; 6937 ; 3351 ; 1372 ; 778; False;308 ; 211 ; 286; 185;  0; 0
ALCP579.COB ; 2180 ; 408 ; 113 ; 36; False;44 ; 19 ; 42; 14;  0; 0
ALCP610.COB ; 423 ; 314 ; 72 ; 27; False;10 ; 7 ; 8; 5;  0; 0
ALCP631.COB ; 2473 ; 1245 ; 433 ; 200; False;35 ; 20 ; 33; 16;  0; 0
ALCP637.COB ; 1848 ; 791 ; 235 ; 97; False;35 ; 20 ; 33; 16;  0; 0
ALCP639.COB ; 3272 ; 1019 ; 298 ; 156; False;47 ; 28 ; 45; 26;  0; 0
ALCP644.COB ; 1279 ; 475 ; 144 ; 33; True;65 ; 27 ; 65; 27;  0; 0
ALCP666.COB ; 6147 ; 3804 ; 1563 ; 964; False;38 ; 18 ; 36; 16;  0; 0
ALCP667.COB ; 1098 ; 693 ; 198 ; 86; True;88 ; 41 ; 88; 41;  0; 0
ALCP676.COB ; 1958 ; 887 ; 327 ; 126; True;127 ; 57 ; 127; 57;  0; 0
ALCP679.COB ; 1586 ; 870 ; 257 ; 123; False;74 ; 30 ; 70; 26;  0; 0
ALCP680.COB ; 575 ; 433 ; 115 ; 50; True;84 ; 46 ; 84; 46;  0; 0
ALCP686.COB ; 3501 ; 1400 ; 607 ; 367; False;205 ; 123 ; 185; 100;  0; 0
ALCP687.COB ; 2884 ; 882 ; 305 ; 144; False;81 ; 41 ; 77; 37;  0; 0
ALCP688.COB ; 3488 ; 1207 ; 419 ; 221; False;260 ; 144 ; 251; 133;  0; 0
ALCP689.COB ; 992 ; 746 ; 218 ; 111; False;49 ; 28 ; 47; 25;  0; 0
ALCP690.COB ; 1176 ; 868 ; 298 ; 127; False;75 ; 41 ; 72; 38;  0; 0
ALCP691.COB ; 972 ; 727 ; 214 ; 102; False;85 ; 39 ; 83; 37;  0; 0
ALCP692.COB ; 2534 ; 1813 ; 884 ; 412; False;256 ; 122 ; 239; 110;  0; 0
ALCP693.COB ; 2773 ; 2260 ; 1239 ; 576; False;290 ; 142 ; 269; 124;  0; 0
ALCP694.COB ; 2645 ; 1980 ; 1043 ; 468; False;131 ; 67 ; 128; 63;  0; 0
ALCP695.COB ; 2388 ; 1674 ; 767 ; 408; False;195 ; 95 ; 184; 90;  0; 0
ALCP696.COB ; 2497 ; 1776 ; 852 ; 458; False;193 ; 95 ; 182; 90;  0; 0
ALCP697.COB ; 2611 ; 1922 ; 986 ; 524; False;286 ; 142 ; 264; 130;  0; 0
ALCP698.COB ; 302 ; 182 ; 60 ; 9; False;28 ; 9 ; 28; 9;  0; 0
ALCP700.COB ; 2187 ; 1483 ; 383 ; 196; True;43 ; 18 ; 43; 18;  0; 0
ALCP701.COB ; 482 ; 468 ; 162 ; 68; False;88 ; 39 ; 84; 36;  0; 0
ALCP702.COB ; 4117 ; 2014 ; 696 ; 336; False;72 ; 41 ; 69; 37;  0; 0
ALCP703.COB ; 1950 ; 1223 ; 444 ; 195; False;110 ; 51 ; 107; 46;  0; 0
ALCP704.COB ; 2316 ; 1666 ; 627 ; 266; False;312 ; 120 ; 304; 112;  0; 0
ALCP705.COB ; 2988 ; 1810 ; 583 ; 267; False;51 ; 23 ; 47; 19;  0; 0
ALCP706.COB ; 3630 ; 1833 ; 797 ; 389; False;124 ; 68 ; 120; 62;  0; 0
ALCP707.COB ; 1426 ; 1074 ; 395 ; 179; False;183 ; 78 ; 181; 76;  0; 0
ALCP754.COB ; 1831 ; 882 ; 295 ; 86; False;67 ; 32 ; 65; 29;  0; 0
ALCP755.COB ; 1752 ; 779 ; 266 ; 66; False;69 ; 32 ; 67; 29;  0; 0
ALCP787.COB ; 1244 ; 862 ; 326 ; 135; False;50 ; 24 ; 48; 22;  0; 0
ALCP901.COB ; 19907 ; 3653 ; 1083 ; 486; False;93 ; 32 ; 91; 30;  0; 0
ALCP936.COB ; 1346 ; 991 ; 368 ; 181; False;78 ; 43 ; 76; 41;  0; 0
ALCP998.COB ; 1601 ; 888 ; 272 ; 127; False;105 ; 65 ; 99; 59;  0; 0
ALCS024.COB ; 4550 ; 2720 ; 1339 ; 576; False;12 ; 7 ; 10; 5;  0; 0
ALCS025.COB ; 2498 ; 1626 ; 918 ; 458; False;12 ; 7 ; 10; 5;  0; 0
ALCS026.COB ; 4377 ; 2529 ; 1451 ; 670; False;12 ; 7 ; 10; 5;  0; 0
ALCS027.COB ; 3947 ; 2288 ; 1305 ; 596; False;12 ; 7 ; 10; 5;  0; 0
ALCS028.COB ; 3214 ; 2019 ; 1152 ; 561; False;12 ; 7 ; 10; 5;  0; 0
ALCS029.COB ; 3131 ; 1937 ; 1108 ; 547; False;12 ; 7 ; 10; 5;  0; 0
ALCS030.COB ; 2452 ; 1508 ; 907 ; 373; False;12 ; 7 ; 10; 5;  0; 0
ALCS031.COB ; 2486 ; 1589 ; 894 ; 433; False;12 ; 7 ; 10; 5;  0; 0
ALCS032.COB ; 2925 ; 1664 ; 1033 ; 445; False;12 ; 7 ; 10; 5;  0; 0
ALCS048.COB ; 2712 ; 1517 ; 882 ; 393; False;12 ; 7 ; 10; 5;  0; 0
ALCS049.COB ; 3321 ; 1967 ; 1093 ; 494; False;12 ; 7 ; 10; 5;  0; 0
ALCS065.COB ; 2422 ; 1512 ; 896 ; 408; False;41 ; 25 ; 37; 23;  0; 0
ALCS066.COB ; 4426 ; 2716 ; 1246 ; 612; False;41 ; 25 ; 37; 23;  0; 0
ALCS067.COB ; 2012 ; 1272 ; 743 ; 354; False;12 ; 7 ; 10; 5;  0; 0
ALCS068.COB ; 2176 ; 1353 ; 823 ; 378; False;12 ; 7 ; 10; 5;  0; 0
ALCS070.COB ; 2527 ; 1373 ; 885 ; 325; False;6 ; 4 ; 5; 2;  0; 0
ALCS140.COB ; 2678 ; 1191 ; 684 ; 288; False;5 ; 4 ; 3; 2;  0; 0
ALCS141.COB ; 6722 ; 3445 ; 1803 ; 798; False;5 ; 4 ; 3; 2;  0; 0
ALCS142.COB ; 5808 ; 2954 ; 1710 ; 799; False;119 ; 71 ; 109; 64;  0; 0
ALCS143.COB ; 6256 ; 2940 ; 1561 ; 752; False;5 ; 4 ; 3; 2;  0; 0
ALCS144.COB ; 5430 ; 2497 ; 1350 ; 635; False;5 ; 4 ; 3; 2;  0; 0
ALCS145.COB ; 2768 ; 1347 ; 778 ; 339; False;85 ; 46 ; 75; 40;  0; 0
ALCS146.COB ; 5675 ; 3188 ; 1294 ; 692; False;110 ; 59 ; 98; 51;  0; 0
ALCS147.COB ; 8252 ; 4910 ; 1986 ; 1130; False;100 ; 62 ; 92; 54;  0; 0
ALCS150.COB ; 2294 ; 1230 ; 722 ; 311; False;68 ; 36 ; 62; 32;  0; 0
ALCS151.COB ; 2603 ; 1555 ; 803 ; 360; False;69 ; 36 ; 63; 32;  0; 0
ALCS152.COB ; 2191 ; 1120 ; 694 ; 268; False;5 ; 4 ; 3; 2;  0; 0
ALCS241.COB ; 5366 ; 2818 ; 1449 ; 733; False;95 ; 58 ; 85; 50;  0; 0
ALCS242.COB ; 5205 ; 2885 ; 1469 ; 760; False;106 ; 66 ; 96; 53;  0; 0
ALCS244.COB ; 4968 ; 2699 ; 1363 ; 703; False;119 ; 61 ; 109; 55;  0; 0
ALCS246.COB ; 7243 ; 4174 ; 1994 ; 1097; False;96 ; 62 ; 88; 54;  0; 0
ALCS247.COB ; 6953 ; 3981 ; 1777 ; 987; False;134 ; 84 ; 120; 72;  0; 0
ALCS248.COB ; 7136 ; 3844 ; 1807 ; 963; False;96 ; 60 ; 88; 52;  0; 0
ALCS250.COB ; 2500 ; 1363 ; 795 ; 336; False;99 ; 50 ; 90; 44;  0; 0
ALCS251.COB ; 2496 ; 1366 ; 795 ; 336; False;99 ; 50 ; 90; 44;  0; 0
ALCU009.COB ; 6114 ; 5744 ; 3763 ; 1507; False;18 ; 8 ; 17; 6;  0; 0
ALCU014.COB ; 781 ; 672 ; 246 ; 102; False;125 ; 60 ; 123; 58;  0; 0
ALCU020.COB ; 2658 ; 1698 ; 525 ; 271; False;118 ; 65 ; 106; 55;  0; 0
ALCU021.COB ; 14828 ; 14376 ; 6698 ; 4372; False;43 ; 20 ; 41; 18;  0; 0
ALCU022.COB ; 2371 ; 1701 ; 654 ; 312; False;70 ; 39 ; 67; 35;  0; 0
ALCU023.COB ; 1309 ; 958 ; 396 ; 164; False;92 ; 53 ; 86; 47;  0; 0
ALCU024.COB ; 2811 ; 2096 ; 877 ; 510; False;327 ; 200 ; 307; 182;  0; 0
ALCU026.COB ; 5431 ; 3803 ; 1484 ; 849; False;331 ; 197 ; 311; 177;  0; 0
ALCU027.COB ; 1359 ; 798 ; 238 ; 110; False;100 ; 57 ; 95; 55;  0; 0
ALCU028.COB ; 2100 ; 1213 ; 555 ; 294; False;79 ; 43 ; 73; 39;  0; 0
ALCU029.COB ; 6177 ; 3982 ; 905 ; 551; False;120 ; 78 ; 112; 70;  0; 0
ALCU030.COB ; 16361 ; 16090 ; 7477 ; 4972; False;47 ; 24 ; 45; 22;  0; 0
ALCU031.COB ; 1918 ; 1353 ; 278 ; 166; False;49 ; 26 ; 47; 24;  0; 0
ALCU034.COB ; 1104 ; 898 ; 382 ; 148; False;54 ; 27 ; 52; 25;  0; 0
ALCU036.COB ; 1413 ; 996 ; 468 ; 148; False;41 ; 16 ; 39; 14;  0; 0
ALCU039.COB ; 435 ; 407 ; 192 ; 97; False;46 ; 36 ; 42; 19;  0; 0
ALCU042.COB ; 431 ; 407 ; 190 ; 97; False;46 ; 36 ; 42; 19;  0; 0
ALCU045.COB ; 2888 ; 2158 ; 875 ; 437; False;389 ; 214 ; 364; 192;  0; 0
ALCU047.COB ; 1783 ; 993 ; 538 ; 239; False;104 ; 60 ; 98; 54;  0; 0
ALCU050.COB ; 4361 ; 3660 ; 1658 ; 1185; False;42 ; 20 ; 41; 19;  0; 0
ALCU051.COB ; 1211 ; 765 ; 283 ; 165; False;60 ; 36 ; 58; 32;  0; 0
ALCU052.COB ; 1812 ; 1136 ; 465 ; 158; False;94 ; 36 ; 90; 34;  0; 0
ALCU053.COB ; 1396 ; 1063 ; 469 ; 210; False;74 ; 41 ; 68; 35;  0; 0
ALCU061.COB ; 3309 ; 1983 ; 965 ; 461; False;253 ; 140 ; 239; 126;  0; 0
ALCU062.COB ; 1912 ; 1125 ; 531 ; 260; False;414 ; 226 ; 407; 218;  0; 0
ALCU063.COB ; 1916 ; 1420 ; 468 ; 298; False;22 ; 16 ; 20; 13;  0; 0
ALCU064.COB ; 3210 ; 1344 ; 365 ; 195; False;129 ; 82 ; 121; 76;  0; 0
ALCU065.COB ; 2635 ; 1761 ; 600 ; 374; False;111 ; 61 ; 109; 59;  0; 0
ALCU066.COB ; 941 ; 534 ; 187 ; 88; False;83 ; 42 ; 76; 39;  0; 0
