filename; file size V1; file size V2; file size V1 no comment; file size V2 no comment; diff line count;LTS size V1; LTS size V2; CFG size V1; CFG size V2;;;;
CAPVA01.COB ;960;741;814;586;1703;255;158;208;102;;;;
CAPVA02.COB ;1236;891;1090;740;2129;313;216;237;131;;;;
CAPVA03.COB ;1101;870;925;672;1973;329;188;281;123;;;;
CAPVA04.COB ;1369;1072;1193;874;2443;379;238;306;148;;;;
CAPVA05.COB ;736;541;590;390;1279;213;116;187;81;;;;
CAPVA06.COB ;836;611;690;460;1449;233;136;197;91;;;;
CAPVA07.COB ;805;628;629;435;1435;275;123;254;88;;;;
CVDB001.COB ;7263;5221;6458;4174;12486;2143;1429;2065;1126;;;;
CVDB002.COB ;4923;3200;4348;2455;8125;1236;681;1139;530;;;;
CVDB003.COB ;1595;1095;1335;756;2692;315;160;308;134;;;;
CVDB004.COB ;3214;2040;2771;1432;5256;807;430;787;357;;;;
CVDB010.COB ;1811;1124;1486;743;2937;434;203;412;172;;;;
CVDB011.COB ;1799;1110;1502;737;2911;436;236;429;200;;;;
CVDB101.COB ;1775;1257;1490;882;3034;438;222;420;177;;;;
CVDB105.COB ;1999;1390;1700;991;3391;457;259;441;213;;;;
CVDB202.COB ;1879;1103;1583;745;2984;473;248;469;219;;;;
CVDC001.COB ;3081;2283;2348;1604;5366;1252;597;1183;465;;;;
CVDC002.COB ;2104;1512;1612;1073;3618;783;340;735;257;;;;
CVDC003.COB ;2054;1491;1559;1049;3547;777;343;729;259;;;;
CVDC004.COB ;2207;1683;1639;1149;3892;899;451;850;357;;;;
CVDC005.COB ;1628;1063;1176;716;2693;631;254;597;198;;;;
CVDC006.COB ;2674;2073;2089;1537;4749;1093;519;1001;389;;;;
CVDC007.COB ;2374;1787;1844;1315;4163;931;476;855;363;;;;
CVDC010.COB ;1588;1011;1155;679;2601;610;246;576;196;;;;
CVDP005.COB ;1535;971;1266;648;2508;247;122;235;103;;;;
CVDP006.COB ;1227;851;1017;610;2080;233;80;225;58;;;;
CVDP007.COB ;1706;1041;1416;695;2749;277;141;265;119;;;;
CVDP008.COB ;1244;863;1026;615;2109;237;81;229;59;;;;
CVDP009.COB ;1526;950;1235;628;2478;322;113;308;89;;;;
CVDP100.COB ;2904;1942;2427;1281;4848;756;374;738;305;;;;
CVDP102.COB ;2926;1679;2543;1180;4607;636;383;563;293;;;;
CVDP103.COB ;2894;1637;2492;1118;4533;645;367;581;281;;;;
CVDP104.COB ;1143;862;940;634;2007;225;82;216;61;;;;
CVDP201.COB ;1751;1000;1488;640;2753;276;136;260;107;;;;
CVDS001.COB ;3951;2115;3181;1517;6068;1134;524;1066;390;;;;
CVDS002.COB ;4175;2475;3471;1933;6652;1124;577;997;427;;;;
CVDS003.COB ;4026;2318;3322;1778;6346;1084;543;977;408;;;;
CVDS004.COB ;2980;1491;2377;1049;4473;833;371;777;280;;;;
CVDS006.COB ;5301;3397;4389;2577;8700;1552;831;1389;617;;;;
CVDS007.COB ;4408;2766;3621;2076;7176;1298;669;1173;505;;;;
CVDU001.COB ;817;373;696;234;1192;127;68;124;55;;;;
CVDU002.COB ;3148;1717;2741;1302;4867;688;378;553;217;;;;
CVDU003.COB ;630;369;469;198;1001;161;68;149;52;;;;
DABB011.COB ;8689;5868;7259;3948;14559;2583;1431;2391;1079;;;;
DABB026.COB ;1462;942;1262;646;2406;305;167;300;137;;;;
DABB043.COB ;2558;1784;2136;1243;4344;705;327;663;249;;;;
DABB070.COB ;1886;1217;1590;860;3105;339;160;326;130;;;;
DABB071.COB ;1967;1225;1669;861;3194;339;160;326;130;;;;
DABB072.COB ;2324;1581;1965;1131;3907;431;200;417;160;;;;
DABB101.COB ;3917;2680;3414;2019;6599;980;590;928;471;;;;
DABB103.COB ;2444;1565;2077;1084;4011;587;293;562;238;;;;
DABB104.COB ;2474;1825;2150;1336;4301;729;398;701;316;;;;
DABB105.COB ;1171;1019;991;733;2192;308;176;297;141;;;;
DABB222.COB ;1719;1065;1491;762;2786;290;154;275;123;;;;
DABB223.COB ;1232;971;1017;669;2205;332;163;321;125;;;;
DABB224.COB ;2737;1097;2504;786;3836;296;159;278;125;;;;
DABB226.COB ;2661;1304;2370;933;3967;329;172;309;132;;;;
DABB400.COB ;5501;4359;4294;2784;9862;1940;874;1856;633;;;;
DABB401.COB ;1869;1436;1547;1005;3307;520;273;491;210;;;;
DABB598.COB ;1526;1114;1274;770;2642;383;200;377;170;;;;
DABB600.COB ;2305;1399;1960;932;3706;461;222;444;179;;;;
DABB601.COB ;3567;1679;3235;1202;5248;517;284;499;233;;;;
DABB603.COB ;2002;1369;1662;936;3373;430;190;413;148;;;;
DABB604.COB ;1074;899;852;605;1975;260;125;257;105;;;;
DABB611.COB ;3083;2069;2649;1455;5154;701;353;677;285;;;;
DABB612.COB ;1716;1155;1494;833;2873;411;216;391;167;;;;
DABB701.COB ;2680;1884;2271;1320;4566;662;315;643;255;;;;
DABB703.COB ;1533;1180;1255;820;2715;357;182;352;157;;;;
DABB705.COB ;2471;1754;2063;1193;4227;642;305;627;249;;;;
DABB732.COB ;1597;973;1322;613;2572;283;151;270;125;;;;
DABB734.COB ;1812;1100;1571;795;2914;336;172;322;137;;;;
DABB739.COB ;1926;1247;1627;830;3175;373;203;358;165;;;;
DABB740.COB ;1742;1145;1456;752;2889;337;186;325;153;;;;
DABB741.COB ;1848;1163;1561;768;3013;339;187;326;153;;;;
DABB742.COB ;3384;1442;3091;1032;4828;362;203;344;163;;;;
DABB743.COB ;1761;1165;1474;770;2928;343;189;330;154;;;;
DABB744.COB ;3391;1448;3094;1034;4841;362;203;344;163;;;;
DABB745.COB ;1802;1151;1517;758;2955;339;187;326;153;;;;
DABB746.COB ;1800;1149;1515;756;2951;337;186;325;153;;;;
DABB747.COB ;1802;1151;1517;758;2955;339;187;326;153;;;;
DABB748.COB ;2053;1338;1742;903;3393;397;213;384;170;;;;
DABB749.COB ;1873;1163;1586;768;3038;339;187;326;153;;;;
DABB750.COB ;1872;1163;1585;768;3037;339;187;326;153;;;;
DABB751.COB ;2140;1420;1820;968;3562;424;225;411;178;;;;
DABB752.COB ;1928;1166;1640;766;3096;355;193;341;158;;;;
DABB753.COB ;1679;969;1405;625;2650;296;146;285;119;;;;
DABB825.COB ;1863;1280;1568;867;3145;349;207;322;158;;;;
DABB875.COB ;2249;1582;1858;1090;3833;598;267;569;205;;;;
DABB887.COB ;2922;2010;2430;1355;4934;721;369;682;275;;;;
DABB937.COB ;6294;2779;5391;1715;9075;665;320;630;249;;;;
DABP012.COB ;1951;1222;1676;826;3175;376;233;359;189;;;;
DABP035.COB ;831;441;704;247;1274;111;41;111;37;;;;
DABP096.COB ;2276;1243;1882;749;3521;449;199;437;164;;;;
DABP100.COB ;995;730;833;455;1727;230;101;225;86;;;;
DABP102.COB ;1953;1298;1596;823;3253;434;209;414;165;;;;
DABP106.COB ;4233;1939;3870;1372;6174;661;336;623;257;;;;
DABP108.COB ;1050;778;828;465;1830;235;125;224;99;;;;
DABP110.COB ;2213;1572;1811;1038;3787;563;270;526;204;;;;
DABP111.COB ;726;456;593;275;1184;106;43;106;38;;;;
DABP112.COB ;982;604;795;367;1588;171;62;170;53;;;;
DABP113.COB ;2172;1535;1786;1017;3709;554;268;523;206;;;;
DABP114.COB ;2177;1549;1789;1027;3728;563;280;531;216;;;;
DABP115.COB ;2186;1556;1801;1037;3744;562;278;528;212;;;;
DABP116.COB ;3266;1523;2933;1030;4791;502;262;483;218;;;;
DABP117.COB ;5303;2880;4832;2134;8185;1091;649;980;450;;;;
DABP120.COB ;271;265;175;121;538;56;22;56;21;;;;
DABP141.COB ;1238;840;979;506;2080;296;112;286;86;;;;
DABP142.COB ;1487;850;1233;525;2339;289;107;280;83;;;;
DABP214.COB ;2963;1658;2531;1072;4623;591;237;536;164;;;;
DABP216.COB ;4629;2288;4084;1572;6919;763;392;671;265;;;;
DABP217.COB ;1174;720;1003;459;1896;255;103;239;83;;;;
DABP218.COB ;1162;638;1000;393;1802;173;85;166;70;;;;
DABP219.COB ;3153;1478;2871;1045;4633;502;221;457;154;;;;
DABP225.COB ;2181;1284;1868;849;3467;475;210;404;131;;;;
DABP410.COB ;2489;1938;2080;1322;4429;833;422;796;314;;;;
DABP411.COB ;2505;1945;2096;1330;4452;833;422;796;314;;;;
DABP412.COB ;2461;1893;2052;1278;4356;833;422;796;314;;;;
DABP413.COB ;2196;1511;1790;977;3709;640;302;596;222;;;;
DABP414.COB ;1664;1126;1341;704;2792;429;188;409;138;;;;
DABP415.COB ;1734;1197;1392;744;2933;449;197;429;146;;;;
DABP416.COB ;2132;1699;1839;1249;3833;706;380;610;243;;;;
DABP419.COB ;2333;1655;2028;1166;3990;696;338;625;241;;;;
DABP421.COB ;2240;1520;1776;927;3762;603;327;546;240;;;;
DABP422.COB ;2419;1579;1998;1039;4000;616;318;571;246;;;;
DABP423.COB ;3094;2096;2622;1434;5192;869;424;815;304;;;;
DABP426.COB ;2249;1723;1837;1111;3974;761;415;651;290;;;;
DABP430.COB ;1749;491;1419;314;2242;410;34;393;28;;;;
DABP431.COB ;1011;757;820;497;1770;268;112;251;77;;;;
DABP435.COB ;1809;1046;1508;658;2857;426;177;400;132;;;;
DABP437.COB ;1936;1139;1683;775;3077;446;215;445;175;;;;
DABP441.COB ;2073;1261;1758;834;3336;484;218;453;162;;;;
DABP480.COB ;1432;1259;1250;929;2693;526;322;475;233;;;;
DABP597.COB ;569;424;419;238;995;152;61;152;53;;;;
DABP599.COB ;577;432;427;246;1011;152;62;152;53;;;;
DABP613.COB ;1203;785;972;489;1990;235;74;228;57;;;;
DABP721.COB ;441;317;335;181;760;69;25;68;22;;;;
DABP722.COB ;1334;767;1126;490;2103;185;86;179;73;;;;
DABP723.COB ;1442;773;1227;491;2217;203;93;194;77;;;;
DABP725.COB ;1374;821;1166;538;2197;198;100;187;79;;;;
DABP726.COB ;1390;833;1178;542;2225;194;98;189;81;;;;
DABP727.COB ;1362;805;1153;519;2169;184;90;179;75;;;;
DABP728.COB ;1391;831;1179;542;2224;204;102;191;79;;;;
DABP729.COB ;1333;762;1124;482;2097;181;82;176;70;;;;
DABP731.COB ;1248;760;1038;479;2010;185;84;180;71;;;;
DABP733.COB ;1394;857;1178;572;2253;232;121;212;90;;;;
DABP736.COB ;3250;1225;2992;873;4477;289;161;271;128;;;;
DABP738.COB ;3962;1316;3690;945;5280;313;170;288;125;;;;
DABP801.COB ;2029;1383;1689;943;3414;515;234;484;178;;;;
DABP807.COB ;1004;532;857;338;1538;146;51;139;40;;;;
DABP811.COB ;603;423;473;250;1028;134;42;127;31;;;;
DABP815.COB ;1499;740;1226;432;2241;169;83;163;68;;;;
DABP820.COB ;1318;895;1052;584;2215;312;214;262;138;;;;
DABP840.COB ;843;408;677;242;1253;145;34;135;30;;;;
DABP851.COB ;732;474;625;305;1208;123;58;117;47;;;;
DABP860.COB ;964;657;819;440;1623;166;80;153;59;;;;
DABP888.COB ;612;489;484;303;1103;112;46;107;37;;;;
DABP936.COB ;2076;1021;1839;678;3099;343;139;319;103;;;;
DABS005.COB ;2559;1395;2042;995;3956;733;384;685;291;;;;
DABS010.COB ;8435;5637;7141;4644;14074;1995;1133;1746;774;;;;
DABS020.COB ;4834;3088;3885;2332;7924;1573;803;1334;555;;;;
DABS050.COB ;5566;3574;4380;2618;9142;1724;894;1496;635;;;;
DABS060.COB ;6338;4019;5019;2962;10359;1914;976;1638;696;;;;
DABS070.COB ;4264;2636;3389;1989;6902;1305;663;1194;481;;;;
DABS080.COB ;4672;3090;3792;2359;7764;1571;880;1351;632;;;;
DABS085.COB ;1986;1155;1514;820;3143;704;293;656;216;;;;
DABS090.COB ;4786;3103;3854;2400;7891;1448;782;1302;565;;;;
DABS095.COB ;4163;2751;3335;2111;6916;1448;754;1271;550;;;;
DABU001.COB ;778;659;620;451;1439;199;100;192;83;;;;
DABU003.COB ;791;578;677;436;1371;157;82;157;72;;;;
DABU005.COB ;2339;1465;2042;1062;3806;456;201;419;129;;;;
DABU006.COB ;3129;2681;2701;1984;5812;1119;550;1013;336;;;;
DABU007.COB ;1323;1007;1172;773;2332;358;178;298;117;;;;
DABU008.COB ;1055;885;941;700;1942;323;168;273;112;;;;
DABU009.COB ;2097;1737;1859;1338;3836;604;302;540;198;;;;
DABU014.COB ;1503;1017;1291;736;2522;316;145;282;95;;;;
DABU015.COB ;1193;985;1042;744;2180;371;190;328;124;;;;
DABU023.COB ;1003;839;890;658;1844;305;162;259;109;;;;
DABU500.COB ;6785;3873;5655;2478;10660;1530;829;1383;603;;;;
DABU998.COB ;1606;1439;1407;1121;3047;359;132;352;74;;;;
DABU999.COB ;1002;928;903;757;1932;165;81;150;51;;;;
DABVA05.COB ;606;444;460;296;1052;187;86;174;65;;;;
DABVA10.COB ;1085;829;909;635;1916;325;184;279;121;;;;
DABVA20.COB ;1232;884;1086;733;2118;311;214;236;130;;;;
DABVA50.COB ;1002;719;856;568;1723;237;140;199;93;;;;
DABVA60.COB ;1111;793;965;642;1906;275;178;218;112;;;;
DABVA70.COB ;895;694;719;500;1591;291;150;262;104;;;;
DABVA80.COB ;976;708;830;554;1686;270;163;221;105;;;;
DABVA85.COB ;763;584;587;395;1349;267;115;250;84;;;;
DABVA90.COB ;985;758;809;564;1745;307;166;270;112;;;;
DABVA95.COB ;920;690;768;527;1612;271;162;225;106;;;;
HSAB050.COB ;2356;1445;2044;1054;3803;495;242;476;202;;;;
HSAP004.COB ;2938;1774;2639;1322;4714;447;258;374;174;;;;
HSAP005.COB ;2383;1570;2122;1145;3955;420;219;365;149;;;;
HSAP008.COB ;1428;656;1237;394;2086;232;94;224;75;;;;
HSAP040.COB ;1108;819;915;538;1929;220;121;219;99;;;;
HSAP060.COB ;906;550;792;366;1458;131;47;125;36;;;;
HSAS300.COB ;2208;1161;1707;832;3371;767;300;742;225;;;;
HSAS301.COB ;2545;1052;2077;747;3599;650;251;625;198;;;;
HSAU002.COB ;3181;2491;2823;1964;5674;764;401;761;343;;;;
HSAU300.COB ;3859;2351;3568;1881;6212;1023;648;1000;529;;;;
HSAU301.COB ;3360;2173;2900;1632;5535;759;399;636;256;;;;
HSPB002.COB ;3328;969;3106;651;4299;331;156;324;124;;;;
HSPB020.COB ;4123;1328;3789;902;5453;470;234;450;183;;;;
HSPB025.COB ;1771;1257;1458;845;3030;442;207;426;163;;;;
HSPB029.COB ;2508;1896;1988;1216;4406;677;305;642;241;;;;
HSPB032.COB ;1087;903;889;622;1992;280;147;273;121;;;;
HSPB033.COB ;1847;1328;1513;902;3177;470;234;450;183;;;;
HSPB035.COB ;2614;1988;2076;1268;4604;750;328;711;254;;;;
HSPB036.COB ;1799;1279;1482;859;3080;454;210;437;165;;;;
HSPB063.COB ;2473;1639;2119;1169;4114;528;262;513;218;;;;
HSPB081.COB ;1177;573;1018;340;1752;167;70;161;57;;;;
HSPB929.COB ;1566;1204;1301;857;2772;494;232;475;176;;;;
HSPP017.COB ;377;286;265;140;665;73;18;72;17;;;;
HSPP018.COB ;2697;742;2486;470;3441;301;100;292;76;;;;
HSPP019.COB ;370;286;258;141;658;73;18;72;17;;;;
HSPP031.COB ;679;445;526;243;1126;158;43;157;39;;;;
HSPP034.COB ;1104;749;894;482;1855;307;101;298;77;;;;
HSPP040.COB ;854;430;731;248;1286;103;36;102;33;;;;
HSPP064.COB ;2412;1911;1882;1227;4325;729;367;685;277;;;;
HSPP068.COB ;1275;653;1075;394;1930;238;94;230;75;;;;
HSPP069.COB ;3332;2082;2953;1525;5416;811;402;621;189;;;;
HSPP070.COB ;1378;273;1283;132;1653;60;18;59;17;;;;
HSPP085.COB ;2423;1032;2068;594;3457;426;180;406;140;;;;
HSPP087.COB ;1088;625;965;436;1715;137;56;133;46;;;;
HSPP090.COB ;951;734;721;434;1687;253;110;241;88;;;;
HSPP097.COB ;3935;3137;3362;1870;7074;2686;1907;2669;1583;;;;
HSPP098.COB ;2038;1526;1658;1011;3566;538;292;517;231;;;;
HSPP105.COB ;3302;1989;3037;1617;5293;670;418;556;293;;;;
HSPP106.COB ;1134;844;939;557;1980;224;122;223;100;;;;
HSPP107.COB ;3493;2202;3241;1808;5697;727;453;591;311;;;;
HSPS302.COB ;2237;1158;1739;830;3397;783;311;758;234;;;;
HSPS303.COB ;2883;1802;2412;1484;4687;659;262;634;207;;;;
HSPU005.COB ;15911;12784;14854;11128;28697;2844;1715;2817;1428;;;;
HSPU010.COB ;292;280;206;134;574;144;59;137;40;;;;
HSPU011.COB ;314;296;216;134;612;145;49;138;33;;;;
HSPU300.COB ;1542;228;1460;107;1772;40;15;40;13;;;;
HSPU302.COB ;6610;2896;6280;2346;9508;1352;859;1329;689;;;;
HSPU303.COB ;4944;3609;4218;2810;8555;1035;615;869;430;;;;
HSPU400.COB ;1218;176;1150;81;1396;28;13;28;12;;;;
HSPU500.COB ;2146;883;2014;663;3031;296;147;255;100;;;;
L62B480.COB ;1132;892;909;609;2026;256;120;253;103;;;;
L62B481.COB ;1688;1318;1350;871;3008;519;281;507;237;;;;
L62P261.COB ;2068;1304;1779;853;3374;597;287;535;206;;;;
L62U019.COB ;374;128;329;36;504;49;10;49;7;;;;
L62U200.COB ;1220;825;1004;563;2047;399;177;386;149;;;;
L62U300.COB ;551;495;415;294;1048;159;68;139;39;;;;
LADB140.COB ;1665;1447;1407;1076;3114;398;219;394;188;;;;
LADB150.COB ;8940;8168;8304;6930;17110;3803;2491;3359;1717;;;;
LADB200.COB ;3250;2248;2675;1556;5500;954;514;890;418;;;;
LADB300.COB ;2472;1879;2068;1336;4353;701;399;668;332;;;;
LADB400.COB ;2487;1733;2084;1242;4222;533;315;514;265;;;;
LADB600.COB ;2586;1889;2175;1385;4477;627;363;608;308;;;;
LADP100.COB ;1471;935;1243;625;2408;239;123;229;100;;;;
LADP110.COB ;1749;1119;1437;718;2870;340;196;321;159;;;;
LADP120.COB ;1476;770;1252;472;2248;209;101;202;85;;;;
LADP130.COB ;4567;1683;4127;1117;6252;559;371;527;299;;;;
LADP310.COB ;2498;1469;2111;999;3969;422;257;398;205;;;;
LADP320.COB ;848;587;684;390;1437;164;48;162;41;;;;
LADP330.COB ;863;593;686;380;1458;177;58;175;49;;;;
LADP340.COB ;734;528;554;310;1264;193;64;191;53;;;;
LADP350.COB ;878;498;701;287;1378;176;53;174;45;;;;
LADP420.COB ;1643;990;1409;690;2635;472;241;447;192;;;;
LADP500.COB ;1030;778;839;537;1810;242;103;240;83;;;;
LADP700.COB ;591;463;471;290;1056;101;35;98;27;;;;
LADS010.COB ;1773;975;1373;720;2750;594;223;553;160;;;;
LADS011.COB ;1757;936;1358;682;2695;578;205;545;151;;;;
LADU100.COB ;2304;1400;1932;985;3706;406;285;375;224;;;;
LADU200.COB ;1993;1253;1701;906;3248;524;315;499;263;;;;
LADU300.COB ;708;454;601;299;1164;127;67;120;53;;;;
LEDB150.COB ;7431;6915;6821;5736;14348;3413;2168;3077;1523;;;;
LEDBW10.COB ;1223;796;979;493;2021;296;148;287;120;;;;
LEDBW20.COB ;1935;1175;1588;784;3112;372;220;355;178;;;;
LEDBW30.COB ;1111;657;885;398;1770;215;103;206;85;;;;
LEDBW40.COB ;1143;692;913;427;1837;231;107;221;89;;;;
LEDP154.COB ;836;500;659;289;1338;172;51;170;44;;;;
LEDS001.COB ;1750;917;1351;666;2669;570;192;541;144;;;;
LEDUB31.COB ;1262;938;1087;709;2202;487;236;475;189;;;;
LEDUB32.COB ;692;381;545;224;1075;211;76;203;63;;;;
LEDUB33.COB ;670;363;523;206;1035;211;76;203;63;;;;
LEDUT31.COB ;2091;1902;1849;1431;3995;961;461;933;351;;;;
LEDUT32.COB ;1233;1074;1031;716;2309;612;290;598;225;;;;
LEDUT33.COB ;1076;921;884;591;1999;510;239;497;187;;;;
LEDUW01.COB ;3571;2829;2963;2016;6402;1186;737;1063;549;;;;
LEDUW02.COB ;1234;993;956;623;2229;396;265;374;204;;;;
LEDUW10.COB ;2516;2045;2093;1440;4563;1027;722;975;564;;;;
LEDUW20.COB ;747;547;592;332;1296;195;114;188;93;;;;
LITB120.COB ;7831;3684;7347;3048;11517;1142;575;1099;473;;;;
LITB125.COB ;8951;4630;8398;3851;13583;1357;737;1306;607;;;;
LITB130.COB ;9396;2535;8910;1879;11933;972;503;952;430;;;;
LITB135.COB ;5683;2267;5267;1637;7952;941;476;877;356;;;;
LITB150.COB ;3472;2053;3126;1569;5527;771;395;716;308;;;;
LITB160.COB ;1256;965;1005;653;2223;282;150;279;130;;;;
LITB175.COB ;5196;1891;4833;1384;7089;677;365;666;313;;;;
LITB207.COB ;2236;1452;1959;1042;3690;574;292;564;246;;;;
LITB210.COB ;3119;1257;2827;897;4378;396;209;387;174;;;;
LITB212.COB ;1028;804;807;530;1834;257;113;254;97;;;;
LITB226.COB ;2712;1784;2370;1317;4498;652;331;632;283;;;;
LITB227.COB ;3472;2358;3094;1813;5832;832;436;815;381;;;;
LITB229.COB ;1246;1078;981;725;2326;338;162;334;137;;;;
LITB241.COB ;1527;1104;1263;758;2633;415;189;401;165;;;;
LITB260.COB ;4787;3294;4263;2485;8083;1264;624;1226;495;;;;
LITB305.COB ;4268;2999;3531;2096;7269;798;397;765;326;;;;
LITB306.COB ;3459;2289;2985;1708;5750;650;307;628;261;;;;
LITB401.COB ;1671;1147;1393;796;2820;382;185;373;157;;;;
LITB402.COB ;4443;3064;4012;2408;7509;1215;722;1195;618;;;;
LITB925.COB ;9031;7885;8534;7053;16918;2657;1844;2267;1302;;;;
LITC501.COB ;2902;2432;2206;1776;5336;1141;608;1041;456;;;;
LITC502.COB ;2333;1960;1761;1427;4295;913;486;831;365;;;;
LITC503.COB ;2333;1960;1761;1427;4295;913;486;831;365;;;;
LITC504.COB ;2376;2001;1791;1455;4379;930;498;846;373;;;;
LITC505.COB ;3290;2770;2454;1975;6062;1467;776;1370;607;;;;
LITC506.COB ;3293;2772;2457;1977;6067;1473;778;1376;608;;;;
LITC507.COB ;2500;2173;1913;1629;4675;996;557;897;420;;;;
LITC508.COB ;4399;3566;3359;2597;7967;1948;947;1806;718;;;;
LITC509.COB ;2216;1851;1665;1344;4069;864;460;787;350;;;;
LITC510.COB ;4820;4000;3720;2961;8822;2088;1077;1927;813;;;;
LITC511.COB ;3697;3120;2817;2280;6819;1634;833;1490;624;;;;
LITC512.COB ;4331;3417;3309;2480;7750;1937;931;1806;707;;;;
LITC513.COB ;3326;2823;2527;2059;6151;1513;780;1385;585;;;;
LITP100.COB ;4512;3482;3368;1763;7996;1347;431;1259;309;;;;
LITP105.COB ;6872;4155;5514;2587;11029;1467;723;1297;480;;;;
LITP110.COB ;12951;6243;10998;4006;19196;3172;1542;2964;1229;;;;
LITP115.COB ;7477;2619;6659;1538;10098;1078;455;1041;360;;;;
LITP165.COB ;1448;887;1179;556;2337;314;114;307;96;;;;
LITP170.COB ;6568;3715;5732;2679;10285;1481;847;1342;661;;;;
LITP200.COB ;13310;5683;11924;4081;18995;2459;1215;2304;957;;;;
LITP208.COB ;3161;1491;2804;983;4654;564;243;519;169;;;;
LITP214.COB ;4371;943;4015;532;5316;441;147;416;113;;;;
LITP216.COB ;2110;1312;1815;899;3424;361;135;340;103;;;;
LITP217.COB ;2979;1305;2673;861;4286;409;219;360;150;;;;
LITP218.COB ;2819;1047;2627;752;3868;405;234;391;199;;;;
LITP219.COB ;2155;766;1963;489;2923;278;101;262;86;;;;
LITP220.COB ;1829;872;1595;586;2703;309;147;301;116;;;;
LITP221.COB ;4048;1451;3668;984;5501;513;239;457;182;;;;
LITP222.COB ;8617;4317;7486;2979;12936;1350;555;1251;413;;;;
LITP224.COB ;4418;2871;3513;1377;7291;1278;374;1204;253;;;;
LITP225.COB ;1885;750;1704;473;2637;271;101;250;78;;;;
LITP240.COB ;6229;3755;4988;2305;9986;1194;618;996;377;;;;
LITP250.COB ;924;562;787;336;1488;166;60;155;46;;;;
LITP251.COB ;979;502;851;315;1483;130;45;120;33;;;;
LITP252.COB ;1045;611;890;406;1658;164;62;159;52;;;;
LITP253.COB ;780;569;621;327;1351;166;62;162;49;;;;
LITP254.COB ;2224;1107;1911;717;3333;404;210;373;160;;;;
LITP255.COB ;1040;644;878;415;1686;173;68;168;57;;;;
LITP256.COB ;1057;504;912;280;1563;127;48;123;39;;;;
LITP257.COB ;1359;616;1204;386;1977;182;93;164;68;;;;
LITP258.COB ;1030;613;871;404;1645;164;62;159;52;;;;
LITP300.COB ;1128;727;857;435;1857;335;150;323;118;;;;
LITP420.COB ;1739;988;1512;693;2729;408;207;379;159;;;;
LITP505.COB ;1178;692;934;394;1872;279;121;264;98;;;;
LITP650.COB ;2715;1021;2433;632;3738;316;137;297;117;;;;
LITP920.COB ;605;399;484;242;1006;80;26;79;24;;;;
LITP921.COB ;646;414;523;255;1062;80;26;79;24;;;;
LITP922.COB ;545;381;427;225;928;78;26;77;24;;;;
LITP923.COB ;660;426;538;260;1088;84;26;83;24;;;;
LITS010.COB ;5886;2870;4848;2106;8758;1578;759;1456;566;;;;
LITS011.COB ;6181;2842;5142;2083;9025;1578;753;1456;561;;;;
LITS012.COB ;6172;2762;5206;1989;8936;1406;725;1260;528;;;;
LITS013.COB ;4162;2577;3257;1911;6741;1345;629;1250;452;;;;
LITS014.COB ;11869;6801;9765;5070;18672;3462;1884;3038;1340;;;;
LITS015.COB ;2911;1643;2286;1155;4556;925;455;869;343;;;;
LITS016.COB ;8031;3789;6815;2841;11822;2093;1084;1916;798;;;;
LITS017.COB ;2251;1274;1715;882;3527;730;295;688;222;;;;
LITS018.COB ;5508;3015;4464;2223;8525;1703;857;1558;629;;;;
LITS019.COB ;2069;1158;1578;828;3229;687;269;661;210;;;;
LITS020.COB ;5990;2749;5040;1985;8741;1422;710;1303;536;;;;
LITS021.COB ;12336;6457;10187;4736;18795;3299;1877;2969;1375;;;;
LITS200.COB ;2953;1634;2342;1220;4589;935;426;865;316;;;;
LITS201.COB ;2647;1416;2052;1025;4065;844;354;802;274;;;;
LITS300.COB ;4244;2391;3373;1773;6637;1319;654;1177;479;;;;
LITS301.COB ;15972;9955;13107;7518;25929;4612;2599;4234;1921;;;;
LITS302.COB ;9081;4710;7440;3419;13793;3641;1729;3385;1276;;;;
LITS303.COB ;9447;4640;7744;3327;14089;3638;1649;3383;1217;;;;
LITS304.COB ;2430;1342;1883;973;3774;786;315;755;240;;;;
LITS305.COB ;4066;1934;3292;1412;6002;1201;516;1126;394;;;;
LITS306.COB ;2663;1508;2084;1097;4173;951;384;899;294;;;;
LITS307.COB ;3449;2127;2611;1478;5578;1358;661;1251;487;;;;
LITS309.COB ;7886;4215;6421;3012;12103;2275;1125;2100;853;;;;
LITS310.COB ;8076;4160;6641;2978;12238;2233;1113;2060;844;;;;
LITS311.COB ;6337;3987;4893;2784;10326;2108;1194;1880;874;;;;
LITS312.COB ;2598;1475;1958;992;4075;871;359;823;272;;;;
LITS313.COB ;2251;1274;1715;882;3527;730;295;688;222;;;;
LITS315.COB ;13703;7240;11359;5443;20945;3484;1806;3183;1342;;;;
LITS316.COB ;3932;2369;2850;1481;6303;1349;704;1270;523;;;;
LITS318.COB ;3414;1691;2663;1175;5107;1173;427;1075;317;;;;
LITS319.COB ;3996;1872;3213;1338;5870;1286;500;1186;392;;;;
LITS320.COB ;6874;3472;5656;2533;10348;1715;845;1598;657;;;;
LITS321.COB ;9350;4594;7843;3398;13946;2147;1149;1940;858;;;;
LITS322.COB ;9476;4588;7760;3291;14066;3630;1627;3379;1202;;;;
LITS323.COB ;9442;4637;7732;3323;14081;3630;1647;3379;1216;;;;
LITS324.COB ;8194;3824;6924;2801;12020;1880;1016;1678;727;;;;
