filename; file size V1; file size V2; file size V1 no comment; file size V2 no comment; diff line count;LTS size V1; LTS size V2; CFG size V1; CFG size V2;;;;
NOAP882.COB ;1612;1008;1374;668;2622;407;224;402;183;;;;
NOAP883.COB ;651;460;525;286;1113;109;44;108;38;;;;
NOAP884.COB ;649;492;513;302;1143;140;58;134;45;;;;
NOAP885.COB ;1544;1087;1268;713;2633;450;232;441;194;;;;
NOAP887.COB ;2826;1910;2415;1326;4738;754;449;714;346;;;;
NOAP888.COB ;651;557;509;339;1210;180;94;179;78;;;;
NOAP889.COB ;2816;1783;2410;1218;4601;845;460;823;381;;;;
NOAP890.COB ;1018;596;860;360;1616;255;128;229;96;;;;
NOAP893.COB ;854;548;673;317;1404;202;57;201;50;;;;
NOAP894.COB ;538;433;403;248;973;134;48;129;37;;;;
NOAP895.COB ;502;434;371;250;938;136;48;131;37;;;;
NOAP899.COB ;2136;1435;1865;1005;3573;697;269;590;128;;;;
NOAS001.COB ;2343;1367;1792;945;3712;830;350;772;251;;;;
NOAS003.COB ;3011;1824;2358;1296;4837;1005;450;910;320;;;;
NOAS004.COB ;8500;4751;6983;3658;13253;2122;1046;1985;813;;;;
NOAS005.COB ;3607;1900;2862;1367;5509;1041;511;972;373;;;;
NOAS006.COB ;8425;4928;6558;3296;13355;3094;1526;2952;1120;;;;
NOAS007.COB ;10494;6328;8318;4718;16824;2861;1359;2762;1144;;;;
NOAS008.COB ;2725;1467;2096;1008;4194;865;360;826;264;;;;
NOAS009.COB ;6012;3193;4663;2169;9207;1825;887;1758;731;;;;
NOAS010.COB ;14055;8415;11787;6707;22472;3061;1548;2895;1261;;;;
NOAS011.COB ;3256;1563;2525;1121;4821;1028;397;974;302;;;;
NOAS012.COB ;3396;1858;2586;1279;5256;1102;452;1055;345;;;;
NOAS013.COB ;3950;2184;3037;1538;6136;1256;536;1198;396;;;;
NOAS014.COB ;9523;5733;7312;3733;15258;3449;1678;3270;1228;;;;
NOAS015.COB ;2170;1181;1676;856;3353;702;282;656;213;;;;
NOAS016.COB ;7510;4392;5917;3268;11904;2225;1047;2121;829;;;;
NOAS017.COB ;2290;1347;1742;956;3639;807;318;755;240;;;;
NOAS018.COB ;2357;1385;1787;980;3744;817;324;768;246;;;;
NOAS019.COB ;2386;1274;1841;892;3662;760;304;723;226;;;;
NOAS020.COB ;3234;1717;2450;1152;4953;1046;422;1001;326;;;;
NOAS021.COB ;3369;1775;2502;1145;5146;1113;482;1071;376;;;;
NOAS022.COB ;5197;2976;3901;1953;8175;1829;840;1725;642;;;;
NOAS023.COB ;2209;1227;1667;838;3438;785;349;750;265;;;;
NOAS024.COB ;2486;1392;1930;974;3880;735;327;698;243;;;;
NOAS025.COB ;3236;1576;2487;1055;4814;940;389;893;293;;;;
NOAS026.COB ;6027;3736;4452;2361;9765;2581;1107;2390;809;;;;
NOAS027.COB ;3987;2297;3105;1624;6286;1222;598;1170;458;;;;
NOAS028.COB ;2154;1097;1667;763;3253;717;274;685;203;;;;
NOAS029.COB ;2728;1533;2056;1044;4263;909;363;870;278;;;;
NOAS030.COB ;7018;3769;5428;2487;10789;2010;848;1927;644;;;;
NOAS031.COB ;4255;2177;3231;1422;6434;1270;560;1219;439;;;;
NOAS032.COB ;11049;6062;9255;4753;17113;2110;999;1992;743;;;;
NOAS033.COB ;3962;2111;2949;1348;6075;1224;524;1173;393;;;;
NOAS035.COB ;3291;1722;2541;1189;5015;1116;409;1055;283;;;;
NOAS036.COB ;4010;2230;3039;1495;6242;1340;573;1269;429;;;;
NOAS037.COB ;3651;1961;2789;1350;5614;1212;477;1147;349;;;;
NOAS038.COB ;2718;1503;2035;993;4223;918;376;881;283;;;;
NOAS039.COB ;2645;1404;2047;962;4051;844;356;804;269;;;;
NOAS040.COB ;2524;1361;1932;942;3887;832;339;781;250;;;;
NOAS041.COB ;2332;1046;1779;717;3380;735;265;701;197;;;;
NOAS060.COB ;2366;1311;1761;867;3679;924;347;886;252;;;;
NOAS061.COB ;2373;1317;1764;869;3692;935;350;897;254;;;;
NOAS062.COB ;3220;1693;2513;1165;4915;950;380;907;285;;;;
NOAS063.COB ;6128;3337;4706;2275;9467;1878;1019;1725;739;;;;
NOAS064.COB ;5490;2956;4249;1984;8448;1690;927;1567;695;;;;
NOAS065.COB ;1961;1058;1466;733;3021;695;255;656;186;;;;
NOAS066.COB ;1874;1071;1414;756;2947;685;268;657;210;;;;
NOAS122.COB ;4588;2896;3664;2191;7486;1383;724;1273;532;;;;
NOAS124.COB ;5342;3310;4155;2410;8654;1722;852;1606;659;;;;
NOAS141.COB ;3436;1440;2682;922;4878;948;348;911;269;;;;
NOAS142.COB ;2414;1255;1850;867;3671;805;313;780;251;;;;
NOAS143.COB ;2857;1507;2168;1044;4366;1020;389;988;304;;;;
NOAS168.COB ;6214;3891;5008;3028;10107;2037;1181;1875;909;;;;
NOAS265.COB ;2506;1223;1995;868;3731;760;294;736;232;;;;
NOAS266.COB ;2595;1513;2129;1173;4110;717;317;688;259;;;;
NOAS401.COB ;2784;1744;2124;1219;4530;944;425;877;312;;;;
NOAS402.COB ;5495;3618;4262;2572;9115;1886;993;1755;754;;;;
NOAS403.COB ;4570;2835;3608;2033;7407;1374;675;1269;484;;;;
NOAS404.COB ;5140;3489;3934;2487;8631;1764;902;1618;695;;;;
NOAS405.COB ;3364;2070;2594;1472;5436;1123;522;1027;395;;;;
NOAS406.COB ;5995;4072;4447;2763;10069;2140;1127;1941;844;;;;
NOAS408.COB ;8280;5791;6849;4656;14073;2344;1339;2100;945;;;;
NOAS409.COB ;13278;10373;10023;7356;23653;4701;2853;4085;2077;;;;
NOAS410.COB ;4100;2601;3314;2016;6703;1214;631;1081;451;;;;
NOAS411.COB ;2755;1539;2221;1141;4296;995;444;949;324;;;;
NOAS412.COB ;4426;2555;3564;1863;6983;1955;952;1873;691;;;;
NOAS413.COB ;3643;2371;2824;1687;6016;1341;629;1219;453;;;;
NOAS414.COB ;7240;3795;5759;2629;11037;2817;1380;2505;990;;;;
NOAS415.COB ;2500;1541;1928;1116;4043;871;397;797;289;;;;
NOAS416.COB ;4353;2465;3451;1771;6820;1468;700;1393;515;;;;
NOAS417.COB ;2493;1483;1921;1046;3978;918;429;836;311;;;;
NOAS418.COB ;2657;1569;2078;1134;4228;1012;440;925;318;;;;
NOAS419.COB ;7768;4668;5976;3232;12438;2303;1168;2197;874;;;;
NOAS420.COB ;5126;2877;3995;1984;8005;1589;737;1479;543;;;;
NOAS421.COB ;4344;2664;3404;1879;7010;1710;863;1587;616;;;;
NOAS422.COB ;2262;1300;1783;949;3564;874;381;807;281;;;;
NOAS423.COB ;2257;1136;1731;778;3395;751;299;725;227;;;;
NOAS424.COB ;2838;1443;2185;960;4283;886;380;841;285;;;;
NOAS425.COB ;2510;1262;2016;900;3774;843;362;799;274;;;;
NOAS426.COB ;6188;3684;4835;2560;9874;2903;1421;2534;993;;;;
NOAS427.COB ;9677;5290;7656;3598;14969;3694;1710;3423;1174;;;;
NOAS428.COB ;4106;2587;3147;1799;6695;1461;679;1326;492;;;;
NOAS429.COB ;4246;2699;3450;2114;6947;1312;647;1165;460;;;;
NOAS430.COB ;3261;1683;2560;1213;4946;1023;459;972;343;;;;
NOAS431.COB ;3572;2335;2759;1663;5909;1319;621;1181;447;;;;
NOAS432.COB ;6724;3965;5330;2816;10691;2990;1481;2628;1047;;;;
NOAS433.COB ;2261;1255;1715;845;3518;784;333;743;245;;;;
NOAS434.COB ;2252;1332;1718;954;3586;827;360;743;260;;;;
NOAS435.COB ;3536;1826;2786;1264;5364;1153;535;1078;406;;;;
NOAS436.COB ;2438;1330;1945;968;3770;738;327;684;241;;;;
NOAS437.COB ;3317;1741;2582;1227;5060;1119;466;1058;343;;;;
NOAS438.COB ;3720;1900;2885;1309;5622;1171;536;1096;406;;;;
NOAS439.COB ;2241;1293;1720;916;3536;830;339;789;253;;;;
NOAS440.COB ;2208;1280;1691;907;3490;828;337;788;252;;;;
NOAS441.COB ;4473;2294;3672;1705;6769;1206;590;1116;432;;;;
NOAS442.COB ;3764;1877;3041;1400;5643;1339;613;1176;442;;;;
NOAS601.COB ;4519;2184;3512;1503;6705;1294;532;1235;398;;;;
NOAS602.COB ;3735;2034;2850;1398;5771;1192;498;1144;366;;;;
NOAS603.COB ;3392;1706;2579;1158;5100;1090;425;1038;320;;;;
NOAS604.COB ;3174;1697;2422;1178;4873;1015;418;970;322;;;;
NOAS901.COB ;5307;3520;4169;2621;8829;1933;972;1786;718;;;;
NOAS902.COB ;5050;3225;3863;2316;8277;1742;834;1654;614;;;;
NOAS903.COB ;4284;2643;3374;1947;6929;1473;709;1385;519;;;;
NOAS904.COB ;5101;3449;3984;2446;8552;2027;1079;1936;824;;;;
NOAS905.COB ;4667;3105;3529;2125;7774;1745;856;1657;656;;;;
NOAS906.COB ;5315;3370;4128;2474;8687;1834;822;1763;614;;;;
NOAS907.COB ;2887;1460;2229;979;4349;913;352;884;269;;;;
NOAS908.COB ;2317;1328;1747;921;3647;822;330;786;248;;;;
NOAS909.COB ;4183;2590;3253;1821;6775;1438;696;1360;539;;;;
NOAS910.COB ;3463;1493;2651;966;4958;1003;361;956;278;;;;
NOAS911.COB ;2529;1162;1977;808;3693;740;291;715;228;;;;
NOAS912.COB ;2799;1599;2199;1152;4400;888;411;837;311;;;;
NOAS913.COB ;3146;1433;2451;966;4581;849;352;807;272;;;;
NOAS914.COB ;2773;1525;2194;1065;4300;851;394;814;309;;;;
NOAS915.COB ;2291;1073;1815;756;3366;717;253;688;192;;;;
NOAS916.COB ;2312;1163;1795;814;3477;723;269;690;212;;;;
NOAS917.COB ;4931;3159;3792;2204;8092;2063;942;1974;738;;;;
NOAS918.COB ;2279;1269;1712;839;3550;745;321;710;247;;;;
NOAS919.COB ;2214;1089;1716;744;3305;662;251;641;197;;;;
NOAS920.COB ;2213;1074;1737;757;3289;717;253;688;192;;;;
NOAS921.COB ;2329;1169;1812;819;3500;719;269;688;209;;;;
NOAS922.COB ;4005;2268;3134;1611;6275;1294;584;1231;437;;;;
NOAS923.COB ;5124;3254;4061;2308;8380;1790;995;1706;758;;;;
NOAS924.COB ;2341;1216;1804;838;3559;735;288;705;216;;;;
NOAS925.COB ;4306;2476;3370;1720;6784;1492;725;1406;534;;;;
NOAU001.COB ;1064;814;831;500;1880;259;112;254;92;;;;
NOAU002.COB ;5991;4871;4915;3282;10864;2237;1175;2147;875;;;;
NOAU004.COB ;1418;1023;1119;596;2443;425;161;410;118;;;;
NOAU005.COB ;2532;1793;2203;1349;4327;913;584;910;461;;;;
NOAU006.COB ;3533;2521;2759;1558;6056;1081;567;946;394;;;;
NOAU007.COB ;4631;3789;3780;2562;8422;1735;928;1675;709;;;;
NOAU008.COB ;833;662;611;359;1497;282;104;269;67;;;;
NOAU011.COB ;2658;1905;2316;1443;4565;975;625;972;493;;;;
NOAU012.COB ;2781;2068;2281;1399;4851;885;427;834;315;;;;
NOAU013.COB ;2668;2183;2143;1412;4853;1078;510;1059;391;;;;
NOAU014.COB ;2895;2030;2381;1317;4927;894;396;864;302;;;;
NOAU015.COB ;5077;3971;4061;2516;9050;2073;1042;2006;766;;;;
NOAU016.COB ;5991;4843;4751;3024;10836;2515;1254;2447;923;;;;
NOAU017.COB ;2345;1971;1934;1427;4318;964;547;951;464;;;;
NOAU018.COB ;2039;1550;1682;1106;3591;733;394;724;334;;;;
NOAU019.COB ;3872;3258;2994;2215;7132;1383;862;1189;611;;;;
NOAU020.COB ;2696;2185;2170;1411;4883;1076;511;1057;392;;;;
NOAU021.COB ;2516;1604;2001;1051;4122;1074;427;1066;330;;;;
NOAU022.COB ;5513;4726;4322;3110;10241;2333;1277;2269;952;;;;
NOAU024.COB ;2372;1653;1936;1080;4027;727;338;714;263;;;;
NOAU025.COB ;4953;4258;3861;2766;9213;2603;1340;2555;995;;;;
NOAU026.COB ;6350;5271;5060;3513;11623;2799;1626;2669;1189;;;;
NOAU027.COB ;1675;929;1340;614;2606;454;193;444;165;;;;
NOAU028.COB ;3800;3074;3014;2030;6876;1537;805;1496;606;;;;
NOAU029.COB ;4959;3943;3913;2510;8904;2264;1143;2245;870;;;;
NOAU030.COB ;1341;948;1042;579;2291;450;226;420;169;;;;
NOAU031.COB ;1460;698;1199;411;2160;346;146;338;113;;;;
NOAU032.COB ;2266;1512;1971;1125;3780;774;485;771;386;;;;
NOAU033.COB ;777;661;581;395;1440;330;167;316;128;;;;
NOAU034.COB ;3097;2446;2457;1571;5545;1402;702;1386;530;;;;
NOAU035.COB ;3048;2431;2437;1581;5481;1379;694;1364;532;;;;
NOAU036.COB ;2331;1582;2036;1195;3915;774;485;771;386;;;;
NOAU037.COB ;5148;3320;4382;2211;8470;1605;771;1559;573;;;;
NOAU038.COB ;1087;673;876;389;1762;302;98;298;73;;;;
NOAU039.COB ;1328;751;1034;434;2081;419;127;407;94;;;;
NOAU041.COB ;1441;1067;1133;650;2510;456;215;439;160;;;;
NOAU042.COB ;2221;1613;1746;1000;3836;687;337;661;253;;;;
NOAU043.COB ;3792;2920;2962;1828;6714;1364;613;1323;462;;;;
NOAU044.COB ;3785;2843;2996;1783;6630;1340;629;1306;476;;;;
NOAU047.COB ;1853;1334;1443;807;3189;592;233;578;174;;;;
NOAU048.COB ;911;541;704;302;1454;236;95;234;75;;;;
NOAU049.COB ;1269;826;982;493;2097;280;135;254;93;;;;
NOAU050.COB ;741;467;555;242;1210;227;83;227;65;;;;
NOAU051.COB ;1192;636;956;366;1830;255;96;253;75;;;;
NOAU052.COB ;2016;1292;1672;792;3310;641;260;629;192;;;;
NOAU053.COB ;1341;913;1058;571;2256;403;174;397;139;;;;
NOAU055.COB ;1255;706;1032;412;1963;366;139;362;120;;;;
NOAU056.COB ;4185;3071;3291;1931;7258;1571;745;1537;568;;;;
NOAU058.COB ;3157;2263;2636;1533;5422;1070;593;1053;446;;;;
NOAU059.COB ;1968;1445;1568;889;3415;798;362;740;253;;;;
NOAU060.COB ;1435;994;1127;626;2431;441;196;433;156;;;;
NOAU061.COB ;1461;1067;1152;687;2530;457;205;450;164;;;;
NOAU062.COB ;2129;1713;1800;1299;3844;916;574;911;461;;;;
NOAU063.COB ;1867;1431;1579;1081;3300;733;451;729;362;;;;
NOAU065.COB ;1148;698;952;451;1848;332;160;326;131;;;;
NOAU070.COB ;1505;1052;1203;659;2559;600;264;594;200;;;;
NOAU071.COB ;6539;4555;5169;2837;11096;1936;955;1893;696;;;;
NOAU073.COB ;5761;4385;4812;3094;10148;3100;1372;3091;1091;;;;
NOAU074.COB ;1578;1075;1229;641;2655;511;243;509;187;;;;
NOAU080.COB ;1389;1017;1088;610;2408;481;227;475;176;;;;
NOAU100.COB ;3306;2195;3054;1790;5503;766;477;745;390;;;;
NOAU102.COB ;578;310;483;200;890;87;44;87;41;;;;
NOAU103.COB ;1271;585;1148;410;1858;196;110;193;93;;;;
NOAU104.COB ;1052;667;960;550;1721;163;64;152;51;;;;
NOAU105.COB ;1041;610;897;414;1653;192;105;192;91;;;;
NOAU106.COB ;1293;727;1155;531;2022;208;134;195;109;;;;
NOAU107.COB ;1169;733;993;533;1904;224;101;222;88;;;;
NOAU110.COB ;672;532;514;346;1206;207;103;205;89;;;;
NOAU130.COB ;2726;2238;2215;1572;4966;849;495;825;411;;;;
NOAU131.COB ;1916;1157;1605;751;3075;412;217;402;179;;;;
NOAU151.COB ;6119;4292;5255;3147;10413;1897;1058;1732;779;;;;
NOAU152.COB ;7198;5279;5994;3647;12479;2576;1431;2349;1048;;;;
NOAU153.COB ;3841;2674;3223;1947;6517;1222;713;1164;542;;;;
NOAU154.COB ;1973;1271;1625;853;3246;687;364;673;285;;;;
NOAU155.COB ;3442;1636;2956;1244;5080;738;270;668;191;;;;
NOAU156.COB ;5574;1611;4702;1293;7187;1329;209;1201;146;;;;
NOAU157.COB ;2135;1702;1802;1264;3839;637;363;628;297;;;;
NOAU158.COB ;1713;1459;1448;1081;3174;524;352;492;276;;;;
NOAU159.COB ;2276;1168;1853;732;3446;625;271;606;227;;;;
NOAU160.COB ;5911;4322;5202;3222;10235;2250;1302;2168;1087;;;;
NOAU161.COB ;2427;1455;1970;896;3884;708;364;655;288;;;;
NOAU219.COB ;6341;4307;5318;3004;10650;2323;1263;2249;1019;;;;
NOAU231.COB ;2230;1284;1907;816;3516;837;380;783;288;;;;
NOAU232.COB ;2306;879;1974;519;3187;346;216;338;166;;;;
NOAU233.COB ;3406;2475;2741;1459;5883;1779;1056;1615;756;;;;
NOAU234.COB ;1778;1181;1442;787;2961;559;366;534;300;;;;
NOAU401.COB ;2335;1719;1851;1165;4056;779;419;711;318;;;;
NOAU402.COB ;3304;2451;2676;1654;5757;979;577;903;430;;;;
NOAU403.COB ;1636;1426;1342;1002;3064;664;379;621;283;;;;
NOAU404.COB ;1439;1103;1131;682;2544;474;230;454;191;;;;
NOAU405.COB ;11528;7388;9663;5420;18918;4153;2072;3953;1594;;;;
NOAU406.COB ;775;592;611;374;1369;232;118;225;91;;;;
NOAU407.COB ;3877;2860;3252;2009;6739;1193;637;1121;511;;;;
NOAU408.COB ;5273;4099;4475;2963;9374;1816;1019;1735;824;;;;
NOAU409.COB ;3423;2176;2784;1396;5601;938;534;861;403;;;;
NOAU410.COB ;4328;3402;3704;2521;7732;1598;907;1536;714;;;;
NOAU411.COB ;602;326;471;179;930;127;63;126;56;;;;
NOAU412.COB ;382;219;279;108;603;76;34;76;31;;;;
NOAU413.COB ;14687;10845;12389;7727;25534;4427;2680;4250;1966;;;;
NOAU414.COB ;7605;5824;6793;4701;13431;2514;1688;2438;1317;;;;
NOAU415.COB ;971;464;816;260;1437;218;83;216;64;;;;
NOAU416.COB ;794;517;638;324;1313;234;128;228;101;;;;
NOAU417.COB ;3049;2073;2619;1519;5124;934;510;867;389;;;;
NOAU418.COB ;1789;1544;1510;1145;3335;569;385;533;300;;;;
NOAU419.COB ;2173;1743;1828;1288;3918;664;377;655;309;;;;
NOAU421.COB ;3655;2429;3010;1658;6086;957;581;871;445;;;;
NOAU422.COB ;2536;1860;2031;1258;4398;655;425;587;316;;;;
NOAU423.COB ;6576;4891;5800;3857;11469;2122;1397;2029;1071;;;;
NOAU424.COB ;3854;3096;3191;2264;6952;1291;754;1206;601;;;;
NOAU425.COB ;3010;2275;2436;1571;5287;861;491;810;398;;;;
NOAU426.COB ;5569;4016;4699;2898;9587;1326;770;1198;542;;;;
NOAU427.COB ;1751;1127;1447;754;2880;541;266;477;192;;;;
NOAU428.COB ;8989;5859;7529;4092;14850;2434;1502;2211;1089;;;;
NOAU429.COB ;6741;4455;5563;3032;11198;1749;1056;1538;754;;;;
NOAU430.COB ;4791;3360;4094;2371;8153;1468;817;1415;683;;;;
NOAU432.COB ;2047;1437;1664;983;3486;751;544;720;440;;;;
NOAU433.COB ;1692;1012;1394;660;2706;483;254;475;208;;;;
NOAU434.COB ;2276;1168;1853;732;3446;625;271;606;227;;;;
NOAU435.COB ;2484;1625;2117;1215;4111;555;323;522;248;;;;
NOAU436.COB ;2412;1434;2035;1039;3848;471;275;429;207;;;;
NOAU437.COB ;2429;1457;1972;898;3888;708;364;655;288;;;;
NOAU438.COB ;6781;4492;5788;3172;11275;1897;1180;1710;864;;;;
NOAU439.COB ;2941;1719;2459;1126;4662;913;588;873;457;;;;
NOAU440.COB ;7633;5511;6838;4438;13146;2286;1462;2222;1123;;;;
NOAU441.COB ;5077;3448;4469;2561;8527;1903;1078;1862;844;;;;
NOAU442.COB ;3570;2247;3062;1643;5819;820;439;740;309;;;;
NOAU443.COB ;1658;1074;1321;708;2734;442;244;402;179;;;;
NOAU444.COB ;1989;1411;1765;1081;3402;527;289;525;241;;;;
NOAU445.COB ;1292;760;1112;503;2054;397;209;392;173;;;;
NOAU446.COB ;5912;4324;5202;3222;10238;2250;1302;2168;1087;;;;
NOAU447.COB ;8575;5645;7518;4373;14222;2813;1726;2428;1194;;;;
NOAU448.COB ;4292;2917;3714;2130;7211;1457;865;1418;676;;;;
NOAU449.COB ;8338;6630;7364;5348;14970;2646;1644;2501;1229;;;;
NOAU450.COB ;2209;1632;1811;1140;3843;762;441;697;320;;;;
NOAU451.COB ;1262;852;1068;573;2116;468;238;454;193;;;;
NOAU452.COB ;2396;1592;2107;1210;3990;565;343;547;260;;;;
NOAU453.COB ;1960;1290;1656;916;3252;590;260;566;209;;;;
NOAU454.COB ;3127;2343;2666;1742;5472;926;518;879;401;;;;
NOAU455.COB ;3283;2084;2714;1366;5369;832;445;769;345;;;;
NOAU456.COB ;2681;1973;2214;1380;4656;846;442;806;344;;;;
NOAU457.COB ;3805;2643;3195;1923;6450;1186;688;1128;524;;;;
NOAU458.COB ;5954;4101;5106;2994;10057;1743;940;1609;709;;;;
NOAU459.COB ;6855;5036;5705;3483;11893;2312;1278;2156;948;;;;
NOAU460.COB ;1964;1282;1618;857;3248;674;360;659;285;;;;
NOAU461.COB ;1189;903;994;611;2094;517;247;489;201;;;;
NOAU462.COB ;5131;3792;4345;2834;8925;1795;1029;1664;792;;;;
NOAU463.COB ;9195;6563;8140;4929;15760;3991;2317;3892;1877;;;;
NOAU464.COB ;4680;3166;4082;2393;7848;1392;862;1324;651;;;;
NOAU465.COB ;2564;1905;2194;1462;4471;679;420;633;316;;;;
NOAU466.COB ;4612;2858;4036;2047;7472;1805;1089;1746;839;;;;
NOAU467.COB ;3979;2513;3468;1851;6494;1474;819;1379;605;;;;
NOAU468.COB ;1366;848;1126;550;2216;404;203;393;168;;;;
NOAU469.COB ;1730;982;1452;671;2714;475;284;439;213;;;;
NOAU470.COB ;2699;1741;2255;1166;4442;776;389;737;309;;;;
NOAU472.COB ;13866;11393;11869;8632;25261;5309;3104;5250;2396;;;;
NOAU473.COB ;2969;2176;2520;1605;5147;650;350;621;271;;;;
NOAU474.COB ;1894;1292;1565;897;3188;433;217;413;171;;;;
NOAU475.COB ;2016;1079;1727;744;3097;462;279;448;221;;;;
NOAU476.COB ;2055;1422;1800;1132;3479;377;174;356;131;;;;
NOAU477.COB ;2599;1644;2240;1266;4245;689;349;655;272;;;;
NOAU478.COB ;1895;1763;1575;1278;3660;765;424;753;366;;;;
NOAU479.COB ;1852;1017;1535;619;2871;498;208;488;157;;;;
NOAU480.COB ;826;480;691;284;1308;177;69;169;49;;;;
NOAU482.COB ;3433;2152;2826;1464;5587;899;505;826;389;;;;
NOAU502.COB ;5481;4427;4483;2931;9910;2052;1026;1980;769;;;;
NOAU504.COB ;1569;1159;1274;744;2730;489;238;472;201;;;;
NOAU506.COB ;3194;2258;2484;1357;5454;1016;485;911;344;;;;
NOAU507.COB ;3574;2705;2964;1874;6281;1098;601;1037;485;;;;
NOAU508.COB ;5167;4042;4381;2918;9211;1807;1004;1730;814;;;;
NOAU509.COB ;1786;1006;1478;617;2794;498;210;488;160;;;;
NOAU510.COB ;4265;3442;3652;2557;7709;1610;921;1544;724;;;;
NOAU511.COB ;771;653;553;355;1426;282;105;269;68;;;;
NOAU512.COB ;2574;1922;2107;1295;4498;824;395;782;297;;;;
NOAU514.COB ;4260;3464;3462;2311;7726;1617;819;1568;632;;;;
NOAU515.COB ;4735;3790;3757;2375;8527;1956;998;1908;738;;;;
NOAU516.COB ;4428;3752;3486;2349;8182;1874;965;1831;725;;;;
NOAU518.COB ;1654;1452;1393;1078;3108;524;352;492;276;;;;
NOAU529.COB ;6509;4248;5363;2852;10759;1720;985;1533;710;;;;
NOAU534.COB ;2206;1153;1787;721;3361;625;271;606;227;;;;
NOAU536.COB ;2295;1406;1933;1014;3703;468;271;429;205;;;;
NOAU537.COB ;4247;2788;3570;1843;7037;1317;638;1289;472;;;;
NOAU538.COB ;2355;1440;1902;885;3797;708;364;655;288;;;;
NOAU546.COB ;5624;4231;4958;3176;9857;2223;1278;2139;1064;;;;
NOAU547.COB ;7768;5109;6777;3952;12879;2603;1558;2238;1071;;;;
NOAU549.COB ;8322;6630;7348;5348;14954;2646;1644;2501;1229;;;;
NOAU550.COB ;2086;1556;1704;1081;3644;747;419;688;306;;;;
NOAU558.COB ;2564;1944;2121;1328;4510;853;441;838;332;;;;
NOAU559.COB ;5892;4179;5052;3034;10073;1853;1026;1690;753;;;;
NOAU560.COB ;1903;1434;1507;882;3339;798;362;740;253;;;;
NOAU562.COB ;5001;3745;4232;2797;8748;1781;1016;1654;784;;;;
NOAU565.COB ;2552;1934;2180;1475;4488;685;428;639;322;;;;
NOAU701.COB ;800;707;628;474;1509;250;163;240;138;;;;
NOAU901.COB ;691;488;543;297;1181;201;109;191;85;;;;
NOAU902.COB ;869;592;729;397;1463;309;176;305;144;;;;
NOAU903.COB ;1161;832;986;575;1995;450;266;445;215;;;;
NOAU904.COB ;617;405;490;246;1024;173;98;171;80;;;;
NOAU905.COB ;1225;836;1012;567;2063;392;193;383;164;;;;
NOAU906.COB ;2244;1626;1872;1118;3872;740;432;710;350;;;;
NOAU907.COB ;1062;668;864;424;1732;290;142;284;116;;;;
NOAU908.COB ;1550;1208;1264;832;2760;543;326;509;248;;;;
NOAU909.COB ;796;618;657;429;1416;293;169;290;137;;;;
NOAU910.COB ;506;357;397;230;865;157;81;157;71;;;;
NOAVE01.COB ;722;523;576;372;1247;205;108;183;77;;;;
NOAVE02.COB ;819;633;643;439;1454;277;136;255;97;;;;
NOAVE03.COB ;669;481;523;333;1152;183;82;172;63;;;;
NOAVE04.COB ;797;605;621;416;1404;273;121;253;87;;;;
NOAVH01.COB ;863;665;687;471;1530;285;144;259;101;;;;
NOAVH02.COB ;915;655;764;497;1572;213;107;190;76;;;;
NOAVH03.COB ;1110;810;931;606;1922;378;178;332;120;;;;
NOAVH04.COB ;1022;803;840;587;1827;345;185;304;127;;;;
NOAVH05.COB ;934;717;758;523;1653;295;154;264;106;;;;
NOAVH06.COB ;720;527;574;376;1249;209;112;185;79;;;;
NOAVH08.COB ;1732;1223;1484;936;2957;490;272;419;177;;;;
NOAVH09.COB ;1216;922;1047;732;2140;327;208;262;131;;;;
NOAVH10.COB ;1094;828;918;634;1924;321;180;277;119;;;;
NOAVH11.COB ;1592;1067;1377;829;2661;378;212;323;141;;;;
NOAVH12.COB ;989;697;843;546;1688;235;138;198;92;;;;
NOAVH13.COB ;1488;1104;1311;904;2594;403;261;321;161;;;;
NOAVH14.COB ;1624;1172;1456;975;2798;455;264;364;166;;;;
NOAVH15.COB ;907;696;731;502;1605;291;150;262;104;;;;
NOAVH16.COB ;1466;767;1256;609;2235;347;150;302;98;;;;
NOAVH17.COB ;1109;835;933;641;1946;329;188;281;123;;;;
NOAVH18.COB ;891;634;745;483;1527;209;112;185;79;;;;
NOAVH19.COB ;1685;914;1475;756;2601;375;178;316;112;;;;
NOAVH20.COB ;1196;606;980;437;1804;319;120;291;84;;;;
NOAVH21.COB ;854;633;699;466;1489;245;140;209;94;;;;
NOAVH22.COB ;867;635;714;473;1504;241;139;204;92;;;;
NOAVH23.COB ;979;443;769;288;1424;277;76;267;60;;;;
NOAVH24.COB ;989;450;779;295;1441;279;78;268;61;;;;
NOAVH25.COB ;910;643;764;492;1555;241;144;201;95;;;;
NOAVH26.COB ;1813;1119;1603;957;2934;417;220;337;133;;;;
NOAVH27.COB ;1490;1022;1344;871;2514;275;178;218;112;;;;
NOAVH28.COB ;1479;991;1303;799;2472;393;196;313;124;;;;
NOAVH29.COB ;1120;846;944;652;1968;325;184;279;121;;;;
NOAVH30.COB ;846;647;670;453;1495;279;138;256;98;;;;
NOAVH31.COB ;1393;947;1217;755;2342;379;192;306;122;;;;
NOAVH32.COB ;1184;831;1038;680;2017;261;164;211;105;;;;
NOAVH33.COB ;762;578;586;389;1342;262;114;244;83;;;;
NOAVH34.COB ;1019;784;843;590;1805;311;170;272;114;;;;
