filename; file size V1; file size V2; LTS size V1; LTS size V2; Equivalent; Explored V1 ; Explored V2 ; matches V1; matches V2; skipped V1; skipped V2;133;%Explored V1;% Explored V2;%Match V1;%Match V2;; Explored V2 ; matches V2;% Ex;% match;Inc ex;inc Match;
OFCP406.COB ;3241;1368;490;214; False;75;45;75;43;0;0;;15%;21%;15%;20%;;53;43;25%;20%;4%;0%;
OFCP407.COB ;2540;918;308;142; False;28;10;26;8;0;0;;9%;7%;8%;6%;;70;56;49%;39%;42%;33%;
OFCP408.COB ;2419;900;280;106; False;69;31;67;31;0;0;;25%;29%;24%;29%;;45;30;42%;28%;13%;-1%;
OFCP409.COB ;2543;796;244;85; False;65;31;63;31;0;0;;27%;36%;26%;36%;;48;25;56%;29%;20%;-7%;
OFCP410.COB ;2656;1162;553;192; False;51;27;49;25;0;0;;9%;14%;9%;13%;;136;45;71%;23%;57%;10%;
OFCP411.COB ;6259;2563;924;483; False;190;87;188;87;0;0;;21%;18%;20%;18%;;107;80;22%;17%;4%;-1%;
OFCP413.COB ;2997;1238;605;221; False;51;27;49;25;0;0;;8%;12%;8%;11%;;88;69;40%;31%;28%;20%;
OFCP414.COB ;4657;1836;640;320; False;154;71;152;69;0;0;;24%;22%;24%;22%;;79;65;25%;20%;3%;-2%;
OFCP417.COB ;1697;1072;510;214; False;17;9;15;7;0;0;;3%;4%;3%;3%;;45;23;21%;11%;17%;8%;
OFCP419.COB ;2191;1129;370;187; False;63;33;63;31;0;0;;17%;18%;17%;17%;;36;32;19%;17%;1%;0%;
OFCP420.COB ;5862;3052;1129;511; False;76;37;74;35;0;0;;7%;7%;7%;7%;;50;35;10%;7%;3%;0%;
OFCP422.COB ;4660;1568;718;259; False;114;47;112;43;0;0;;16%;18%;16%;17%;;55;43;21%;17%;3%;0%;
OFCP423.COB ;4073;2260;618;336; False;66;32;66;30;0;0;;11%;10%;11%;9%;;35;31;10%;9%;0%;0%;
OFCP424.COB ;3379;1096;376;173; False;38;17;36;15;0;0;;10%;10%;10%;9%;;58;37;34%;21%;24%;12%;
OFCP425.COB ;4670;1257;713;231; False;38;17;36;15;0;0;;5%;7%;5%;6%;;67;53;29%;23%;22%;17%;
OFCP426.COB ;4003;1871;887;358; False;53;27;53;25;0;0;;6%;8%;6%;7%;;34;25;9%;7%;1%;0%;
OFCP427.COB ;2838;1486;501;234; False;45;21;45;19;0;0;;9%;9%;9%;8%;;28;19;12%;8%;3%;0%;
OFCP429.COB ;2625;2114;588;288; False;26;11;24;9;0;0;;4%;4%;4%;3%;;47;30;16%;10%;12%;7%;
OFCP430.COB ;576;391;132;44; False;52;21;50;21;0;0;;39%;48%;38%;48%;;29;18;66%;41%;18%;-7%;
OFCP436.COB ;1889;736;335;134; False;68;26;66;26;0;0;;20%;19%;20%;19%;;42;34;31%;25%;12%;6%;
OFCP437.COB ;6456;3624;1710;748; False;72;43;72;41;0;0;;4%;6%;4%;5%;;62;48;8%;6%;2%;1%;
OFCP438.COB ;1654;1087;393;170; False;46;18;44;16;0;0;;12%;11%;11%;9%;;26;16;15%;9%;4%;0%;
OFCP439.COB ;1777;1292;575;242; False;92;44;90;44;0;0;;16%;18%;16%;18%;;76;54;31%;22%;13%;4%;
OFCP444.COB ;2005;1403;344;153; False;101;46;101;44;0;0;;29%;30%;29%;29%;;66;54;43%;35%;13%;6%;
OFCP446.COB ;1747;818;296;93; False;95;37;93;37;0;0;;32%;40%;31%;40%;;57;46;61%;49%;21%;9%;
OFCP450.COB ;3769;1776;684;400; False;64;31;64;29;0;0;;9%;8%;9%;7%;;34;30;9%;8%;1%;0%;
OFCP451.COB ;1728;808;340;127; False;32;14;30;12;0;0;;9%;11%;9%;9%;;67;48;53%;38%;42%;29%;
OFCP454.COB ;5266;2994;1106;670; False;63;29;63;27;0;0;;6%;4%;6%;4%;;32;28;5%;4%;1%;0%;
OFCP455.COB ;5960;3607;1370;862; False;61;29;61;27;0;0;;4%;3%;4%;3%;;32;28;4%;3%;1%;0%;
OFCP456.COB ;2521;885;244;85; False;83;32;81;32;0;0;;34%;38%;33%;38%;;41;32;48%;38%;10%;0%;
OFCP457.COB ;1969;808;254;91; False;65;31;63;31;0;0;;26%;34%;25%;34%;;54;31;59%;34%;25%;0%;
OFCP458.COB ;5226;3096;1286;658; False;70;35;70;33;0;0;;5%;5%;5%;5%;;38;34;6%;5%;1%;0%;
OFCP459.COB ;2395;1169;418;204; False;48;18;46;16;0;0;;11%;9%;11%;8%;;47;33;23%;16%;14%;8%;
OFCP461.COB ;2005;1629;746;310; False;156;59;156;57;0;0;;21%;19%;21%;18%;;128;107;41%;35%;22%;17%;
OFCP464.COB ;4531;2467;1050;440; False;72;45;70;43;0;0;;7%;10%;7%;10%;;54;43;12%;10%;2%;0%;
OFCP466.COB ;1364;984;343;91; True;180;55;180;55;0;0;;52%;60%;52%;60%;;55;55;60%;60%;0%;0%;
OFCP468.COB ;2295;1055;442;163; False;29;19;29;17;0;0;;7%;12%;7%;10%;;79;77;48%;47%;36%;37%;
OFCP470.COB ;2693;1569;566;259; False;32;16;30;14;0;0;;6%;6%;5%;5%;;24;14;9%;5%;3%;0%;
OFCP471.COB ;2848;1568;594;277; False;44;21;42;19;0;0;;7%;8%;7%;7%;;30;19;11%;7%;3%;0%;
OFCP472.COB ;2175;1159;479;191; False;61;31;61;29;0;0;;13%;16%;13%;15%;;34;30;18%;16%;2%;1%;
OFCP473.COB ;2584;1679;713;310; False;78;32;76;32;0;0;;11%;10%;11%;10%;;126;90;41%;29%;31%;19%;
OFCP474.COB ;2643;1395;467;216; False;34;19;34;17;0;0;;7%;9%;7%;8%;;37;25;17%;12%;8%;4%;
OFCP477.COB ;1023;628;164;47; False;30;16;28;14;0;0;;18%;34%;17%;30%;;26;14;55%;30%;21%;0%;
OFCP479.COB ;4079;1701;569;226; False;74;34;72;34;0;0;;13%;15%;13%;15%;;81;45;36%;20%;21%;5%;
OFCP480.COB ;1355;821;242;82; False;28;10;26;8;0;0;;12%;12%;11%;10%;;55;41;67%;50%;55%;40%;
OFCP483.COB ;3520;1984;724;312; False;68;32;68;30;0;0;;9%;10%;9%;10%;;35;31;11%;10%;1%;0%;
OFCP486.COB ;2936;1615;554;238; False;65;31;65;29;0;0;;12%;13%;12%;12%;;34;30;14%;13%;1%;1%;
OFCP488.COB ;1570;737;254;93; False;60;24;58;24;0;0;;24%;26%;23%;26%;;35;17;38%;18%;12%;-8%;
OFCP489.COB ;1144;632;185;53; True;69;24;69;24;0;0;;37%;45%;37%;45%;;24;24;45%;45%;0%;0%;
OFCP492.COB ;1072;722;227;74; True;104;38;104;38;0;0;;46%;51%;46%;51%;;38;38;51%;51%;0%;0%;
OFCP493.COB ;445;320;71;22; True;34;14;34;14;0;0;;48%;64%;48%;64%;;14;14;64%;64%;0%;0%;
OFCP495.COB ;1329;489;179;45; False;78;33;76;31;0;0;;44%;73%;42%;69%;;33;25;73%;56%;0%;-13%;
OFCP497.COB ;1490;1028;287;137; False;60;26;58;24;0;0;;21%;19%;20%;18%;;46;28;34%;20%;15%;2%;
OFCP524.COB ;2397;878;309;137; False;58;27;58;25;0;0;;19%;20%;19%;18%;;30;26;22%;19%;2%;1%;
OFCP525.COB ;1350;791;270;124; False;56;27;56;25;0;0;;21%;22%;21%;20%;;30;26;24%;21%;2%;1%;
OFCP530.COB ;1753;1204;507;205; False;64;31;64;29;0;0;;13%;15%;13%;14%;;34;30;17%;15%;2%;1%;
OFCP531.COB ;1276;788;330;113; False;104;44;102;42;0;0;;32%;39%;31%;37%;;69;50;61%;44%;22%;7%;
OFCP532.COB ;1170;768;232;88; False;92;37;90;35;0;0;;40%;42%;39%;40%;;58;39;66%;44%;24%;4%;
OFCP533.COB ;3350;2166;726;383; False;68;31;68;29;0;0;;9%;8%;9%;8%;;34;30;9%;8%;1%;0%;
OFCP534.COB ;1407;963;398;130; False;65;25;63;25;0;0;;16%;19%;16%;19%;;38;26;29%;20%;10%;1%;
OFCP550.COB ;2662;1061;357;183; False;97;48;97;45;0;0;;27%;26%;27%;25%;;58;41;32%;22%;6%;-3%;
OFCP551.COB ;1585;829;213;115; False;94;46;92;44;0;0;;44%;40%;43%;38%;;51;47;44%;41%;4%;3%;
OFCP552.COB ;1125;636;181;64; True;101;47;101;47;0;0;;56%;73%;56%;73%;;47;47;73%;73%;0%;0%;
OFCP553.COB ;1138;647;189;68; False;95;41;93;41;0;0;;50%;60%;49%;60%;;45;36;66%;53%;6%;-7%;
OFCP560.COB ;1187;662;181;91; False;47;19;45;17;0;0;;26%;21%;25%;19%;;48;33;53%;36%;32%;17%;
OFCP561.COB ;889;437;145;33; False;48;19;48;16;0;0;;33%;58%;33%;48%;;21;14;64%;42%;6%;-6%;
OFCP562.COB ;2593;1724;606;300; False;37;19;37;17;0;0;;6%;6%;6%;6%;;36;22;12%;7%;6%;1%;
OFCP600.COB ;2410;1368;518;242; False;28;14;26;12;0;0;;5%;6%;5%;5%;;41;19;17%;8%;11%;3%;
OFCP601.COB ;1642;1063;342;145; False;30;17;28;15;0;0;;9%;12%;8%;10%;;25;15;17%;10%;5%;0%;
OFCP602.COB ;1114;593;176;45; False;77;23;77;21;0;0;;44%;51%;44%;47%;;23;21;51%;47%;0%;0%;
OFCP610.COB ;466;308;85;19; False;47;17;45;15;0;0;;55%;89%;53%;79%;;17;11;89%;58%;0%;-21%;
OFCP611.COB ;2554;1191;452;233; False;42;23;40;21;0;0;;9%;10%;9%;9%;;26;22;11%;9%;1%;0%;
OFCP612.COB ;1468;1012;314;136; False;34;14;32;12;0;0;;11%;10%;10%;9%;;71;54;52%;40%;42%;31%;
OFCP613.COB ;2084;916;340;121; False;74;37;72;37;0;0;;22%;31%;21%;31%;;58;51;48%;42%;17%;11%;
OFCP614.COB ;2135;1271;501;214; False;87;60;87;58;0;0;;17%;28%;17%;27%;;83;66;39%;31%;11%;4%;
OFCP615.COB ;2101;694;445;65; False;81;33;79;31;0;0;;18%;51%;18%;48%;;43;37;66%;57%;15%;9%;
OFCP616.COB ;1486;753;245;79; False;26;9;24;7;0;0;;11%;11%;10%;9%;;30;18;38%;23%;27%;14%;
OFCP618.COB ;1592;884;341;117; False;30;11;28;9;0;0;;9%;9%;8%;8%;;50;37;43%;32%;34%;24%;
OFCP620.COB ;757;443;136;36; False;88;36;86;36;0;0;;65%;100%;63%;100%;;36;23;100%;64%;0%;-36%;
OFCP621.COB ;894;536;226;52; False;100;45;98;35;0;0;;44%;87%;43%;67%;;46;31;88%;60%;1%;-7%;
OFCP623.COB ;845;473;138;43; False;62;25;60;23;0;0;;45%;58%;43%;53%;;42;37;98%;86%;40%;33%;
OFCP624.COB ;727;401;116;28; False;79;28;77;28;0;0;;68%;100%;66%;100%;;28;19;100%;68%;0%;-32%;
OFCP625.COB ;1453;1072;293;146; False;142;68;142;66;0;0;;48%;47%;48%;45%;;82;82;56%;56%;9%;11%;
OFCP746.COB ;3334;1855;848;388; False;60;35;60;33;0;0;;7%;9%;7%;9%;;38;34;10%;9%;1%;0%;
OFCP751.COB ;1721;1142;421;159; False;34;14;32;12;0;0;;8%;9%;8%;8%;;78;59;49%;37%;40%;29%;
OFCP752.COB ;1110;952;420;164; False;87;42;87;40;0;0;;21%;26%;21%;24%;;42;38;26%;23%;0%;-1%;
OFCP753.COB ;500;374;123;35; False;73;33;73;31;0;0;;59%;94%;59%;89%;;35;35;100%;100%;6%;11%;
OFCP754.COB ;619;536;185;64; False;73;29;71;29;0;0;;39%;45%;38%;45%;;61;49;95%;77%;50%;32%;
OFCP755.COB ;597;401;95;28; True;66;22;66;22;0;0;;69%;79%;69%;79%;;22;22;79%;79%;0%;0%;
OFCP760.COB ;707;506;160;47; True;58;22;58;22;0;0;;36%;47%;36%;47%;;22;22;47%;47%;0%;0%;
OFCP761.COB ;990;683;196;84; False;55;21;53;21;0;0;;28%;25%;27%;25%;;47;41;56%;49%;31%;24%;
OFCP762.COB ;2097;1096;461;175; False;36;17;34;15;0;0;;8%;10%;7%;9%;;67;51;38%;29%;28%;20%;
OFCP764.COB ;1720;1089;459;193; False;32;16;30;14;0;0;;7%;8%;7%;7%;;28;14;15%;7%;7%;0%;
OFCP765.COB ;1180;722;298;105; False;26;10;24;8;0;0;;9%;10%;8%;8%;;21;19;20%;18%;10%;10%;
OFCP766.COB ;946;581;235;68; False;26;10;26;8;0;0;;11%;15%;11%;12%;;42;29;62%;43%;47%;31%;
OFCP767.COB ;1353;827;360;103; False;26;10;26;8;0;0;;7%;10%;7%;8%;;53;39;51%;38%;41%;30%;
OFCP780.COB ;1202;668;189;67; True;60;24;60;24;0;0;;32%;36%;32%;36%;;24;24;36%;36%;0%;0%;
OFCP791.COB ;1343;996;383;151; False;28;11;28;9;0;0;;7%;7%;7%;6%;;68;51;45%;34%;38%;28%;
OFCP792.COB ;725;503;118;43; False;80;30;78;30;0;0;;68%;70%;66%;70%;;30;22;70%;51%;0%;-19%;
OFCP793.COB ;1057;616;238;80; False;56;28;56;26;0;0;;24%;35%;24%;33%;;31;27;39%;34%;4%;1%;
OFCP794.COB ;2863;1859;837;401; False;41;17;41;15;0;0;;5%;4%;5%;4%;;42;36;10%;9%;6%;5%;
OFCP795.COB ;696;504;212;65; False;26;11;24;9;0;0;;12%;17%;11%;14%;;33;20;51%;31%;34%;17%;
OFCP796.COB ;1801;1130;438;176; False;75;37;75;35;0;0;;17%;21%;17%;20%;;40;36;23%;20%;2%;0%;
OFCP797.COB ;1485;753;279;122; False;60;24;58;24;0;0;;22%;20%;21%;20%;;67;33;55%;27%;35%;7%;
OFCP798.COB ;879;516;173;64; False;24;9;24;7;0;0;;14%;14%;14%;11%;;46;33;72%;52%;58%;41%;
OFCP799.COB ;1319;779;319;95; False;28;12;26;10;0;0;;9%;13%;8%;11%;;53;40;56%;42%;43%;31%;
OFCP800.COB ;2588;1582;628;303; False;64;24;62;24;0;0;;10%;8%;10%;8%;;53;26;17%;9%;9%;1%;
OFCP806.COB ;2628;1336;467;243; False;57;32;57;30;0;0;;12%;13%;12%;12%;;35;31;14%;13%;1%;1%;
OFCP807.COB ;1189;882;288;110; False;24;11;22;9;0;0;;8%;10%;8%;8%;;56;41;51%;37%;41%;29%;
OFCP808.COB ;1550;679;325;87; False;24;9;22;7;0;0;;7%;10%;7%;8%;;73;57;84%;66%;74%;58%;
OFCP809.COB ;1590;773;254;119; False;57;21;55;21;0;0;;22%;18%;22%;18%;;41;21;34%;18%;16%;0%;
OFCP861.COB ;2636;1485;689;211; False;62;16;60;14;0;0;;9%;8%;9%;7%;;34;32;16%;15%;8%;8%;
OFCP862.COB ;1420;1008;484;158; False;42;15;40;13;0;0;;9%;9%;8%;8%;;33;31;21%;20%;12%;12%;
OFCP863.COB ;841;584;228;71; False;30;13;28;11;0;0;;13%;18%;12%;15%;;43;29;61%;41%;43%;26%;
OFCP864.COB ;1326;845;373;118; False;37;13;37;11;0;0;;10%;11%;10%;9%;;27;25;23%;21%;12%;12%;
OFCP865.COB ;976;635;259;86; False;28;13;26;11;0;0;;11%;15%;10%;13%;;46;32;53%;37%;38%;24%;
OFCP866.COB ;1253;594;274;83; False;32;15;32;13;0;0;;12%;18%;12%;16%;;44;32;53%;39%;35%;23%;
OFCP867.COB ;2906;1650;650;336; False;71;39;71;37;0;0;;11%;12%;11%;11%;;42;38;13%;11%;1%;0%;
OFCP868.COB ;2312;1208;469;177; False;108;41;106;41;0;0;;23%;23%;23%;23%;;65;47;37%;27%;14%;4%;
OFCP869.COB ;2506;839;326;129; False;34;13;32;11;0;0;;10%;10%;10%;9%;;59;38;46%;29%;36%;20%;
OFCP870.COB ;1641;548;177;65; False;28;11;26;9;0;0;;16%;17%;15%;14%;;49;36;75%;55%;58%;41%;
OFCP871.COB ;2392;1299;480;204; False;39;19;39;17;0;0;;8%;9%;8%;8%;;36;20;18%;10%;9%;2%;
OFCP945.COB ;1302;1047;367;108; False;81;20;79;18;0;0;;22%;19%;22%;17%;;30;22;28%;20%;9%;3%;
OFCP954.COB ;4298;2108;579;272; False;73;31;71;31;0;0;;13%;11%;12%;11%;;101;86;37%;32%;26%;21%;
OFCP973.COB ;1567;914;353;175; False;69;26;67;26;0;0;;20%;15%;19%;15%;;67;37;38%;21%;23%;6%;
OFCP990.COB ;1344;729;248;68; False;30;17;28;15;0;0;;12%;25%;11%;22%;;27;15;40%;22%;15%;0%;
OFCS101.COB ;7351;4423;2163;1148; False;32;18;30;16;0;0;;1%;2%;1%;1%;;24;16;2%;1%;0%;0%;
OFCS102.COB ;7383;4210;2080;1159; False;33;18;31;16;0;0;;2%;2%;1%;1%;;24;16;2%;1%;0%;0%;
OFCS103.COB ;4364;2731;1356;709; False;32;18;30;16;0;0;;2%;3%;2%;2%;;24;16;3%;2%;0%;0%;
OFCS104.COB ;18418;13787;4484;2472; False;5;4;5;2;0;0;;0%;0%;0%;0%;;22;14;1%;1%;1%;1%;
OFCS105.COB ;2529;1452;845;391; False;32;18;30;16;0;0;;4%;5%;4%;4%;;24;16;6%;4%;1%;0%;
OFCS106.COB ;2096;1067;679;288; False;19;10;17;8;0;0;;3%;3%;3%;3%;;26;18;9%;6%;6%;3%;
OFCS107.COB ;3530;2077;1103;571; False;33;18;31;16;0;0;;3%;3%;3%;3%;;24;16;4%;3%;1%;0%;
OFCS108.COB ;2030;1004;642;239; False;18;10;17;8;0;0;;3%;4%;3%;3%;;26;18;11%;8%;7%;5%;
OFCS201.COB ;4747;3477;1570;878; False;33;18;31;16;0;0;;2%;2%;2%;2%;;24;16;3%;2%;1%;0%;
OFCS202.COB ;3340;1961;980;510; False;32;18;30;16;0;0;;3%;4%;3%;3%;;24;16;5%;3%;1%;0%;
OFCS203.COB ;2338;1281;796;302; False;32;18;30;16;0;0;;4%;6%;4%;5%;;24;16;8%;5%;2%;0%;
OFCS204.COB ;3330;2370;1246;619; False;32;18;30;16;0;0;;3%;3%;2%;3%;;24;16;4%;3%;1%;0%;
OFCS205.COB ;3754;2218;1257;633; False;32;18;30;16;0;0;;3%;3%;2%;3%;;24;16;4%;3%;1%;0%;
OFCS206.COB ;5946;3874;1979;1126; False;33;18;31;16;0;0;;2%;2%;2%;1%;;24;16;2%;1%;0%;0%;
OFCS207.COB ;3080;1873;1093;500; False;32;18;30;16;0;0;;3%;4%;3%;3%;;24;16;5%;3%;1%;0%;
OFCS208.COB ;4194;2812;1444;762; False;32;18;30;16;0;0;;2%;2%;2%;2%;;24;16;3%;2%;1%;0%;
OFCS209.COB ;3753;2448;1197;661; False;32;18;30;16;0;0;;3%;3%;3%;2%;;24;16;4%;2%;1%;0%;
OFCS210.COB ;4753;3012;1561;935; False;33;18;31;16;0;0;;2%;2%;2%;2%;;24;16;3%;2%;1%;0%;
OFCS211.COB ;2521;1406;847;374; False;32;18;30;16;0;0;;4%;5%;4%;4%;;24;16;6%;4%;1%;0%;
OFCS212.COB ;6495;4415;1907;1034; False;32;18;30;16;0;0;;2%;2%;2%;2%;;24;16;2%;2%;0%;0%;
OFCS301.COB ;8493;4399;2107;1136; False;32;18;30;16;0;0;;2%;2%;1%;1%;;24;16;2%;1%;0%;0%;
OFCS302.COB ;6750;4488;1994;1131; False;33;18;31;16;0;0;;2%;2%;2%;1%;;24;16;2%;1%;0%;0%;
OFCS303.COB ;4645;2549;1453;727; False;32;18;30;16;0;0;;2%;2%;2%;2%;;24;16;3%;2%;1%;0%;
OFCS304.COB ;3626;2192;1233;574; False;32;18;30;16;0;0;;3%;3%;2%;3%;;24;16;4%;3%;1%;0%;
OFCS305.COB ;5749;3328;1441;694; False;32;18;30;16;0;0;;2%;3%;2%;2%;;24;16;3%;2%;0%;0%;
OFCS306.COB ;16468;11354;4554;2857; False;33;18;31;16;0;0;;1%;1%;1%;1%;;24;16;1%;1%;0%;0%;
OFCS307.COB ;8697;5333;2669;1536; False;32;18;30;16;0;0;;1%;1%;1%;1%;;24;16;2%;1%;1%;0%;
OFCS308.COB ;14801;9316;3919;2358; False;32;18;30;16;0;0;;1%;1%;1%;1%;;24;16;1%;1%;0%;0%;
OFCS309.COB ;2538;1291;779;325; False;32;18;30;16;0;0;;4%;6%;4%;5%;;24;16;7%;5%;1%;0%;
OFCS310.COB ;2286;1255;746;296; False;32;18;30;16;0;0;;4%;6%;4%;5%;;24;16;8%;5%;2%;0%;
OFCS311.COB ;2737;1535;907;406; False;32;18;30;16;0;0;;4%;4%;3%;4%;;24;16;6%;4%;2%;0%;
OFCS312.COB ;18388;12106;5318;3259; False;33;18;31;16;0;0;;1%;1%;1%;0%;;24;16;1%;0%;0%;0%;
OFCS313.COB ;3727;2359;1320;643; False;32;18;30;16;0;0;;2%;3%;2%;2%;;24;16;4%;2%;1%;0%;
OFCS314.COB ;3484;2260;1235;618; False;32;18;30;16;0;0;;3%;3%;2%;3%;;24;16;4%;3%;1%;0%;
OFCS316.COB ;3746;1737;971;473; False;33;18;31;16;0;0;;3%;4%;3%;3%;;24;16;5%;3%;1%;0%;
OFCS317.COB ;3441;1592;930;420; False;32;18;30;16;0;0;;3%;4%;3%;4%;;24;16;6%;4%;2%;0%;
OFCS318.COB ;3084;1695;971;446; False;32;18;30;16;0;0;;3%;4%;3%;4%;;24;16;5%;4%;1%;0%;
OFCS319.COB ;6527;3376;1601;879; False;32;18;30;16;0;0;;2%;2%;2%;2%;;24;16;3%;2%;1%;0%;
OFCS320.COB ;3832;2537;1271;652; False;32;18;30;16;0;0;;3%;3%;2%;2%;;24;16;4%;2%;1%;0%;
OFCS322.COB ;2902;1781;989;496; False;32;18;30;16;0;0;;3%;4%;3%;3%;;24;16;5%;3%;1%;0%;
OFCS324.COB ;2055;1137;696;256; False;18;10;17;8;0;0;;3%;4%;2%;3%;;26;18;10%;7%;6%;4%;
OFCS328.COB ;2483;1395;821;360; False;32;18;30;16;0;0;;4%;5%;4%;4%;;24;16;7%;4%;2%;0%;
OFCS330.COB ;6314;3777;1734;971; False;5;4;5;2;0;0;;0%;0%;0%;0%;;22;14;2%;1%;2%;1%;
OFCS331.COB ;2729;1578;891;416; False;5;4;5;2;0;0;;1%;1%;1%;0%;;22;14;5%;3%;4%;3%;
OFCS332.COB ;6600;3886;1803;1003; False;5;4;5;2;0;0;;0%;0%;0%;0%;;22;14;2%;1%;2%;1%;
OFCS333.COB ;2339;1211;758;310; False;18;10;17;8;0;0;;2%;3%;2%;3%;;26;18;8%;6%;5%;3%;
OFCS334.COB ;2402;1267;777;353; False;18;10;17;8;0;0;;2%;3%;2%;2%;;26;18;7%;5%;4%;3%;
OFCS335.COB ;5813;4131;2029;1145; False;16;9;14;7;0;0;;1%;1%;1%;1%;;43;33;4%;3%;3%;2%;
OFCS401.COB ;7885;5322;1955;1052; False;32;18;30;16;0;0;;2%;2%;2%;2%;;24;16;2%;2%;0%;0%;
OFCS402.COB ;6328;4136;1602;859; False;32;18;30;16;0;0;;2%;2%;2%;2%;;24;16;3%;2%;1%;0%;
OFCS403.COB ;3775;2005;1111;559; False;32;18;30;16;0;0;;3%;3%;3%;3%;;24;16;4%;3%;1%;0%;
OFCS404.COB ;5533;2865;1448;761; False;32;18;30;16;0;0;;2%;2%;2%;2%;;24;16;3%;2%;1%;0%;
OFCS405.COB ;3964;2224;1162;545; False;32;18;30;16;0;0;;3%;3%;3%;3%;;24;16;4%;3%;1%;0%;
OFCS406.COB ;2427;1320;834;337; False;32;18;30;16;0;0;;4%;5%;4%;5%;;24;16;7%;5%;2%;0%;
OFCS407.COB ;8042;5150;2221;1258; False;35;19;33;17;0;0;;2%;2%;1%;1%;;25;17;2%;1%;0%;0%;
OFCS408.COB ;3785;2251;1158;612; False;32;18;30;16;0;0;;3%;3%;3%;3%;;24;16;4%;3%;1%;0%;
OFCS409.COB ;3890;2290;1214;649; False;32;18;30;16;0;0;;3%;3%;2%;2%;;24;16;4%;2%;1%;0%;
OFCS410.COB ;2385;1170;696;285; False;35;20;33;18;0;0;;5%;7%;5%;6%;;26;18;9%;6%;2%;0%;
OFCS411.COB ;8595;5763;2319;1173; False;37;19;35;17;0;0;;2%;2%;2%;1%;;25;17;2%;1%;0%;0%;
OFCU003.COB ;8303;7053;3954;2149; False;73;39;71;37;0;0;;2%;2%;2%;2%;;54;41;3%;2%;1%;0%;
OFCU004.COB ;880;722;235;118; False;104;51;104;48;0;0;;44%;43%;44%;41%;;67;54;57%;46%;14%;5%;
OFCU005.COB ;1338;942;226;90; False;80;44;80;42;0;0;;35%;49%;35%;47%;;44;44;49%;49%;0%;2%;
OFCU006.COB ;1795;1063;414;198; False;70;31;68;30;0;0;;17%;16%;16%;15%;;61;41;31%;21%;15%;6%;
OFCU007.COB ;486;352;107;43; False;51;23;49;22;0;0;;48%;53%;46%;51%;;33;22;77%;51%;24%;0%;
OFCU008.COB ;654;501;143;69; False;50;27;48;26;0;0;;35%;39%;34%;38%;;68;57;99%;83%;60%;45%;
OFCU009.COB ;464;324;129;59; False;35;17;33;15;0;0;;27%;29%;26%;25%;;29;22;49%;37%;20%;12%;
OFCU010.COB ;451;318;129;59; False;35;17;33;15;0;0;;27%;29%;26%;25%;;29;22;49%;37%;20%;12%;
OFCU013.COB ;1416;845;315;173; False;86;46;84;45;0;0;;27%;27%;27%;26%;;70;54;40%;31%;13%;5%;
OFCU015.COB ;847;624;147;68; True;57;22;57;22;0;0;;39%;32%;39%;32%;;22;22;32%;32%;0%;0%;
OFCU017.COB ;1001;755;159;76; False;40;19;40;17;0;0;;25%;25%;25%;22%;;30;30;39%;39%;14%;17%;
OFCU018.COB ;774;593;163;75; False;73;30;71;29;0;0;;45%;40%;44%;39%;;55;50;73%;67%;33%;28%;
OFCU019.COB ;2908;1654;1103;694; False;46;30;44;28;0;0;;4%;4%;4%;4%;;89;61;13%;9%;9%;5%;
OFCU020.COB ;2052;1390;738;412; False;247;150;247;148;0;0;;33%;36%;33%;36%;;156;144;38%;35%;2%;-1%;
OFCU021.COB ;1284;753;354;175; False;67;38;67;36;0;0;;19%;22%;19%;21%;;40;36;23%;21%;1%;0%;
OFCU025.COB ;1029;680;296;143; False;60;37;60;35;0;0;;20%;26%;20%;24%;;46;32;32%;22%;6%;-2%;
OFCU026.COB ;1587;1347;341;180; True;224;117;224;117;0;0;;66%;65%;66%;65%;;117;117;65%;65%;0%;0%;
OFCU027.COB ;703;592;192;87; True;134;64;134;64;0;0;;70%;74%;70%;74%;;64;64;74%;74%;0%;0%;
OFCU028.COB ;514;398;126;55; True;81;39;81;39;0;0;;64%;71%;64%;71%;;39;39;71%;71%;0%;0%;
OFCU029.COB ;1447;1401;633;361; False;352;183;352;181;0;0;;56%;51%;56%;50%;;189;187;52%;52%;1%;2%;
OFCU030.COB ;467;383;145;64; True;102;48;102;48;0;0;;70%;75%;70%;75%;;48;48;75%;75%;0%;0%;
OFCU031.COB ;5680;4617;1161;663; False;143;76;141;74;0;0;;12%;11%;12%;11%;;344;330;52%;50%;41%;39%;
OFCU032.COB ;2044;1654;457;259; False;242;124;242;122;0;0;;53%;48%;53%;47%;;126;126;49%;49%;1%;2%;
OFCU033.COB ;636;490;133;58; True;88;42;88;42;0;0;;66%;72%;66%;72%;;42;42;72%;72%;0%;0%;
OFCU034.COB ;1169;1026;451;211; False;93;48;93;46;0;0;;21%;23%;21%;22%;;50;38;24%;18%;1%;-4%;
OFCU035.COB ;1166;1032;461;239; False;86;43;86;41;0;0;;19%;18%;19%;17%;;71;53;30%;22%;12%;5%;
OFCU036.COB ;1421;1228;527;262; False;63;29;61;27;0;0;;12%;11%;12%;10%;;93;65;35%;25%;24%;15%;
OFCU037.COB ;2623;2529;1161;549; False;101;56;101;53;0;0;;9%;10%;9%;10%;;225;194;41%;35%;31%;25%;
